fraud_id,transaction_id,fraud_type,detection_method,report_date,resolution_status,loss_amount
406,9189,Card Cloning,Manual Review,2025-06-07,Investigating,8722.81
407,997,Vishing,Manual Review,2020-03-12,Resolved,5408.19
408,999,Vishing,AI Alert,2022-01-31,Resolved,36311.92
409,1002,Vishing,AI Alert,2024-10-18,Closed,4656.38
410,1004,Vishing,AI Alert,2022-04-28,Resolved,2899.6
411,9198,Card Cloning,AI Alert,2019-02-18,Investigating,6381.53
412,1006,Phishing,Manual Review,2021-04-06,Closed,4184.92
413,1008,Smishing,AI Alert,2022-12-04,Investigating,9769.95
414,9201,Vishing,AI Alert,2022-09-11,Resolved,6886.28
415,9202,Chargeback Fraud,Manual Review,2023-07-16,Resolved,617.08
416,9200,Smishing,AI Alert,2023-02-06,Closed,9544.18
417,1013,Phishing,AI Alert,2020-10-29,Closed,13587.57
418,1014,Phishing,Customer Complaint,2021-02-07,Closed,2238.11
419,9208,Vishing,Customer Complaint,2019-06-24,Investigating,2675.98
420,9209,Card Cloning,AI Alert,2024-11-15,Resolved,15130.64
421,1018,Phishing,AI Alert,2024-09-24,Closed,489.06
422,1019,Card Cloning,Customer Complaint,2023-12-03,Investigating,11194.77
423,1020,Identity Theft,AI Alert,2019-02-19,Closed,7582.04
424,9214,Card Cloning,Manual Review,2020-12-03,Resolved,3266.84
425,1022,Vishing,Customer Complaint,2025-10-13,Investigating,8835.68
426,1027,Card Cloning,Manual Review,2024-11-06,Resolved,2393.28
427,1034,Phishing,AI Alert,2021-04-28,Resolved,29742.33
428,1037,Chargeback Fraud,Customer Complaint,2022-05-02,Investigating,6045.86
429,1038,Phishing,Customer Complaint,2021-08-10,Resolved,2874.78
430,1039,Smishing,Manual Review,2022-02-02,Closed,4141.15
431,1048,Identity Theft,AI Alert,2024-12-25,Investigating,1907.6
432,9240,Card Cloning,Manual Review,2025-02-01,Investigating,9200.75
433,1049,Phishing,Customer Complaint,2025-07-16,Investigating,11515.04
434,1052,Phishing,Manual Review,2019-04-28,Investigating,1808.99
435,9245,Card Cloning,Customer Complaint,2024-09-09,Investigating,17222.87
436,1055,Smishing,Customer Complaint,2021-01-31,Investigating,16407.82
437,1059,Phishing,AI Alert,2023-06-01,Resolved,25019.64
438,9253,Smishing,Manual Review,2019-05-01,Resolved,12852.38
439,1066,Phishing,Manual Review,2021-12-16,Resolved,11756.9
440,9260,Account Takeover,Manual Review,2019-11-13,Resolved,9407.16
441,1069,Identity Theft,Manual Review,2021-11-28,Resolved,16189.0
442,1074,Chargeback Fraud,Manual Review,2020-11-07,Resolved,1890.44
443,1079,Identity Theft,Manual Review,2022-12-30,Closed,4814.42
444,9271,Card Cloning,Customer Complaint,2020-12-08,Closed,3724.75
445,9284,Smishing,Customer Complaint,2025-07-02,Resolved,7529.6
446,1093,Smishing,Customer Complaint,2023-07-09,Closed,10193.79
447,9286,Identity Theft,Customer Complaint,2024-07-08,Resolved,1936.02
448,9295,Smishing,Customer Complaint,2025-08-08,Investigating,112.87
449,1110,Chargeback Fraud,AI Alert,2024-12-31,Closed,4627.53
450,12066,Vishing,Customer Complaint,2023-10-28,Resolved,7480.03
451,9304,Card Cloning,AI Alert,2023-10-26,Investigating,7597.9
452,1114,Card Cloning,Customer Complaint,2020-08-04,Investigating,14171.45
453,1122,Chargeback Fraud,Customer Complaint,2019-05-16,Investigating,8465.49
454,1123,Card Cloning,Manual Review,2023-07-20,Investigating,4348.27
455,9319,Phishing,Manual Review,2025-06-22,Closed,6649.9
456,1128,Identity Theft,Manual Review,2025-09-25,Investigating,6128.92
457,9322,Phishing,Manual Review,2023-04-28,Investigating,16800.8
458,1131,Phishing,Customer Complaint,2021-05-24,Closed,3501.31
459,1135,Account Takeover,AI Alert,2023-02-20,Closed,4417.07
460,1143,Chargeback Fraud,AI Alert,2024-06-03,Investigating,6937.03
461,1144,Phishing,AI Alert,2023-12-23,Closed,2257.34
462,1147,Chargeback Fraud,Customer Complaint,2022-07-07,Investigating,32938.68
463,9340,Chargeback Fraud,AI Alert,2023-11-17,Closed,8539.98
464,9341,Identity Theft,AI Alert,2019-07-09,Resolved,14078.8
465,9343,Vishing,Customer Complaint,2019-03-22,Resolved,6352.78
466,1154,Card Cloning,Customer Complaint,2019-04-02,Investigating,4584.58
467,9349,Vishing,Manual Review,2021-05-02,Closed,8114.17
468,1160,Identity Theft,AI Alert,2021-03-31,Investigating,2932.75
469,9353,Card Cloning,Manual Review,2024-08-05,Resolved,9677.01
470,1163,Account Takeover,Customer Complaint,2023-09-30,Investigating,32441.69
471,1164,Phishing,Manual Review,2019-08-02,Resolved,1922.51
472,9356,Chargeback Fraud,Manual Review,2021-11-28,Closed,644.08
473,1166,Chargeback Fraud,AI Alert,2023-02-03,Investigating,14548.43
474,9359,Account Takeover,AI Alert,2024-01-15,Investigating,3883.01
475,9360,Card Cloning,Customer Complaint,2021-08-11,Investigating,4735.27
476,9357,Chargeback Fraud,Customer Complaint,2022-06-19,Resolved,4443.67
477,1170,Identity Theft,AI Alert,2019-05-18,Investigating,2305.57
478,9362,Vishing,Manual Review,2023-05-02,Resolved,1640.4
479,9361,Identity Theft,Manual Review,2021-11-16,Resolved,10285.15
480,1174,Card Cloning,Customer Complaint,2021-07-15,Resolved,3802.65
481,9373,Card Cloning,AI Alert,2025-07-22,Investigating,5518.87
482,9377,Vishing,Manual Review,2019-12-12,Closed,9731.33
483,12202,Smishing,AI Alert,2021-09-25,Investigating,9988.44
484,1186,Vishing,AI Alert,2023-04-12,Closed,2103.59
485,1189,Smishing,Manual Review,2019-09-14,Resolved,7532.06
486,1190,Phishing,Customer Complaint,2019-05-09,Resolved,24872.9
487,9381,Account Takeover,Manual Review,2022-10-11,Closed,2460.64
488,9383,Smishing,AI Alert,2023-11-16,Closed,473.63
489,9388,Identity Theft,AI Alert,2024-12-16,Investigating,26252.01
490,9389,Vishing,Customer Complaint,2019-01-06,Resolved,3742.71
491,9391,Vishing,Customer Complaint,2019-04-08,Resolved,24014.61
492,1200,Account Takeover,Manual Review,2023-06-11,Investigating,5617.15
493,1201,Account Takeover,Manual Review,2023-08-25,Investigating,25336.74
494,1204,Smishing,Manual Review,2023-08-01,Closed,15642.05
495,1205,Chargeback Fraud,Customer Complaint,2019-09-04,Closed,30589.05
496,9398,Card Cloning,Customer Complaint,2023-04-29,Resolved,227.88
497,1207,Chargeback Fraud,AI Alert,2020-06-04,Resolved,21848.08
498,9404,Phishing,AI Alert,2025-03-24,Investigating,15492.06
499,1212,Identity Theft,AI Alert,2023-09-18,Investigating,11321.39
500,9407,Identity Theft,Customer Complaint,2024-03-11,Investigating,5128.45
501,1216,Vishing,Manual Review,2021-02-26,Investigating,8445.5
502,9411,Phishing,Customer Complaint,2023-04-13,Resolved,5027.43
503,1221,Account Takeover,Customer Complaint,2023-03-01,Closed,6232.31
504,9414,Smishing,Customer Complaint,2023-06-03,Investigating,6579.06
505,9416,Phishing,Customer Complaint,2019-11-19,Investigating,4512.14
506,9418,Chargeback Fraud,AI Alert,2025-08-11,Investigating,5434.55
507,1227,Card Cloning,Customer Complaint,2020-01-20,Resolved,7823.37
508,1230,Identity Theft,AI Alert,2024-11-23,Investigating,4663.88
509,9422,Chargeback Fraud,Customer Complaint,2021-10-07,Resolved,7772.03
510,9423,Identity Theft,AI Alert,2023-02-20,Investigating,20153.13
511,1235,Card Cloning,Customer Complaint,2023-06-18,Investigating,3153.69
512,9430,Vishing,AI Alert,2019-08-18,Investigating,1690.18
513,1239,Smishing,Customer Complaint,2025-10-12,Closed,13098.95
514,1240,Account Takeover,AI Alert,2022-01-13,Investigating,1957.62
515,9433,Identity Theft,AI Alert,2020-11-01,Resolved,2030.65
516,12110,Card Cloning,Customer Complaint,2021-12-12,Closed,7198.75
517,1246,Chargeback Fraud,AI Alert,2024-06-27,Investigating,10211.24
518,9439,Chargeback Fraud,Manual Review,2020-07-29,Closed,1055.1
519,9451,Chargeback Fraud,Customer Complaint,2023-10-17,Closed,10146.75
520,9453,Phishing,Manual Review,2019-10-16,Closed,8068.39
521,1262,Vishing,Manual Review,2023-06-27,Closed,1364.54
522,1265,Account Takeover,Customer Complaint,2025-04-20,Investigating,720.83
523,9458,Identity Theft,Customer Complaint,2019-08-30,Resolved,10156.39
524,9459,Card Cloning,Manual Review,2021-11-09,Resolved,3671.77
525,1268,Chargeback Fraud,Manual Review,2024-12-21,Investigating,13807.09
526,1269,Phishing,Customer Complaint,2019-09-04,Resolved,15686.7
527,1270,Vishing,AI Alert,2025-06-17,Investigating,31595.57
528,1273,Account Takeover,Manual Review,2024-11-30,Investigating,4534.03
529,1284,Account Takeover,AI Alert,2024-09-25,Closed,13916.94
530,9477,Phishing,Customer Complaint,2021-07-26,Resolved,1689.01
531,1285,Identity Theft,Customer Complaint,2021-07-11,Investigating,25144.28
532,1287,Identity Theft,AI Alert,2021-02-19,Investigating,1292.24
533,9481,Identity Theft,Manual Review,2019-12-18,Investigating,14446.74
534,1290,Card Cloning,Manual Review,2020-09-29,Investigating,21204.52
535,9483,Phishing,Customer Complaint,2024-01-09,Closed,18478.33
536,9484,Chargeback Fraud,Customer Complaint,2021-03-23,Resolved,7799.94
537,9482,Phishing,Manual Review,2023-04-02,Resolved,11969.34
538,1294,Smishing,Customer Complaint,2020-10-24,Resolved,18871.31
539,9488,Identity Theft,AI Alert,2020-12-08,Resolved,43307.59
540,9489,Smishing,Customer Complaint,2021-10-02,Resolved,2004.33
541,9495,Vishing,Customer Complaint,2021-05-29,Closed,5315.38
542,1313,Identity Theft,Customer Complaint,2020-10-13,Resolved,3166.71
543,9508,Card Cloning,Manual Review,2020-07-06,Investigating,4233.67
544,1317,Smishing,AI Alert,2020-09-16,Closed,9445.69
545,9512,Account Takeover,Manual Review,2024-05-05,Closed,13857.76
546,1322,Vishing,Manual Review,2021-05-04,Resolved,35910.56
547,1324,Phishing,Customer Complaint,2022-04-09,Resolved,10396.78
548,1326,Account Takeover,Customer Complaint,2024-01-31,Investigating,6477.69
549,1327,Chargeback Fraud,AI Alert,2024-10-22,Investigating,30424.43
550,9519,Smishing,Manual Review,2025-02-10,Closed,12340.69
551,9520,Account Takeover,Manual Review,2023-09-10,Investigating,9791.66
552,1330,Identity Theft,Customer Complaint,2020-12-08,Resolved,3950.37
553,9522,Chargeback Fraud,AI Alert,2025-01-11,Resolved,15926.37
554,9523,Account Takeover,AI Alert,2025-01-28,Closed,5719.49
555,1331,Vishing,Customer Complaint,2025-04-25,Investigating,3329.99
556,9521,Account Takeover,Customer Complaint,2019-06-11,Investigating,8947.97
557,1334,Vishing,Customer Complaint,2019-12-03,Closed,27199.64
558,1337,Smishing,AI Alert,2020-08-16,Investigating,23081.85
559,1339,Card Cloning,AI Alert,2019-07-01,Resolved,18401.94
560,9531,Vishing,Manual Review,2025-06-14,Closed,24634.04
561,1343,Phishing,Customer Complaint,2020-05-21,Resolved,15248.26
562,1344,Card Cloning,Manual Review,2022-09-14,Investigating,21176.09
563,9537,Account Takeover,AI Alert,2020-06-18,Resolved,10162.11
564,9535,Vishing,AI Alert,2021-03-30,Resolved,19285.35
565,1347,Identity Theft,Manual Review,2021-11-24,Investigating,7502.36
566,9539,Vishing,AI Alert,2025-07-17,Closed,6517.46
567,9545,Account Takeover,AI Alert,2024-07-15,Closed,17419.98
568,1354,Phishing,Manual Review,2024-10-25,Closed,20372.41
569,1355,Account Takeover,Customer Complaint,2021-07-04,Resolved,5408.17
570,1357,Identity Theft,Customer Complaint,2020-01-29,Resolved,10227.18
571,9550,Account Takeover,Manual Review,2019-09-30,Closed,3278.17
572,1360,Smishing,Customer Complaint,2022-12-02,Closed,15855.92
573,1365,Chargeback Fraud,AI Alert,2022-06-14,Closed,873.6
574,9559,Identity Theft,Customer Complaint,2024-07-09,Investigating,8962.3
575,1372,Phishing,Customer Complaint,2019-09-23,Investigating,15032.5
576,9566,Card Cloning,Manual Review,2021-07-07,Closed,6906.68
577,9567,Identity Theft,Manual Review,2023-01-05,Closed,18639.98
578,1378,Vishing,Manual Review,2023-11-22,Closed,5115.15
579,9571,Vishing,AI Alert,2021-11-20,Resolved,21180.07
580,9572,Phishing,AI Alert,2024-11-13,Resolved,12757.44
581,9573,Identity Theft,Customer Complaint,2021-04-23,Resolved,15255.8
582,1383,Account Takeover,AI Alert,2024-09-04,Closed,15026.25
583,1394,Identity Theft,Manual Review,2020-06-02,Closed,9994.07
584,9591,Identity Theft,Manual Review,2021-01-05,Resolved,8776.28
585,1399,Vishing,Manual Review,2019-11-12,Closed,219.15
586,9596,Account Takeover,Customer Complaint,2020-11-25,Closed,7030.16
587,1406,Account Takeover,AI Alert,2022-11-24,Closed,311.14
588,9601,Chargeback Fraud,Manual Review,2021-05-13,Closed,1178.83
589,9602,Account Takeover,Manual Review,2024-04-08,Closed,27035.53
590,1411,Smishing,AI Alert,2023-08-13,Closed,10003.96
591,1412,Account Takeover,AI Alert,2019-11-25,Closed,8691.58
592,1413,Identity Theft,Manual Review,2019-12-22,Resolved,13049.65
593,1410,Phishing,AI Alert,2022-08-18,Investigating,12288.68
594,9610,Chargeback Fraud,Manual Review,2021-06-27,Resolved,16597.08
595,9611,Account Takeover,AI Alert,2023-04-11,Resolved,28792.41
596,1420,Phishing,Customer Complaint,2021-04-17,Investigating,4834.92
597,1422,Smishing,AI Alert,2024-06-18,Resolved,3002.16
598,9616,Account Takeover,AI Alert,2021-03-04,Investigating,6403.94
599,9619,Phishing,Manual Review,2025-04-23,Closed,11604.98
600,1429,Smishing,Manual Review,2025-01-19,Closed,38888.79
601,9621,Identity Theft,Customer Complaint,2021-09-05,Resolved,18024.9
602,1433,Account Takeover,Customer Complaint,2020-11-07,Resolved,19464.09
603,9628,Vishing,Manual Review,2024-03-07,Resolved,26643.32
604,1440,Identity Theft,Manual Review,2019-05-28,Investigating,20132.78
605,1441,Phishing,Manual Review,2024-05-03,Resolved,15741.65
606,9637,Account Takeover,Customer Complaint,2021-05-09,Investigating,10447.06
607,1449,Identity Theft,Manual Review,2023-08-26,Investigating,20060.63
608,1451,Smishing,Customer Complaint,2023-04-20,Investigating,9365.37
609,9645,Vishing,AI Alert,2023-08-07,Resolved,6936.11
610,1453,Smishing,Manual Review,2023-12-18,Resolved,4365.6
611,1455,Card Cloning,Customer Complaint,2020-09-25,Investigating,13892.43
612,1458,Vishing,Customer Complaint,2022-05-20,Resolved,650.89
613,9651,Identity Theft,Customer Complaint,2022-03-16,Resolved,24446.66
614,9653,Account Takeover,Manual Review,2023-01-24,Closed,7652.43
615,1462,Identity Theft,Manual Review,2024-07-09,Closed,19900.69
616,9655,Chargeback Fraud,AI Alert,2024-02-17,Resolved,7381.37
617,9661,Identity Theft,Manual Review,2023-03-22,Closed,6489.1
618,1471,Account Takeover,Customer Complaint,2023-04-25,Investigating,4559.36
619,1472,Smishing,AI Alert,2025-02-16,Closed,4923.0
620,1474,Card Cloning,Manual Review,2021-07-10,Investigating,4670.46
621,9672,Card Cloning,Customer Complaint,2022-11-23,Investigating,1488.0
622,1480,Identity Theft,Manual Review,2020-04-22,Resolved,4668.96
623,9673,Chargeback Fraud,Customer Complaint,2019-08-15,Resolved,4930.38
624,1482,Identity Theft,AI Alert,2020-01-05,Investigating,16435.13
625,1488,Card Cloning,Manual Review,2021-01-08,Investigating,939.48
626,1489,Vishing,Manual Review,2024-12-06,Closed,709.03
627,9682,Chargeback Fraud,Customer Complaint,2024-05-02,Closed,25066.33
628,9688,Smishing,AI Alert,2020-07-18,Investigating,7650.5
629,1497,Smishing,AI Alert,2020-12-03,Closed,1749.06
630,9689,Chargeback Fraud,Manual Review,2021-11-05,Investigating,6467.46
631,9690,Chargeback Fraud,Manual Review,2024-02-05,Resolved,8017.36
632,9692,Identity Theft,Customer Complaint,2022-11-01,Resolved,27541.65
633,1503,Smishing,Customer Complaint,2022-04-07,Closed,11256.92
634,9697,Identity Theft,AI Alert,2022-04-26,Closed,10454.24
635,1507,Phishing,Customer Complaint,2025-08-12,Investigating,23026.11
636,9700,Smishing,Customer Complaint,2022-02-07,Investigating,165.31
637,9699,Identity Theft,Manual Review,2021-04-28,Investigating,8055.2
638,1510,Phishing,Manual Review,2019-07-10,Resolved,10343.24
639,1508,Chargeback Fraud,Customer Complaint,2024-01-20,Closed,8490.92
640,9704,Phishing,Manual Review,2025-04-15,Resolved,16911.34
641,9702,Chargeback Fraud,AI Alert,2025-08-24,Resolved,1219.13
642,1514,Phishing,AI Alert,2023-04-26,Closed,16594.45
643,9710,Chargeback Fraud,AI Alert,2024-09-30,Investigating,13719.24
644,1520,Chargeback Fraud,AI Alert,2020-03-28,Closed,13079.91
645,9713,Identity Theft,Customer Complaint,2022-07-13,Investigating,6293.13
646,9715,Smishing,Manual Review,2023-07-23,Investigating,544.2
647,1524,Identity Theft,Manual Review,2023-04-23,Investigating,13497.3
648,9717,Card Cloning,Manual Review,2021-07-04,Resolved,13305.95
649,1527,Vishing,Customer Complaint,2021-04-13,Investigating,4389.4
650,9719,Account Takeover,Manual Review,2024-03-03,Investigating,6016.51
651,9721,Card Cloning,AI Alert,2021-01-09,Resolved,11419.49
652,1528,Phishing,AI Alert,2021-01-17,Investigating,25186.19
653,9723,Phishing,Customer Complaint,2023-12-04,Investigating,954.31
654,9725,Account Takeover,Customer Complaint,2024-10-07,Closed,4059.56
655,1540,Account Takeover,Customer Complaint,2023-08-20,Investigating,3159.89
656,9733,Account Takeover,Manual Review,2021-08-08,Resolved,20607.95
657,12164,Chargeback Fraud,Customer Complaint,2024-09-13,Investigating,4730.11
658,1541,Card Cloning,AI Alert,2023-04-03,Resolved,9356.16
659,9735,Chargeback Fraud,AI Alert,2019-07-28,Closed,15280.74
660,9738,Phishing,Manual Review,2021-06-20,Investigating,12593.44
661,1547,Card Cloning,Customer Complaint,2025-06-30,Resolved,5229.19
662,1548,Chargeback Fraud,Customer Complaint,2023-06-15,Resolved,8965.56
663,9742,Account Takeover,Manual Review,2024-03-02,Resolved,32414.92
664,9743,Account Takeover,Customer Complaint,2022-11-17,Investigating,7924.29
665,9744,Phishing,AI Alert,2022-02-16,Closed,9661.4
666,1556,Phishing,AI Alert,2021-11-15,Resolved,32129.64
667,9753,Vishing,Manual Review,2020-09-26,Investigating,4086.06
668,1571,Smishing,AI Alert,2021-12-06,Closed,12070.49
669,1576,Phishing,Manual Review,2023-12-05,Resolved,263.46
670,9769,Phishing,Manual Review,2022-03-30,Investigating,7351.94
671,1577,Card Cloning,Customer Complaint,2021-08-26,Resolved,3884.71
672,1584,Smishing,Customer Complaint,2023-01-09,Investigating,10455.98
673,9776,Chargeback Fraud,Manual Review,2022-10-02,Resolved,6811.78
674,9783,Card Cloning,AI Alert,2020-04-08,Closed,11510.71
675,1592,Card Cloning,AI Alert,2022-05-06,Closed,16896.21
676,1593,Chargeback Fraud,Customer Complaint,2019-01-19,Closed,10579.04
677,9788,Account Takeover,Manual Review,2024-12-02,Resolved,16480.79
678,1596,Account Takeover,AI Alert,2024-12-23,Closed,3757.11
679,9791,Chargeback Fraud,AI Alert,2019-01-22,Closed,3252.29
680,9793,Vishing,Customer Complaint,2021-04-07,Resolved,15587.47
681,1602,Account Takeover,Customer Complaint,2021-09-09,Resolved,6428.3
682,9795,Chargeback Fraud,AI Alert,2021-08-30,Resolved,7223.43
683,9796,Smishing,Manual Review,2024-06-08,Closed,554.46
684,1605,Vishing,Manual Review,2021-02-01,Closed,21026.67
685,1610,Phishing,Customer Complaint,2019-10-31,Investigating,17636.35
686,1616,Identity Theft,AI Alert,2019-06-14,Closed,1682.7
687,1617,Smishing,Manual Review,2024-09-13,Closed,6406.98
688,1619,Account Takeover,Manual Review,2020-08-25,Resolved,461.57
689,9811,Smishing,Manual Review,2020-04-10,Resolved,4868.41
690,9813,Chargeback Fraud,AI Alert,2022-06-25,Closed,14511.36
691,1622,Account Takeover,AI Alert,2023-03-19,Resolved,3365.76
692,9816,Card Cloning,AI Alert,2021-04-13,Closed,5466.58
693,1625,Identity Theft,Manual Review,2022-04-16,Resolved,3590.35
694,1627,Account Takeover,AI Alert,2025-02-24,Resolved,3456.44
695,9819,Phishing,Customer Complaint,2022-01-10,Closed,11900.28
696,1632,Smishing,Manual Review,2023-07-31,Investigating,4158.46
697,12140,Chargeback Fraud,Customer Complaint,2024-06-07,Resolved,5865.95
698,1636,Card Cloning,Customer Complaint,2025-06-29,Resolved,6181.95
699,9830,Vishing,Customer Complaint,2022-12-20,Investigating,5838.09
700,9832,Phishing,AI Alert,2019-01-02,Resolved,15510.5
701,1642,Vishing,AI Alert,2024-12-01,Resolved,9920.53
702,1644,Chargeback Fraud,Customer Complaint,2022-01-07,Investigating,5979.32
703,1648,Card Cloning,Manual Review,2022-05-28,Closed,4164.78
704,1650,Account Takeover,Manual Review,2020-04-23,Investigating,3347.09
705,9843,Chargeback Fraud,AI Alert,2025-05-27,Investigating,14870.16
706,9848,Account Takeover,Customer Complaint,2022-03-11,Closed,7493.19
707,1656,Phishing,Manual Review,2021-11-11,Closed,4075.67
708,1658,Card Cloning,Customer Complaint,2024-09-23,Investigating,1490.46
709,1664,Card Cloning,Manual Review,2022-06-14,Closed,2510.14
710,1665,Identity Theft,Manual Review,2019-10-28,Investigating,9039.96
711,1667,Identity Theft,AI Alert,2023-08-01,Investigating,11168.21
712,1668,Card Cloning,AI Alert,2025-10-25,Resolved,5503.75
713,9862,Account Takeover,Manual Review,2019-06-27,Investigating,4469.31
714,1671,Chargeback Fraud,Customer Complaint,2021-08-13,Resolved,3527.47
715,1670,Vishing,AI Alert,2022-12-27,Resolved,10736.4
716,9870,Vishing,Customer Complaint,2019-06-21,Closed,16444.55
717,9871,Card Cloning,Customer Complaint,2024-11-21,Closed,1295.66
718,9876,Chargeback Fraud,Customer Complaint,2023-01-30,Resolved,10368.68
719,1686,Chargeback Fraud,Customer Complaint,2021-11-19,Closed,5152.01
720,9879,Phishing,Manual Review,2020-08-09,Investigating,12964.71
721,9880,Phishing,AI Alert,2020-03-09,Investigating,8856.29
722,9887,Vishing,Manual Review,2025-07-13,Closed,16657.26
723,9889,Chargeback Fraud,Manual Review,2024-02-14,Closed,23777.68
724,9893,Identity Theft,AI Alert,2022-05-31,Resolved,3841.74
725,1706,Chargeback Fraud,AI Alert,2020-02-26,Resolved,12677.37
726,9898,Card Cloning,Customer Complaint,2020-01-15,Resolved,11334.82
727,1710,Vishing,AI Alert,2021-06-03,Investigating,8207.54
728,9906,Smishing,AI Alert,2024-01-22,Resolved,3471.76
729,9910,Chargeback Fraud,Manual Review,2020-10-22,Closed,1055.65
730,9911,Identity Theft,AI Alert,2019-05-09,Closed,11939.95
731,12067,Chargeback Fraud,Customer Complaint,2020-10-29,Resolved,4577.15
732,9914,Card Cloning,AI Alert,2022-03-03,Resolved,14018.68
733,1726,Chargeback Fraud,Customer Complaint,2025-04-03,Closed,2755.48
734,1728,Chargeback Fraud,Manual Review,2024-10-20,Investigating,9359.78
735,1730,Phishing,Customer Complaint,2020-03-27,Closed,9488.22
736,9925,Account Takeover,Customer Complaint,2019-07-21,Investigating,16040.55
737,9926,Phishing,Customer Complaint,2021-01-24,Closed,7955.41
738,9931,Account Takeover,Manual Review,2022-08-18,Investigating,6716.72
739,1741,Identity Theft,AI Alert,2025-04-29,Closed,10842.62
740,9935,Chargeback Fraud,Customer Complaint,2019-02-28,Resolved,3517.91
741,9945,Chargeback Fraud,Customer Complaint,2021-04-24,Investigating,4566.81
742,1753,Card Cloning,Manual Review,2023-06-04,Closed,1623.99
743,1756,Vishing,Customer Complaint,2024-01-02,Resolved,3721.88
744,1757,Card Cloning,AI Alert,2023-05-26,Resolved,14086.3
745,9950,Identity Theft,Manual Review,2022-05-09,Closed,511.43
746,9951,Phishing,Manual Review,2019-10-05,Resolved,18679.79
747,9948,Card Cloning,AI Alert,2024-11-25,Investigating,507.66
748,1761,Card Cloning,Customer Complaint,2024-02-11,Resolved,2279.53
749,1764,Smishing,Customer Complaint,2024-06-26,Investigating,9251.17
750,1766,Phishing,AI Alert,2020-04-03,Closed,19913.43
751,1768,Card Cloning,AI Alert,2019-01-24,Resolved,10218.87
752,9962,Chargeback Fraud,Customer Complaint,2023-12-14,Resolved,7989.24
753,9963,Account Takeover,Manual Review,2021-01-15,Investigating,540.34
754,1774,Phishing,AI Alert,2020-11-01,Closed,5138.62
755,1777,Card Cloning,Manual Review,2019-03-01,Resolved,20409.72
756,9970,Chargeback Fraud,Manual Review,2024-05-19,Resolved,6047.88
757,1778,Vishing,AI Alert,2025-01-03,Closed,4763.25
758,9972,Smishing,Customer Complaint,2024-10-13,Closed,7633.88
759,1789,Vishing,Customer Complaint,2019-04-09,Investigating,583.7
760,9982,Chargeback Fraud,AI Alert,2023-04-06,Investigating,5178.07
761,1792,Account Takeover,AI Alert,2022-09-07,Investigating,13728.42
762,9984,Card Cloning,AI Alert,2022-06-29,Closed,15603.38
763,9985,Card Cloning,AI Alert,2020-04-02,Resolved,8997.14
764,1796,Chargeback Fraud,AI Alert,2022-11-19,Resolved,8723.77
765,1799,Vishing,AI Alert,2020-09-30,Investigating,16945.34
766,1800,Smishing,Manual Review,2022-12-26,Closed,12147.55
767,9995,Chargeback Fraud,Manual Review,2025-03-31,Resolved,14367.64
768,1806,Card Cloning,AI Alert,2024-11-05,Closed,4596.75
769,10003,Vishing,AI Alert,2020-01-20,Resolved,10145.97
770,10007,Card Cloning,AI Alert,2020-03-30,Resolved,4195.3
771,1817,Smishing,Manual Review,2024-02-26,Investigating,2772.13
772,1820,Account Takeover,Customer Complaint,2022-06-08,Investigating,25539.8
773,10015,Card Cloning,Manual Review,2023-02-18,Resolved,2606.55
774,1826,Chargeback Fraud,Customer Complaint,2021-01-20,Resolved,16497.13
775,1828,Card Cloning,Customer Complaint,2019-08-22,Investigating,9976.97
776,1833,Identity Theft,Customer Complaint,2022-03-16,Closed,29473.41
777,1834,Identity Theft,AI Alert,2020-11-29,Resolved,5129.19
778,1838,Phishing,Manual Review,2019-12-13,Resolved,10503.16
779,1839,Account Takeover,Customer Complaint,2023-01-24,Resolved,3712.44
780,10030,Account Takeover,Customer Complaint,2019-05-16,Resolved,6972.5
781,1844,Smishing,AI Alert,2020-03-28,Resolved,18696.55
782,10037,Chargeback Fraud,Customer Complaint,2020-01-23,Investigating,8731.45
783,12122,Card Cloning,AI Alert,2022-08-14,Investigating,2352.57
784,1845,Vishing,AI Alert,2023-01-04,Resolved,23193.06
785,1851,Vishing,Manual Review,2025-06-23,Resolved,6773.9
786,1855,Vishing,Manual Review,2019-11-07,Resolved,11408.02
787,10050,Account Takeover,AI Alert,2020-06-16,Investigating,4899.67
788,10051,Account Takeover,Manual Review,2024-03-18,Investigating,20095.39
789,1859,Account Takeover,Customer Complaint,2019-10-01,Resolved,17256.58
790,10053,Identity Theft,Customer Complaint,2025-07-01,Closed,5163.59
791,10054,Identity Theft,Manual Review,2021-02-17,Resolved,2860.62
792,1863,Card Cloning,Manual Review,2023-10-22,Investigating,17626.6
793,10056,Phishing,AI Alert,2020-07-06,Investigating,6975.98
794,10063,Identity Theft,AI Alert,2020-03-21,Resolved,3431.85
795,1872,Account Takeover,Manual Review,2024-08-27,Closed,16709.09
796,10070,Smishing,Customer Complaint,2024-03-06,Closed,2416.06
797,10072,Account Takeover,Manual Review,2024-07-03,Resolved,22625.69
798,10075,Smishing,Manual Review,2022-01-19,Closed,26756.65
799,1884,Phishing,Customer Complaint,2020-01-30,Investigating,12103.01
800,10079,Account Takeover,Customer Complaint,2024-03-24,Investigating,9567.97
801,10085,Chargeback Fraud,Customer Complaint,2024-10-18,Resolved,20292.72
802,10087,Identity Theft,Customer Complaint,2021-06-10,Investigating,3317.17
803,10092,Identity Theft,Customer Complaint,2019-01-02,Resolved,2311.38
