transaction_id,account_id,transaction_date,transaction_type,amount,channel,is_fraud
2418,1133,2019-08-22 11:17:39,Debit,6605.29,Branch,0
2419,870,2018-05-22 21:46:14,POS,4249.46,Online,0
2420,3215,2019-02-08 00:00:00,ATM Withdrawal,6192.17,ATM,0
2421,6147,2018-01-29 00:00:00,POS,5182.5,UPI,1
2422,3531,2024-11-25 22:10:23,Online Transfer,7120.75,Online,1
2423,4408,2024-02-08 23:51:20,Debit,8457.37,POS,0
2424,4723,2022-10-02 00:00:00,Credit,1912.67,Branch,0
2425,1761,2021-08-22 09:56:16,UPI,6275.69,ATM,0
2426,850,2020-10-24 00:00:00,Online Transfer,8739.87,UPI,0
2427,5224,2022-07-26 00:00:00,UPI,1416.18,ATM,0
2428,794,2025-10-14 12:02:00,Online Transfer,180.55,Online,0
2429,6520,2021-01-06 00:00:00,ATM Withdrawal,1392.75,POS,0
2430,4030,2022-02-25 00:00:00,ATM Withdrawal,13876.14,UPI,0
2431,5846,2020-10-11 00:12:34,POS,4735.14,ATM,1
2432,5863,2021-09-29 00:00:00,ATM Withdrawal,1038.39,UPI,0
2433,5441,2024-12-12 18:57:37,POS,5986.86,Branch,0
2434,5555,2020-12-26 00:00:00,Credit,9023.93,UPI,0
2435,5681,2025-10-28 00:00:00,Credit,1068.66,UPI,0
2436,4485,2023-12-24 12:00:07,Debit,14593.95,ATM,0
2437,1797,2025-02-21 04:16:16,POS,12060.97,UPI,1
2438,3966,2019-02-25 12:19:16,ATM Withdrawal,4451.58,Online,0
2439,2308,2018-12-02 00:00:00,Credit,2238.81,POS,0
2440,4029,2018-08-13 16:39:34,ATM Withdrawal,5001.2,ATM,0
2441,3487,2019-04-17 12:18:45,ATM Withdrawal,7885.35,POS,0
2442,2821,2024-01-11 18:27:11,UPI,13439.51,UPI,0
2443,5324,2019-07-16 03:16:44,Credit,7.01,UPI,0
2444,1192,2024-03-15 00:00:00,Debit,1147.11,UPI,1
2445,1554,2021-04-05 18:21:44,Credit,1933.13,UPI,1
2446,5123,2021-06-03 04:17:23,Credit,549.06,Branch,0
2447,3684,2018-10-17 06:35:26,ATM Withdrawal,7848.18,Branch,1
2448,6329,2018-04-16 20:57:53,UPI,10256.88,ATM,0
2449,1018,2021-11-22 07:26:53,ATM Withdrawal,4786.42,Online,0
2450,1816,2024-08-18 11:48:09,Debit,9504.51,Branch,0
2451,2043,2019-03-19 10:39:38,UPI,3107.75,POS,1
2452,2212,2018-09-16 11:09:48,ATM Withdrawal,4029.01,Branch,0
2453,7,2023-10-05 08:11:10,ATM Withdrawal,624.79,UPI,0
2454,3052,2020-11-03 00:00:00,Online Transfer,5146.26,POS,0
2455,2389,2019-02-01 00:00:00,Debit,9710.11,UPI,0
2456,6660,2025-10-22 07:26:20,Debit,7622.62,ATM,0
2457,2732,2025-02-01 12:03:57,UPI,8680.48,POS,0
2458,4376,2022-04-02 18:19:35,ATM Withdrawal,8452.32,Online,0
2459,2578,2018-12-09 20:22:28,Credit,6935.57,ATM,0
2460,6465,2021-05-09 00:00:00,Credit,50.74,ATM,0
2461,2238,2022-06-28 22:58:56,POS,7627.9,Online,0
2462,6681,2018-04-30 00:00:00,UPI,1595.13,Branch,0
2463,4934,2018-01-25 15:46:11,Online Transfer,2344.86,Online,0
2464,2564,2022-02-11 15:49:00,Online Transfer,16483.73,UPI,0
2465,6651,2018-03-18 05:24:32,UPI,8713.94,ATM,0
2466,2913,2019-02-16 05:24:02,Debit,1736.76,Online,0
2467,1912,2025-09-11 01:38:22,Online Transfer,8891.25,UPI,1
2468,1574,2018-04-03 19:52:55,ATM Withdrawal,1658.01,POS,0
2469,3607,2024-03-12 00:00:00,UPI,2810.54,ATM,0
2470,2071,2024-12-24 10:37:00,UPI,9488.31,ATM,0
2471,4672,2019-04-30 22:10:26,POS,931.63,Branch,0
2472,6195,2020-06-05 00:00:00,Credit,3034.8,POS,0
2473,5224,2023-02-13 00:00:00,ATM Withdrawal,1378.94,Online,0
2474,3802,2025-08-19 06:02:32,Credit,8281.48,Online,0
2475,4257,2024-07-16 06:54:51,Debit,8968.55,Online,0
2476,1272,2024-11-09 00:00:00,ATM Withdrawal,738.71,UPI,0
2477,4839,2022-08-11 15:16:58,Credit,4691.33,POS,0
2478,3149,2024-02-28 05:43:35,Debit,5049.58,ATM,0
2479,3523,2022-11-13 01:39:23,UPI,2241.59,UPI,0
2480,6660,2019-07-26 15:48:32,Online Transfer,6286.75,UPI,0
2481,1272,2018-01-02 00:00:00,UPI,1669.35,Branch,0
2482,2328,2021-08-03 11:24:55,Online Transfer,5962.88,Online,0
2483,1331,2024-08-16 11:12:33,Credit,3396.3,UPI,0
2484,1723,2022-05-03 17:45:18,Credit,3795.51,Branch,0
2485,2216,2018-12-02 21:02:57,Online Transfer,4651.04,Branch,0
2486,1554,2024-06-01 16:11:00,POS,1397.13,UPI,0
2487,1068,2018-11-02 00:00:00,Debit,3249.16,ATM,0
2488,5681,2024-09-29 00:00:00,Credit,5232.63,Online,0
2489,264,2022-09-24 09:21:10,Credit,2955.85,UPI,1
2490,2820,2023-10-23 22:52:45,Credit,3091.86,ATM,1
2491,1374,2022-08-29 10:46:24,POS,425.25,UPI,0
2492,5974,2021-02-03 00:00:00,ATM Withdrawal,5037.27,POS,0
2493,2453,2023-07-16 12:12:32,Debit,644.5,UPI,0
2494,2872,2023-01-27 20:14:56,Debit,123.63,UPI,1
2495,4404,2021-03-11 13:48:26,Online Transfer,8125.17,POS,0
2496,408,2024-07-04 15:03:31,POS,4128.75,Branch,0
2497,2275,2018-12-19 21:05:41,POS,31.38,POS,0
2498,6442,2019-06-25 12:01:15,Online Transfer,6496.67,Branch,0
2499,6810,2022-03-15 00:00:00,UPI,8229.79,POS,0
2500,5199,2021-02-25 00:00:00,POS,3964.28,Online,1
2501,4121,2019-12-07 00:10:25,POS,10110.18,ATM,1
2502,5406,2018-06-17 11:06:27,Debit,1246.74,Online,0
2503,362,2019-02-14 05:14:30,ATM Withdrawal,3159.61,UPI,0
2504,2215,2018-09-08 00:00:00,ATM Withdrawal,5165.54,UPI,1
2505,4439,2020-03-26 00:00:00,UPI,3625.79,Online,0
2506,486,2023-09-07 00:00:00,Debit,56.29,UPI,1
2507,3071,2019-12-10 00:00:00,Credit,13839.04,POS,0
2508,1247,2021-11-30 21:58:33,Debit,910.16,ATM,0
2509,3825,2019-04-14 15:31:05,Debit,13484.68,ATM,0
2510,605,2020-09-04 23:21:39,ATM Withdrawal,3598.57,Branch,0
2511,3084,2020-05-24 00:00:00,ATM Withdrawal,20892.13,Branch,0
2512,3246,2021-04-21 04:30:37,POS,5617.05,Online,0
2513,3659,2023-08-20 00:00:00,Online Transfer,9743.62,Branch,1
2514,2685,2023-04-17 04:43:17,Credit,8376.35,POS,0
2515,1738,2022-07-31 17:51:00,POS,6399.91,UPI,0
2516,4657,2023-01-07 20:25:18,Credit,4735.42,Online,0
2517,1363,2019-05-17 13:53:25,UPI,7180.12,UPI,1
2518,1651,2019-05-13 10:36:53,UPI,6905.95,POS,0
2519,6571,2018-11-15 04:43:43,Credit,26.33,Online,0
2520,5018,2025-09-13 03:18:44,Debit,3364.32,UPI,0
2521,1300,2019-02-08 07:08:26,ATM Withdrawal,1237.41,POS,0
2522,3935,2025-03-10 16:37:30,UPI,3034.26,POS,0
2523,6323,2022-09-10 00:00:00,POS,161.04,Branch,0
2524,1085,2023-11-05 00:00:00,ATM Withdrawal,4134.64,ATM,0
2525,2108,2018-10-01 15:04:00,Online Transfer,115.7,ATM,0
2526,5678,2020-06-10 22:16:03,ATM Withdrawal,5133.1,UPI,1
2527,5630,2023-07-24 05:44:04,Online Transfer,10251.68,Branch,1
2528,6914,2022-11-21 15:25:15,UPI,8288.39,Branch,0
2529,5176,2018-06-22 21:00:57,POS,11513.77,Online,0
2530,4497,2023-11-12 00:30:20,Credit,848.9,Online,0
2531,3296,2025-03-05 00:00:00,ATM Withdrawal,1786.55,ATM,0
2532,3248,2021-01-18 00:00:00,Online Transfer,568.61,UPI,0
2533,2132,2020-10-22 02:34:13,Debit,6731.02,UPI,0
2534,6064,2025-03-23 06:45:00,POS,13469.9,ATM,0
2535,3427,2023-08-29 01:46:33,Debit,5342.32,Branch,0
2536,3881,2022-11-25 00:00:00,ATM Withdrawal,2986.44,ATM,0
2537,5851,2021-07-18 00:00:00,UPI,5409.1,Branch,0
2538,4939,2018-04-27 10:43:28,Online Transfer,8594.71,Branch,0
2539,4559,2021-01-10 09:29:45,Debit,1097.18,Branch,1
2540,3431,2020-10-08 14:48:00,Credit,8228.68,POS,0
2541,3356,2018-04-09 23:07:28,Debit,12907.57,UPI,0
2542,4475,2018-10-16 00:00:00,ATM Withdrawal,1013.95,Branch,0
2543,6688,2023-04-01 10:17:00,POS,2938.21,Branch,0
2544,5942,2023-01-05 06:21:48,Credit,1880.68,Online,0
2545,4981,2022-10-18 00:00:00,UPI,5602.83,Branch,0
2546,4427,2021-10-18 01:21:03,Debit,5526.33,POS,0
2547,4973,2020-02-12 10:43:02,ATM Withdrawal,3601.74,Branch,0
2548,2027,2021-04-22 10:32:45,Debit,7007.64,POS,0
2549,88,2023-06-05 20:49:49,UPI,3647.85,ATM,0
2550,4420,2025-05-15 06:38:10,Online Transfer,4441.39,UPI,0
2551,3873,2020-04-21 21:45:56,Online Transfer,3345.04,POS,0
2552,2945,2018-02-14 13:02:00,Credit,8755.08,Online,0
2553,2644,2025-09-30 00:00:00,Credit,796.73,Branch,0
2554,2975,2021-09-16 21:07:00,Online Transfer,1747.17,Branch,0
2555,2583,2020-06-30 03:18:59,UPI,132.71,POS,1
2556,841,2019-09-03 08:50:23,Debit,5693.82,ATM,0
2557,4665,2023-10-11 18:57:20,ATM Withdrawal,14089.71,ATM,0
2558,3949,2020-01-11 05:37:40,ATM Withdrawal,5839.8,ATM,0
2559,1485,2023-11-18 04:02:51,UPI,9866.72,ATM,0
2560,3398,2025-03-17 16:31:58,UPI,7096.49,UPI,0
2561,3693,2019-07-05 12:34:01,Debit,3599.85,UPI,0
2562,5337,2019-12-21 00:00:00,ATM Withdrawal,12274.58,Branch,0
2563,2023,2021-12-11 12:17:00,ATM Withdrawal,823.24,UPI,0
2564,696,2020-06-08 00:00:00,Online Transfer,5506.25,Branch,0
2565,4858,2025-05-08 00:00:00,POS,4074.79,UPI,0
2566,2159,2023-12-17 19:22:42,UPI,5102.73,POS,0
2567,2046,2023-05-16 15:44:24,POS,4607.13,Branch,0
2568,5097,2024-12-08 09:30:46,POS,7450.66,Online,0
2569,2640,2019-11-01 02:06:24,POS,16.55,UPI,0
2570,3655,2018-03-30 00:00:00,ATM Withdrawal,10161.74,UPI,1
2571,212,2019-03-23 04:12:28,UPI,3919.97,Branch,0
2572,2902,2024-08-21 23:58:17,POS,1529.94,Online,0
2573,453,2022-08-27 07:26:56,ATM Withdrawal,2305.14,UPI,0
2574,6013,2021-11-04 15:37:16,Credit,1824.27,Branch,0
2575,2057,2025-05-08 11:25:13,Debit,1160.1,Online,0
2576,5571,2020-11-02 00:00:00,POS,1939.63,ATM,1
2577,5899,2025-01-01 14:35:49,POS,1809.38,UPI,0
2578,5801,2022-06-30 00:19:00,Debit,7220.52,UPI,0
2579,3453,2025-10-13 00:00:00,Credit,1575.85,POS,1
2580,2097,2021-05-20 06:15:04,POS,10290.85,POS,0
2581,3436,2020-07-20 00:00:00,UPI,7114.66,Online,0
2582,3890,2021-03-31 23:29:00,POS,6493.38,UPI,0
2583,6294,2025-07-24 00:00:00,Online Transfer,3160.32,UPI,0
2584,1910,2024-03-02 20:51:44,POS,3331.47,Online,1
2585,3670,2019-06-13 19:37:38,Credit,2826.84,ATM,0
2586,137,2018-09-23 00:00:00,ATM Withdrawal,2408.97,Branch,0
2587,2576,2021-08-02 00:00:00,Online Transfer,5848.46,Branch,0
2588,3783,2021-12-30 10:22:33,UPI,297.95,Branch,0
2589,4336,2022-08-01 05:46:00,ATM Withdrawal,527.64,Branch,0
2590,1173,2018-04-18 00:59:57,Debit,3715.86,Online,1
2591,2373,2023-04-24 19:09:50,UPI,6383.81,POS,0
2592,3323,2025-08-19 03:51:18,Debit,3181.3,Online,0
2593,6750,2025-04-08 13:22:02,Online Transfer,1118.4,ATM,1
2594,6589,2022-10-17 08:43:11,ATM Withdrawal,9869.7,POS,0
2595,1145,2019-08-16 09:10:26,Credit,1678.69,POS,0
2596,6375,2018-11-04 10:24:59,Credit,2810.46,UPI,0
2597,2172,2023-08-28 00:00:00,Debit,3489.1,Online,0
2598,4140,2024-08-23 03:44:34,POS,564.84,ATM,0
2599,6612,2023-05-28 21:18:30,ATM Withdrawal,9117.03,Online,0
2600,6144,2019-06-04 23:19:28,ATM Withdrawal,4475.93,Online,0
2601,834,2019-08-21 10:05:26,ATM Withdrawal,41.41,UPI,0
2602,5264,2021-10-18 09:22:13,POS,450.23,Online,0
2603,4536,2023-02-16 00:00:00,ATM Withdrawal,3869.62,UPI,0
2604,6073,2018-04-13 14:32:47,Debit,4781.23,Online,0
2605,1394,2020-08-24 20:19:24,Credit,7971.76,POS,0
2606,1099,2021-05-29 19:19:49,Credit,5829.69,Branch,0
2607,4369,2020-09-21 09:31:12,Credit,683.86,Online,0
2608,3806,2024-02-20 14:12:00,Online Transfer,3037.37,Online,0
2609,6628,2021-07-23 01:24:49,Debit,4554.62,ATM,0
2610,6947,2019-05-15 11:15:52,Online Transfer,10178.64,POS,0
2611,4161,2024-05-06 05:09:35,ATM Withdrawal,5508.16,ATM,0
2612,2141,2019-02-01 08:50:36,Online Transfer,1695.96,POS,0
2613,1041,2018-04-19 11:18:19,Debit,1896.57,POS,0
2614,5295,2020-11-30 04:31:11,Debit,4562.76,Branch,0
2615,1615,2024-08-31 18:09:49,Debit,8376.1,UPI,0
2616,3744,2022-04-13 11:34:03,Debit,3758.0,Branch,0
2617,588,2024-12-22 14:34:09,Debit,5216.56,Online,0
2618,4326,2025-08-02 03:03:41,Online Transfer,17127.72,Online,0
2619,2947,2021-10-23 00:00:00,POS,6145.69,Online,0
2620,6677,2020-12-05 21:38:04,Credit,3108.31,POS,0
2621,6097,2018-06-06 06:55:44,UPI,9599.06,Branch,1
2622,6195,2024-01-04 03:08:24,Online Transfer,4070.02,Branch,0
2623,3987,2020-05-24 00:00:00,UPI,8597.89,Online,1
2624,5326,2019-05-03 18:06:53,UPI,8130.92,Branch,0
2625,1378,2023-09-27 00:00:00,POS,9433.86,Branch,0
2626,4599,2021-11-10 07:22:00,ATM Withdrawal,3544.56,Branch,0
2627,4305,2020-08-13 10:58:08,Credit,9926.58,Branch,0
2628,3940,2020-02-13 20:08:35,UPI,3676.2,Branch,0
2629,4697,2022-10-15 00:00:00,Online Transfer,2172.15,Branch,0
2630,5012,2023-03-14 00:00:00,Online Transfer,3723.42,POS,1
2631,3489,2022-02-08 22:58:13,Online Transfer,1103.16,Branch,0
2632,1720,2019-08-01 21:22:31,Online Transfer,4768.58,Online,1
2633,3638,2024-01-28 11:13:05,Credit,4294.45,UPI,1
2634,1686,2023-06-09 05:43:23,Debit,3636.82,Branch,0
2635,4818,2025-10-11 00:00:00,ATM Withdrawal,8886.88,ATM,0
2636,364,2020-02-16 21:21:22,Debit,3684.96,ATM,0
2637,4774,2020-03-20 21:29:06,Online Transfer,5404.5,Online,0
2638,1582,2018-10-25 00:50:20,UPI,7537.43,POS,0
2639,481,2024-05-07 00:00:00,Debit,9380.79,POS,1
2640,4485,2023-06-18 05:12:16,Debit,7275.3,Branch,0
2641,1022,2021-02-18 00:00:00,Online Transfer,1263.56,ATM,0
2642,5933,2018-08-01 17:09:04,POS,368.77,UPI,0
2643,2086,2020-01-04 21:40:09,Online Transfer,1527.38,Branch,0
2644,3772,2020-02-27 01:13:21,POS,202.64,Branch,0
2645,5512,2020-10-31 09:09:41,POS,2228.6,UPI,0
2646,4110,2025-01-13 00:12:53,Credit,3608.55,Online,0
2647,5950,2025-09-12 16:19:46,UPI,4792.33,UPI,0
2648,5364,2019-03-23 00:00:00,Credit,1937.35,ATM,0
2649,2605,2018-04-28 05:39:00,UPI,12008.43,Branch,1
2650,773,2019-12-23 10:00:37,ATM Withdrawal,18161.77,ATM,0
2651,752,2019-06-12 10:11:24,Debit,3804.67,Branch,1
2652,4990,2022-02-25 08:10:33,Debit,4780.7,Branch,0
2653,3756,2021-01-18 04:43:21,POS,4950.01,POS,0
2654,6685,2024-06-08 09:25:13,UPI,8320.32,ATM,0
2655,1141,2022-11-27 06:11:15,Credit,681.26,ATM,0
2656,1308,2024-05-07 10:19:55,ATM Withdrawal,5511.55,ATM,0
2657,2482,2023-07-13 01:43:29,Debit,4292.25,Branch,0
2658,3992,2021-06-16 00:00:00,Credit,2028.6,ATM,0
2659,1711,2020-11-22 05:23:44,Online Transfer,3017.26,UPI,0
2660,1439,2021-01-05 13:26:53,POS,1116.58,ATM,0
2661,2625,2020-06-20 11:02:06,UPI,3414.47,Branch,0
2662,6118,2018-10-20 07:02:50,POS,5191.41,Online,0
2663,5459,2020-12-06 22:39:47,POS,3543.44,Branch,1
2664,6678,2018-01-02 19:52:05,UPI,668.87,Branch,0
2665,5876,2021-03-02 07:39:19,UPI,5763.81,UPI,1
2666,603,2021-05-08 04:21:53,Online Transfer,1778.41,ATM,0
2667,3673,2022-11-06 22:18:16,Debit,6869.23,ATM,0
2668,5587,2023-12-05 00:00:00,Credit,2395.04,POS,0
2669,1671,2019-08-16 00:00:00,ATM Withdrawal,6979.28,Branch,0
2670,222,2024-10-17 00:00:00,POS,6411.5,Online,0
2671,4100,2025-10-02 18:45:22,UPI,2229.62,Online,0
2672,6350,2024-02-21 10:13:53,POS,6843.39,Online,0
2673,6584,2021-03-18 13:10:35,UPI,8826.39,POS,0
2674,5895,2018-10-15 08:53:58,UPI,3326.0,UPI,0
2675,5029,2022-02-07 16:28:00,Debit,5962.18,POS,0
2676,3238,2019-03-27 00:00:00,ATM Withdrawal,9721.88,UPI,0
2677,4212,2020-11-16 00:00:00,UPI,4182.9,Online,0
2678,2657,2025-06-24 12:09:57,ATM Withdrawal,607.11,UPI,0
2679,3759,2018-06-04 00:00:00,Debit,6125.62,Online,0
2680,1878,2022-05-01 00:00:00,Online Transfer,1785.2,ATM,0
2681,1531,2021-04-05 21:48:52,Online Transfer,4362.8,UPI,0
2682,2310,2021-12-12 23:20:19,UPI,256.81,ATM,0
2683,480,2018-04-26 17:53:17,Credit,2239.5,Online,0
2684,2714,2025-03-14 03:13:04,Online Transfer,5618.59,ATM,1
2685,4189,2018-10-06 13:15:18,UPI,1578.46,POS,1
2686,6462,2025-04-26 06:30:00,ATM Withdrawal,3758.94,Branch,0
2687,1080,2024-08-28 00:00:00,UPI,1098.96,UPI,1
2688,5916,2019-11-05 00:00:00,UPI,4768.16,ATM,0
2689,3075,2018-02-15 08:38:45,Credit,2047.34,ATM,1
2690,773,2021-03-23 13:54:38,ATM Withdrawal,3941.11,ATM,0
2691,5211,2024-07-03 02:40:55,ATM Withdrawal,4631.76,ATM,0
2692,2917,2022-03-20 00:38:37,ATM Withdrawal,5447.16,POS,0
2693,3309,2020-10-27 05:17:11,UPI,6776.37,POS,1
2694,3167,2020-01-05 09:13:21,UPI,7126.58,UPI,0
2695,4622,2023-11-25 00:00:00,UPI,3241.36,ATM,0
2696,1128,2021-09-27 18:21:03,Credit,5989.34,UPI,0
2697,2230,2020-07-18 11:40:28,Online Transfer,1197.0,ATM,0
2698,6913,2020-11-19 15:00:49,ATM Withdrawal,6376.11,UPI,1
2699,5936,2019-02-17 02:37:43,Online Transfer,10088.42,Online,0
2700,4251,2022-09-07 11:58:26,POS,8898.29,Branch,0
2701,1637,2018-08-27 07:05:42,Debit,5907.66,UPI,0
2702,215,2020-07-20 00:00:00,Credit,6943.41,POS,1
2703,1036,2021-06-10 00:00:00,ATM Withdrawal,3542.98,UPI,0
2704,4906,2023-10-14 21:02:51,Credit,4038.9,Online,0
2705,227,2018-11-07 11:54:06,ATM Withdrawal,8568.19,Online,1
2706,6582,2023-02-19 19:57:30,UPI,15113.75,POS,0
2707,5815,2022-08-28 00:00:00,ATM Withdrawal,9091.23,UPI,1
2708,3457,2020-01-24 00:59:11,Debit,1207.09,ATM,0
2709,5172,2023-12-03 15:48:00,Credit,2940.85,ATM,0
2710,5428,2018-01-02 14:05:08,POS,17716.54,ATM,1
2711,1771,2020-05-30 01:09:40,UPI,5803.94,Online,0
2712,6910,2018-06-06 11:15:59,Credit,11164.64,POS,0
2713,816,2018-09-21 12:25:40,Debit,2999.13,Branch,1
2714,5313,2023-11-16 00:00:00,POS,7792.15,Online,1
2715,6235,2020-11-19 10:08:47,ATM Withdrawal,10566.1,Branch,1
2716,3525,2023-01-15 00:00:00,POS,8734.95,UPI,0
2717,3557,2024-12-29 04:05:00,UPI,6738.8,Branch,0
2718,1038,2025-07-27 00:00:00,Debit,2228.16,POS,0
2719,4116,2020-11-19 00:00:00,Online Transfer,5294.4,ATM,0
2720,2995,2022-11-19 22:49:07,POS,6518.92,Branch,1
2721,1908,2022-05-01 10:30:46,ATM Withdrawal,3620.86,POS,0
2722,3524,2024-07-15 00:28:44,Credit,2687.6,Branch,0
2723,5326,2020-06-24 05:57:26,ATM Withdrawal,6172.42,Online,0
2724,867,2022-06-30 20:20:33,Online Transfer,326.6,POS,0
2725,5742,2022-11-25 05:10:00,Online Transfer,7808.61,UPI,0
2726,6642,2021-03-28 23:59:53,Debit,5957.45,UPI,0
2727,3479,2025-09-12 09:12:04,Debit,2905.9,Branch,0
2728,2370,2018-01-10 12:53:26,POS,1552.12,UPI,0
2729,3207,2020-05-21 00:00:00,UPI,623.18,ATM,0
2730,6818,2018-12-03 20:39:48,Debit,8586.03,ATM,0
2731,2253,2021-12-26 00:00:00,Credit,8546.15,Branch,0
2732,6029,2018-11-12 10:29:54,ATM Withdrawal,10866.29,UPI,1
2733,5957,2018-03-26 18:27:55,UPI,7.36,Branch,0
2734,1622,2023-01-28 07:52:21,UPI,7141.31,Branch,0
2735,6736,2024-07-30 20:18:09,Online Transfer,544.87,Online,0
2736,3442,2024-12-02 18:04:42,ATM Withdrawal,7624.74,UPI,0
2737,543,2018-05-31 02:01:28,Credit,5264.94,Online,0
2738,4540,2019-10-20 08:55:22,POS,7081.16,Branch,0
2739,2339,2024-04-04 02:01:00,ATM Withdrawal,7390.4,Online,0
2740,193,2018-09-17 07:36:49,Debit,7969.93,UPI,0
2741,6519,2021-06-25 02:02:11,Online Transfer,3074.12,Branch,1
2742,6555,2021-06-18 20:48:40,POS,3956.8,UPI,0
2743,3297,2023-09-19 00:00:00,UPI,2943.04,ATM,0
2744,3465,2023-06-16 00:00:00,Online Transfer,3177.6,Online,0
2745,5739,2021-12-04 00:00:00,ATM Withdrawal,5137.83,POS,0
2746,4684,2021-10-31 09:02:31,Debit,7176.19,POS,0
2747,68,2022-07-26 22:10:19,Credit,592.0,ATM,0
2748,5739,2024-04-17 13:58:19,POS,1537.27,ATM,0
2749,680,2020-01-15 19:03:43,Debit,5639.63,ATM,0
2750,5605,2025-01-05 03:25:39,Debit,5825.42,POS,1
2751,3613,2021-07-25 09:04:42,Online Transfer,837.13,POS,0
2752,5968,2021-08-12 00:00:00,ATM Withdrawal,6641.0,Branch,0
2753,1604,2022-08-14 07:59:51,UPI,10672.26,ATM,0
2754,6888,2020-05-22 11:43:59,Credit,4292.29,POS,0
2755,2592,2025-10-30 10:42:38,UPI,4620.32,Branch,0
2756,4618,2021-12-16 13:58:04,ATM Withdrawal,117.13,POS,0
2757,112,2019-09-01 00:00:00,ATM Withdrawal,570.63,Branch,0
2758,1338,2022-10-25 03:22:51,ATM Withdrawal,11655.6,Branch,0
2759,4713,2024-01-04 00:00:00,UPI,746.99,UPI,0
2760,857,2021-09-15 03:33:00,Credit,7199.23,Branch,0
2761,723,2021-04-25 00:00:00,Online Transfer,3010.39,Online,1
2762,6685,2025-06-28 08:52:54,Online Transfer,6314.64,POS,0
2763,5384,2023-03-22 00:00:00,POS,938.5,Branch,0
2764,1469,2019-07-13 00:00:00,Online Transfer,6287.32,Branch,0
2765,4042,2018-08-27 11:23:36,Online Transfer,4916.44,POS,0
2766,3128,2019-07-14 00:00:00,ATM Withdrawal,2090.65,Branch,0
2767,6171,2025-01-02 00:10:40,Debit,1174.95,UPI,0
2768,5071,2021-04-27 07:52:44,Online Transfer,8337.97,ATM,1
2769,1923,2020-01-17 08:47:00,Credit,3357.69,Branch,0
2770,3507,2021-09-10 00:00:00,Debit,508.47,POS,0
2771,6529,2021-02-07 09:26:35,ATM Withdrawal,2868.41,UPI,0
2772,5206,2022-09-19 20:44:38,Debit,204.88,Branch,0
2773,4805,2019-06-25 17:07:11,ATM Withdrawal,2895.67,UPI,1
2774,1163,2019-11-05 12:12:38,Credit,1218.93,POS,0
2775,3654,2022-11-08 00:00:00,POS,6496.38,POS,0
2776,1408,2023-11-26 20:32:43,Online Transfer,10096.86,Online,0
2777,6789,2021-04-07 05:04:24,Online Transfer,6266.33,UPI,0
2778,3727,2025-03-30 00:00:00,ATM Withdrawal,742.2,Online,0
2779,159,2025-03-15 12:03:14,Online Transfer,2656.03,Branch,0
2780,2534,2023-07-19 20:43:01,Debit,5195.8,Online,0
2781,2962,2018-01-21 04:36:51,ATM Withdrawal,13901.21,ATM,0
2782,2081,2022-01-09 19:08:49,Credit,1414.43,Online,0
2783,5632,2023-03-10 19:11:21,Credit,11629.7,Branch,0
2784,4637,2021-11-08 15:01:57,POS,4403.83,UPI,1
2785,1574,2022-09-19 00:00:00,ATM Withdrawal,4150.99,Online,1
2786,5038,2019-08-18 06:19:00,ATM Withdrawal,1875.33,ATM,0
2787,4929,2023-04-20 16:53:06,Credit,16662.85,UPI,1
2788,4288,2022-12-01 08:08:28,POS,15630.11,Online,1
2789,6106,2021-09-08 03:27:41,UPI,2884.63,POS,0
2790,2144,2022-04-09 17:44:34,ATM Withdrawal,1172.58,ATM,0
2791,1807,2022-12-01 22:05:02,UPI,754.13,Online,0
2792,6590,2018-11-16 02:07:58,ATM Withdrawal,3256.17,Online,0
2793,4833,2025-07-24 00:00:00,Online Transfer,4027.11,Online,0
2794,556,2019-03-22 05:15:31,Online Transfer,3826.16,Branch,1
2795,3679,2025-09-07 07:48:29,POS,743.95,Online,0
2796,2080,2024-01-05 01:59:52,ATM Withdrawal,7060.88,ATM,0
2797,5484,2019-05-09 00:00:00,Credit,4572.14,POS,0
2798,1579,2024-01-07 00:00:00,UPI,3912.02,Online,0
2799,2086,2020-05-31 09:02:46,POS,28.27,ATM,0
2800,3296,2019-12-31 10:34:41,UPI,11519.87,UPI,0
2801,4469,2024-09-03 17:32:24,UPI,424.19,Branch,0
2802,114,2025-02-20 02:45:35,Credit,7639.77,Online,0
2803,6520,2021-08-19 00:26:25,Credit,8036.36,Branch,0
2804,6403,2023-11-30 00:00:00,POS,9030.41,Online,1
2805,2292,2018-06-27 23:24:56,Online Transfer,1081.5,UPI,1
2806,4761,2025-03-07 22:54:11,Online Transfer,1578.76,Branch,0
2807,6492,2024-10-18 10:46:21,POS,5402.3,POS,0
2808,1406,2024-03-05 01:06:00,Debit,2736.27,ATM,0
2809,2754,2024-10-03 17:02:17,UPI,4584.85,POS,0
2810,2047,2024-08-14 14:01:39,Debit,6718.49,Branch,0
2811,1874,2018-10-26 11:01:01,Debit,82.82,POS,0
2812,5524,2023-10-22 09:03:52,Credit,6073.41,Branch,0
2813,5900,2021-02-03 16:41:45,ATM Withdrawal,6561.97,Branch,0
2814,3468,2018-04-19 00:00:00,Debit,4889.08,Branch,0
2815,2366,2018-03-03 20:13:48,POS,2925.0,Online,1
2816,3577,2024-03-15 00:00:00,POS,2721.17,UPI,0
2817,4941,2019-02-28 05:17:00,Debit,2677.5,POS,0
