account_id,customer_id,branch_id,account_type,opening_date,balance,status,account_age_days
1384,1791,9,Loan,2017-05-09,21.2,Active,3103
1385,1193,48,Credit Card,2020-10-04,112.24,Closed,1859
1386,3594,49,Loan,2019-06-15,111.55,Suspended,2336
1387,2838,166,Credit Card,2021-04-26,76.66,Active,1655
1388,975,128,Loan,2023-09-12,42.62,Closed,786
1389,1940,55,Loan,2017-05-28,22.92,Active,3084
1390,2112,112,Savings,2015-11-27,547.69,Active,3632
1391,3127,167,Current,2017-08-24,118.9,Suspended,2996
1392,3629,63,Savings,2012-08-17,182.9,Closed,4829
1393,1117,44,Savings,2022-03-27,213.41,Suspended,1320
1394,2318,41,Loan,2018-11-21,43.57,Active,2542
1395,1240,176,Credit Card,2015-02-13,176.91,Active,3919
1396,191,189,Credit Card,2025-05-24,85.06,Active,166
1397,1643,72,Credit Card,2021-05-16,23.55,Active,1635
1398,1420,93,Current,2023-05-11,34.99,Suspended,910
1399,94,173,Loan,2015-11-06,51.87,Suspended,3653
1400,565,186,Current,2018-04-11,141.7,Suspended,2766
1401,225,52,Savings,2015-12-16,24.27,Suspended,3613
1402,2964,159,Current,2021-07-31,62.04,Active,1559
1403,588,170,Loan,2024-08-14,558.72,Active,449
1404,150,41,Current,2025-05-23,267.31,Closed,167
1405,3673,68,Savings,2013-01-17,209.85,Closed,4676
1406,459,48,Current,2015-02-03,291.76,Active,3929
1407,2258,54,Credit Card,2013-12-18,26.9,Active,4341
1408,2996,183,Loan,2020-07-05,74.11,Active,1950
1409,1377,119,Savings,2012-06-23,79.99,Suspended,4884
1410,2534,119,Current,2019-12-29,37.66,Closed,2139
1411,478,180,Credit Card,2025-10-01,34.23,Closed,36
1412,57,130,Savings,2021-02-12,192.8,Active,1728
1413,2527,9,Current,2013-04-14,115.34,Closed,4589
1414,184,138,Loan,2020-03-30,310.09,Suspended,2047
1415,2660,125,Credit Card,2012-07-05,59.22,Closed,4872
1416,1724,122,Savings,2023-09-26,222.46,Active,772
1417,1404,61,Current,2019-01-04,184.89,Closed,2498
1418,2878,160,Current,2025-07-02,50.61,Suspended,127
1419,612,156,Savings,2016-03-20,131.42,Suspended,3518
1420,2590,198,Loan,2013-04-08,26.22,Closed,4595
1421,3892,120,Loan,2015-08-01,173.35,Active,3750
1422,3809,175,Loan,2024-09-22,171.65,Closed,410
1423,1428,71,Current,2013-11-02,199.95,Suspended,4387
1424,3227,3,Loan,2013-09-22,9.51,Closed,4428
1425,3434,110,Credit Card,2021-12-22,58.53,Active,1415
1426,1944,178,Current,2014-11-05,120.14,Active,4019
1427,3685,120,Loan,2015-07-08,63.41,Suspended,3774
1428,3125,50,Credit Card,2019-03-07,85.66,Suspended,2436
1429,3530,179,Savings,2014-06-27,135.5,Active,4150
1430,2524,164,Savings,2015-04-25,51.07,Active,3848
1431,244,47,Credit Card,2025-05-19,41.64,Active,171
1432,881,65,Credit Card,2017-02-12,109.54,Suspended,3189
1433,2942,85,Credit Card,2017-04-09,159.2,Suspended,3133
1434,3130,174,Credit Card,2012-05-20,174.96,Active,4918
1435,3928,179,Savings,2022-12-17,62.95,Suspended,1055
1436,1357,57,Savings,2017-02-04,36.12,Closed,3197
1437,1563,158,Current,2023-06-29,25.88,Closed,861
1438,22,200,Savings,2012-12-25,42.94,Active,4699
1439,266,144,Loan,2012-02-19,172.49,Closed,5009
1440,2069,9,Savings,2025-09-14,149.66,Active,53
1441,119,105,Loan,2022-09-16,222.97,Closed,1147
1442,3383,21,Savings,2024-01-20,156.53,Active,656
1443,884,46,Savings,2013-01-03,73.8,Closed,4690
1444,1479,67,Current,2018-01-23,167.59,Suspended,2844
1445,2108,42,Loan,2022-08-28,116.27,Suspended,1166
1446,2335,93,Savings,2012-04-05,131.77,Closed,4963
1447,2463,42,Savings,2017-07-27,43.84,Suspended,3024
1448,1889,137,Current,2015-09-08,142.83,Active,3712
1449,1310,10,Credit Card,2016-09-09,20.11,Closed,3345
1450,2717,136,Current,2019-04-20,125.15,Closed,2392
1451,3427,59,Current,2023-11-14,165.23,Closed,723
1452,3247,190,Loan,2021-01-02,78.52,Active,1769
1453,1496,9,Credit Card,2016-12-14,153.86,Closed,3249
1454,72,156,Loan,2013-08-01,61.43,Active,4480
1455,1501,62,Credit Card,2021-10-29,58.58,Active,1469
1456,1044,80,Current,2025-03-04,53.46,Closed,247
1457,3127,86,Savings,2023-11-28,68.06,Active,709
1458,2351,188,Current,2023-11-11,50.18,Suspended,726
1459,3753,191,Current,2012-08-07,250.02,Closed,4839
1460,3034,159,Current,2013-10-26,16.01,Active,4394
1461,639,51,Credit Card,2019-02-04,101.62,Closed,2467
1462,1584,56,Loan,2022-05-09,105.03,Closed,1277
1463,3809,196,Credit Card,2025-03-25,172.65,Suspended,226
1464,997,194,Loan,2020-08-02,211.04,Active,1922
1465,888,82,Current,2022-02-20,212.46,Suspended,1355
1466,2385,183,Current,2023-02-01,66.29,Active,1009
1467,2298,100,Savings,2025-07-29,261.07,Closed,100
1468,889,85,Current,2020-02-10,36.64,Closed,2096
1469,1801,27,Current,2016-07-15,49.44,Closed,3401
1470,1907,41,Loan,2012-03-19,88.34,Suspended,4980
1471,2687,38,Current,2024-12-18,68.31,Suspended,323
1472,817,146,Credit Card,2013-12-05,83.45,Suspended,4354
1473,1670,153,Loan,2021-07-15,56.48,Closed,1575
1474,1221,142,Savings,2017-02-10,107.98,Active,3191
1475,738,101,Loan,2017-05-15,324.86,Closed,3097
1476,3258,90,Current,2015-08-20,75.14,Active,3731
1477,3448,3,Loan,2019-12-07,77.18,Closed,2161
1478,2250,168,Savings,2024-03-22,74.17,Suspended,594
1479,3873,54,Savings,2012-07-04,258.26,Suspended,4873
1480,1778,106,Loan,2017-11-15,89.35,Closed,2913
1481,3342,37,Current,2015-12-20,789.73,Active,3609
1482,4049,179,Loan,2017-05-23,152.49,Closed,3089
1483,3735,28,Savings,2019-09-19,46.28,Active,2240
1484,2703,175,Loan,2020-11-23,5.26,Suspended,1809
1485,3513,190,Current,2015-08-05,53.08,Active,3746
1486,1573,3,Current,2013-12-28,194.33,Active,4331
1487,1766,198,Savings,2019-10-22,703.64,Active,2207
1488,636,109,Current,2020-01-12,35.69,Suspended,2125
1489,858,83,Credit Card,2015-01-08,135.85,Suspended,3955
1490,379,11,Current,2024-02-04,33.26,Active,641
1491,370,23,Loan,2017-02-19,19.68,Active,3182
1492,921,131,Credit Card,2016-11-17,315.49,Active,3276
1493,225,90,Savings,2019-09-18,166.4,Suspended,2241
1494,3326,155,Savings,2015-10-07,41.77,Closed,3683
1495,553,172,Current,2023-08-10,9.39,Active,819
1496,137,56,Savings,2018-10-24,160.52,Closed,2570
1497,2030,47,Savings,2019-04-26,8.67,Closed,2386
1498,557,94,Loan,2012-12-30,39.83,Active,4694
1499,2682,126,Credit Card,2019-02-20,14.34,Active,2451
1500,267,92,Loan,2023-03-11,24.0,Suspended,971
1501,463,95,Current,2023-12-03,47.31,Suspended,704
1502,3198,45,Loan,2021-05-11,99.18,Closed,1640
1503,1229,42,Loan,2015-06-27,340.44,Closed,3785
1504,1949,24,Savings,2022-12-28,172.23,Active,1044
1505,3046,3,Credit Card,2020-06-11,76.2,Active,1974
1506,236,175,Loan,2024-07-02,201.13,Closed,492
1507,2897,129,Current,2014-11-09,5.48,Closed,4015
1508,1209,111,Savings,2019-06-25,72.73,Closed,2326
1509,2078,110,Credit Card,2021-06-17,183.63,Active,1603
1510,2689,80,Credit Card,2025-07-15,74.54,Closed,114
1511,99,166,Credit Card,2016-10-11,43.31,Suspended,3313
1512,952,70,Credit Card,2023-12-22,22.88,Suspended,685
1513,3300,22,Savings,2023-07-04,15.77,Closed,856
1514,1389,110,Current,2023-06-27,97.04,Closed,863
1515,1291,185,Credit Card,2015-07-09,220.2,Suspended,3773
1516,3348,9,Loan,2016-02-13,54.43,Active,3554
1517,1681,66,Current,2017-02-02,96.81,Active,3199
1518,3973,87,Current,2015-03-16,14.42,Active,3888
1519,4040,165,Savings,2013-12-24,25.08,Active,4335
1520,1115,199,Savings,2020-04-21,93.32,Active,2025
1521,1009,136,Savings,2014-04-07,21.33,Closed,4231
1522,2826,62,Savings,2016-02-25,161.79,Closed,3542
1523,104,173,Savings,2019-09-25,42.75,Closed,2234
1524,158,200,Loan,2023-02-15,303.46,Active,995
1525,2459,1,Credit Card,2014-01-20,33.91,Suspended,4308
1526,1801,163,Credit Card,2023-04-06,74.03,Closed,945
1527,905,103,Savings,2017-07-08,24.2,Suspended,3043
1528,1647,53,Savings,2013-06-29,102.65,Closed,4513
1529,3076,117,Credit Card,2020-08-23,38.18,Active,1901
1530,1209,90,Savings,2020-01-14,201.4,Closed,2123
1531,3944,152,Credit Card,2017-10-17,118.21,Closed,2942
1532,2407,156,Loan,2012-02-25,268.73,Closed,5003
1533,931,125,Loan,2021-02-12,134.2,Closed,1728
1534,3334,85,Savings,2015-01-14,69.64,Closed,3949
1535,3053,175,Savings,2022-07-07,91.71,Closed,1218
1536,3714,68,Current,2020-08-21,238.2,Active,1903
1537,990,127,Credit Card,2021-05-06,16.62,Closed,1645
1538,2781,195,Current,2014-12-07,318.85,Active,3987
1539,2855,133,Loan,2021-12-22,22.81,Suspended,1415
1540,1613,159,Savings,2015-11-25,172.22,Suspended,3634
1541,2084,145,Current,2023-09-17,100.02,Active,781
1542,1945,120,Loan,2013-11-21,577.22,Suspended,4368
1543,2804,37,Current,2016-08-11,60.07,Closed,3374
1544,2053,34,Savings,2021-03-20,103.26,Active,1692
1545,808,164,Credit Card,2023-04-20,344.99,Active,931
1546,3572,112,Savings,2021-05-08,158.54,Suspended,1643
1547,828,89,Credit Card,2020-07-14,231.18,Closed,1941
1548,1667,129,Current,2012-08-30,99.44,Closed,4816
1549,2243,176,Loan,2014-04-03,139.6,Active,4235
1550,3553,37,Credit Card,2012-07-23,20.61,Suspended,4854
1551,1996,78,Current,2013-12-28,15.02,Suspended,4331
1552,3977,5,Savings,2019-01-27,86.94,Closed,2475
1553,2203,112,Current,2019-09-28,72.8,Active,2231
1554,3296,99,Savings,2024-09-23,28.08,Closed,409
1555,632,121,Current,2017-04-05,38.35,Closed,3137
1556,1773,57,Credit Card,2018-06-28,33.87,Closed,2688
1557,2586,147,Credit Card,2014-05-23,9.73,Active,4185
1558,4026,81,Loan,2017-12-15,71.5,Closed,2883
1559,1431,143,Current,2014-11-30,40.79,Closed,3994
1560,2493,156,Current,2014-03-07,13.17,Closed,4262
1561,2467,129,Loan,2021-07-01,163.73,Closed,1589
1562,2205,194,Loan,2020-05-05,26.51,Closed,2011
1563,857,145,Current,2013-07-14,20.61,Suspended,4498
1564,3241,55,Loan,2013-10-17,67.71,Suspended,4403
1565,877,23,Credit Card,2016-05-05,46.1,Suspended,3472
1566,1575,81,Credit Card,2018-04-06,32.96,Closed,2771
1567,3518,70,Credit Card,2020-10-18,45.02,Active,1845
1568,2049,80,Current,2015-01-14,29.95,Suspended,3949
1569,2307,143,Loan,2024-04-17,51.59,Active,568
1570,3839,193,Loan,2022-06-08,21.75,Closed,1247
1571,732,167,Current,2022-04-26,290.54,Closed,1290
1572,1349,107,Credit Card,2022-08-02,41.0,Active,1192
1573,644,102,Savings,2025-09-05,610.89,Closed,62
1574,3558,25,Loan,2023-08-22,90.08,Closed,807
1575,1191,1,Loan,2016-09-23,436.84,Closed,3331
1576,2732,16,Loan,2020-09-13,50.25,Active,1880
1577,2469,148,Credit Card,2019-09-11,97.05,Suspended,2248
1578,2254,50,Loan,2016-06-21,63.33,Suspended,3425
1579,2377,114,Current,2014-08-04,1268.83,Active,4112
1580,2508,29,Credit Card,2019-05-17,14.18,Suspended,2365
1581,2825,184,Credit Card,2022-08-23,70.16,Suspended,1171
1582,1689,156,Savings,2014-07-18,229.68,Closed,4129
1583,3851,16,Savings,2016-11-21,10.77,Active,3272
1584,1589,106,Credit Card,2015-02-12,4.84,Closed,3920
1585,1245,99,Credit Card,2019-11-20,540.72,Active,2178
1586,1871,50,Credit Card,2018-02-26,38.25,Suspended,2810
1587,578,97,Savings,2020-06-28,72.29,Active,1957
1588,837,151,Credit Card,2014-08-09,13.47,Active,4107
1589,3107,4,Credit Card,2014-06-17,214.89,Active,4160
1590,1337,52,Current,2018-12-10,108.94,Suspended,2523
1591,2022,147,Credit Card,2020-07-26,138.35,Closed,1929
1592,2510,168,Savings,2013-09-19,152.82,Suspended,4431
1593,2724,104,Savings,2020-11-12,92.47,Active,1820
1594,43,136,Savings,2016-09-18,26.24,Suspended,3336
1595,2517,90,Savings,2024-10-16,102.73,Closed,386
1596,2252,157,Current,2019-12-25,76.08,Closed,2143
1597,46,168,Savings,2024-06-09,19.02,Closed,515
1598,963,85,Loan,2023-04-03,198.11,Closed,948
1599,1210,86,Loan,2012-12-30,263.36,Active,4694
1600,3182,66,Credit Card,2017-10-24,282.52,Active,2935
1601,3293,39,Current,2025-06-23,75.67,Suspended,136
1602,491,20,Current,2024-05-11,12.78,Closed,544
1603,3264,93,Savings,2020-03-22,15.87,Closed,2055
1604,1719,182,Savings,2022-02-28,89.03,Suspended,1347
1605,278,79,Credit Card,2012-09-17,194.62,Active,4798
1606,155,41,Current,2018-09-13,206.25,Closed,2611
1607,3889,6,Current,2023-02-24,120.01,Closed,986
1608,926,127,Current,2012-04-27,24.49,Active,4941
1609,1752,20,Savings,2021-02-06,53.64,Closed,1734
1610,2021,112,Savings,2020-05-13,53.66,Closed,2003
1611,684,196,Credit Card,2018-11-04,26.86,Active,2559
1612,3273,174,Credit Card,2012-01-14,43.25,Active,5045
1613,882,168,Current,2022-06-17,58.15,Closed,1238
1614,1099,47,Credit Card,2023-08-29,86.17,Active,800
1615,689,45,Credit Card,2014-01-05,18.27,Suspended,4323
1616,3967,187,Current,2017-02-28,109.75,Closed,3173
1617,3512,107,Credit Card,2024-07-09,43.77,Active,485
1618,2223,103,Savings,2019-01-07,22.74,Closed,2495
1619,1169,179,Credit Card,2013-08-30,52.87,Active,4451
1620,1097,169,Current,2018-11-06,45.84,Suspended,2557
1621,2777,30,Credit Card,2018-06-22,129.53,Active,2694
1622,1494,20,Loan,2023-07-13,77.28,Active,847
1623,3279,62,Credit Card,2014-11-03,183.05,Closed,4021
1624,1620,118,Current,2019-04-04,7.81,Active,2408
1625,1286,11,Credit Card,2019-09-15,51.45,Closed,2244
1626,3233,162,Current,2016-12-08,93.17,Active,3255
1627,424,166,Savings,2017-09-10,454.97,Active,2979
1628,1535,147,Credit Card,2020-08-19,90.75,Closed,1905
1629,2592,114,Loan,2019-05-14,215.49,Suspended,2368
1630,1856,134,Current,2020-01-27,75.31,Suspended,2110
1631,3046,6,Credit Card,2021-10-12,184.14,Active,1486
1632,889,14,Credit Card,2017-11-08,25.9,Active,2920
1633,890,8,Savings,2022-11-19,163.2,Active,1083
1634,2191,109,Credit Card,2023-08-06,22.3,Active,823
1635,2580,20,Savings,2023-04-21,99.65,Suspended,930
1636,556,156,Savings,2013-12-02,301.65,Suspended,4357
1637,1217,56,Current,2020-06-16,26.88,Suspended,1969
1638,878,190,Credit Card,2022-09-12,123.31,Active,1151
1639,2204,13,Loan,2021-07-23,45.46,Active,1567
1640,3652,159,Savings,2019-01-07,29.29,Suspended,2495
1641,45,165,Credit Card,2015-04-12,76.51,Suspended,3861
1642,3117,62,Loan,2022-09-24,428.82,Closed,1139
1643,3114,25,Savings,2015-12-20,247.99,Active,3609
1644,3549,64,Credit Card,2013-12-21,142.11,Closed,4338
1645,3828,125,Savings,2023-10-02,62.74,Suspended,766
1646,3426,109,Credit Card,2025-04-29,73.87,Closed,191
1647,295,112,Savings,2013-08-02,150.02,Active,4479
1648,1338,72,Savings,2020-10-28,80.1,Active,1835
1649,711,178,Savings,2014-11-25,112.17,Suspended,3999
1650,355,134,Loan,2015-04-23,36.29,Suspended,3850
1651,268,80,Savings,2023-05-31,331.14,Closed,890
1652,1286,114,Current,2016-01-15,31.24,Closed,3583
1653,1789,112,Credit Card,2014-03-23,315.36,Active,4246
1654,857,9,Credit Card,2025-06-17,267.58,Closed,142
1655,2526,123,Loan,2016-09-12,35.39,Closed,3342
1656,3604,46,Current,2020-08-23,53.09,Closed,1901
1657,3055,97,Loan,2015-08-22,116.56,Closed,3729
1658,338,180,Credit Card,2014-03-19,40.23,Active,4250
1659,2516,32,Current,2025-04-01,77.98,Active,219
1660,570,103,Credit Card,2020-04-20,166.7,Closed,2026
1661,411,182,Loan,2014-08-28,173.42,Active,4088
1662,3217,129,Current,2023-07-19,42.63,Suspended,841
1663,857,38,Credit Card,2015-03-26,28.01,Suspended,3878
1664,97,39,Credit Card,2018-03-24,201.46,Closed,2784
1665,2927,93,Credit Card,2022-03-10,117.81,Closed,1337
1666,2929,136,Loan,2018-08-25,18.92,Active,2630
1667,569,17,Current,2017-08-01,83.45,Active,3019
1668,2217,195,Loan,2015-10-09,253.88,Suspended,3681
1669,2311,140,Current,2018-11-20,70.5,Active,2543
1670,692,39,Current,2024-10-25,196.26,Active,377
1671,1405,129,Credit Card,2014-06-17,7.19,Suspended,4160
1672,3408,189,Credit Card,2014-01-03,57.78,Suspended,4325
1673,2864,157,Credit Card,2025-07-02,355.96,Closed,127
1674,611,140,Loan,2022-10-03,72.01,Suspended,1130
1675,394,137,Credit Card,2017-08-06,57.34,Active,3014
1676,2392,119,Loan,2013-02-17,41.66,Suspended,4645
1677,2499,30,Loan,2017-02-15,231.8,Suspended,3186
1678,1263,79,Current,2016-08-12,39.67,Suspended,3373
1679,2959,131,Credit Card,2024-04-14,108.72,Active,571
1680,2641,143,Current,2016-10-29,114.87,Active,3295
1681,630,188,Savings,2019-10-19,18.73,Closed,2210
1682,2381,30,Credit Card,2023-07-10,59.63,Active,850
1683,3642,56,Credit Card,2022-04-09,33.97,Suspended,1307
1684,342,161,Current,2022-08-18,167.17,Suspended,1176
1685,1242,171,Credit Card,2021-02-24,44.85,Suspended,1716
1686,955,131,Credit Card,2015-02-21,142.47,Closed,3911
1687,1467,177,Credit Card,2022-12-21,34.41,Suspended,1051
1688,3700,165,Loan,2022-06-25,48.29,Suspended,1230
1689,517,61,Loan,2013-01-21,102.43,Suspended,4672
1690,2714,181,Current,2016-05-14,222.72,Active,3463
1691,3854,181,Loan,2024-01-05,30.3,Closed,671
1692,2463,45,Credit Card,2019-07-31,88.17,Closed,2290
1693,3128,194,Loan,2019-12-23,458.72,Suspended,2145
1694,3855,7,Loan,2022-06-03,33.02,Closed,1252
1695,3315,164,Credit Card,2014-08-31,364.55,Suspended,4085
1696,1860,59,Savings,2017-11-14,86.06,Closed,2914
1697,3142,77,Savings,2021-10-13,138.49,Closed,1485
1698,3492,187,Credit Card,2024-06-18,116.46,Suspended,506
1699,3351,153,Current,2017-03-02,80.48,Active,3171
1700,2495,194,Loan,2016-04-25,38.36,Active,3482
1701,444,104,Credit Card,2019-07-01,45.55,Suspended,2320
1702,3892,59,Savings,2015-12-08,39.91,Suspended,3621
1703,1034,49,Savings,2015-04-23,203.88,Active,3850
1704,1619,123,Savings,2012-12-20,18.77,Suspended,4704
1705,2722,168,Savings,2015-07-16,41.31,Suspended,3766
1706,17,194,Loan,2018-10-29,115.46,Active,2565
1707,1175,11,Current,2015-08-30,60.6,Closed,3721
1708,422,73,Current,2023-04-19,66.19,Active,932
1709,3103,76,Loan,2013-12-02,336.96,Closed,4357
1710,3543,75,Current,2017-09-10,309.04,Closed,2979
1711,1401,83,Savings,2018-04-15,58.04,Active,2762
1712,1707,28,Savings,2025-07-19,94.92,Suspended,110
1713,2840,184,Loan,2020-10-15,53.58,Suspended,1848
1714,3986,114,Current,2020-06-18,24.97,Active,1967
1715,4059,47,Loan,2022-10-07,53.48,Active,1126
1716,3409,161,Loan,2019-08-02,118.34,Closed,2288
1717,1927,151,Credit Card,2023-10-07,112.59,Closed,761
1718,3546,23,Loan,2013-06-03,99.11,Active,4539
1719,1379,153,Loan,2014-06-07,37.42,Active,4170
1720,1111,104,Credit Card,2021-12-31,245.98,Suspended,1406
1721,2704,55,Savings,2024-01-02,17.69,Closed,674
1722,1517,186,Savings,2015-02-26,398.75,Suspended,3906
1723,2163,130,Credit Card,2023-07-11,104.19,Closed,849
1724,169,81,Current,2022-11-20,21.57,Closed,1082
1725,2911,116,Credit Card,2017-12-11,54.74,Active,2887
1726,2381,67,Savings,2020-12-14,300.44,Closed,1788
1727,3056,182,Current,2025-06-01,70.68,Suspended,158
1728,1886,98,Loan,2020-05-11,66.22,Closed,2005
1729,3866,50,Savings,2024-11-09,68.08,Closed,362
1730,3156,5,Credit Card,2016-02-26,328.95,Closed,3541
1731,441,71,Credit Card,2023-04-23,58.18,Active,928
1732,800,100,Credit Card,2020-05-19,88.04,Suspended,1997
1733,2806,100,Savings,2020-09-13,92.79,Suspended,1880
1734,1214,143,Credit Card,2020-11-06,159.73,Suspended,1826
1735,3828,146,Current,2014-02-25,99.34,Closed,4272
1736,708,40,Savings,2025-06-17,113.29,Closed,142
1737,3476,69,Loan,2021-04-30,97.9,Active,1651
1738,109,109,Credit Card,2021-07-19,25.6,Active,1571
1739,890,27,Credit Card,2015-02-08,71.91,Active,3924
1740,918,68,Credit Card,2015-07-02,221.42,Suspended,3780
1741,581,138,Credit Card,2020-04-23,351.85,Closed,2023
1742,2547,95,Current,2015-04-22,27.14,Closed,3851
1743,2535,68,Current,2021-02-20,101.2,Suspended,1720
1744,3537,53,Loan,2021-08-26,21.97,Closed,1533
1745,2554,20,Credit Card,2014-05-28,473.38,Closed,4180
1746,3904,25,Loan,2021-04-28,278.64,Closed,1653
1747,2697,120,Current,2012-10-09,36.9,Active,4776
1748,1674,133,Loan,2012-07-30,75.81,Suspended,4847
1749,424,1,Savings,2019-08-05,39.38,Suspended,2285
1750,3497,80,Current,2012-01-05,40.06,Closed,5054
1751,3408,134,Loan,2025-03-27,824.38,Closed,224
1752,174,141,Credit Card,2025-05-30,50.5,Active,160
1753,3613,171,Savings,2015-07-23,29.02,Closed,3759
1754,2159,2,Loan,2012-04-30,105.7,Active,4938
1755,1594,106,Loan,2023-02-23,141.67,Suspended,987
1756,3321,76,Loan,2025-02-26,106.75,Closed,253
1757,2607,48,Savings,2024-03-03,31.35,Suspended,613
1758,94,102,Current,2014-05-21,44.48,Suspended,4187
1759,119,36,Credit Card,2025-04-01,145.59,Active,219
1760,3471,121,Current,2016-11-05,70.56,Active,3288
1761,3426,142,Loan,2024-10-10,71.28,Closed,392
1762,2447,4,Credit Card,2017-03-16,317.04,Closed,3157
1763,3575,25,Loan,2017-04-20,116.57,Suspended,3122
1764,2254,181,Loan,2016-12-21,35.38,Suspended,3242
1765,1381,180,Savings,2012-06-14,89.2,Suspended,4893
1766,3410,6,Credit Card,2013-07-06,41.33,Active,4506
1767,288,185,Savings,2018-06-23,52.52,Closed,2693
1768,392,53,Current,2012-09-20,247.42,Closed,4795
1769,1306,114,Current,2012-02-06,324.97,Suspended,5022
1770,946,12,Credit Card,2021-01-19,233.72,Closed,1752
1771,368,173,Credit Card,2014-08-25,162.81,Suspended,4091
1772,1135,135,Current,2020-12-03,93.54,Suspended,1799
1773,2425,92,Savings,2021-11-04,40.38,Suspended,1463
1774,866,173,Current,2021-12-02,29.34,Closed,1435
1775,1158,7,Savings,2017-11-19,308.47,Suspended,2909
1776,1127,113,Current,2025-08-23,71.06,Closed,75
1777,3115,193,Credit Card,2025-01-26,6.25,Closed,284
1778,175,61,Loan,2021-07-21,203.27,Suspended,1569
1779,3115,107,Current,2018-05-27,136.42,Closed,2720
1780,1126,156,Savings,2015-08-21,58.15,Active,3730
1781,791,154,Savings,2024-05-17,119.55,Active,538
1782,999,178,Current,2023-07-29,122.14,Closed,831
1783,3195,181,Credit Card,2015-01-17,55.92,Suspended,3946
1784,7,40,Current,2014-01-29,644.82,Active,4299
1785,2255,88,Credit Card,2012-03-31,130.3,Active,4968
1786,2080,35,Credit Card,2017-02-04,40.54,Active,3197
1787,2125,176,Loan,2019-10-20,52.02,Suspended,2209
1788,130,150,Loan,2021-03-04,315.23,Closed,1708
1789,1801,1,Current,2018-03-19,26.46,Closed,2789
1790,2092,88,Current,2013-12-18,44.99,Suspended,4341
1791,1177,176,Loan,2022-09-18,53.97,Closed,1145
1792,2006,106,Loan,2019-01-28,12.89,Active,2474
1793,1681,51,Credit Card,2020-05-27,11.42,Active,1989
1794,1852,103,Loan,2016-03-09,40.62,Active,3529
1795,210,49,Loan,2018-02-14,33.44,Active,2822
1796,1660,59,Current,2022-11-14,69.31,Active,1088
1797,3781,180,Savings,2015-08-06,90.63,Closed,3745
1798,3889,42,Credit Card,2013-03-31,11.68,Suspended,4603
1799,1529,39,Savings,2022-05-26,152.18,Active,1260
1800,3729,17,Current,2022-03-31,96.26,Suspended,1316
1801,3638,47,Current,2024-04-13,23.36,Active,572
1802,2995,38,Loan,2024-05-12,107.47,Closed,543
1803,3921,117,Savings,2015-02-28,29.07,Closed,3904
1804,282,35,Current,2023-11-11,24.13,Closed,726
1805,3709,48,Loan,2023-06-25,53.24,Suspended,865
1806,2396,176,Savings,2012-02-18,38.56,Active,5010
1807,3391,87,Savings,2025-10-17,23.11,Active,20
1808,1929,182,Savings,2018-07-26,50.54,Closed,2660
1809,3642,182,Savings,2012-07-15,182.6,Suspended,4862
1810,261,59,Current,2012-02-20,32.2,Active,5008
1811,3822,11,Credit Card,2022-03-16,192.93,Closed,1331
1812,2204,134,Savings,2019-06-13,48.08,Active,2338
1813,2273,48,Savings,2025-09-19,18.28,Suspended,48
1814,2172,177,Loan,2020-02-14,407.26,Active,2092
1815,2146,46,Savings,2015-01-12,144.63,Closed,3951
1816,2979,166,Loan,2012-03-28,360.98,Closed,4971
1817,614,137,Savings,2019-04-20,86.26,Suspended,2392
1818,686,55,Credit Card,2023-10-08,249.74,Active,760
1819,2490,32,Savings,2015-04-24,39.41,Suspended,3849
1820,972,167,Credit Card,2012-02-23,217.01,Suspended,5005
1821,3603,78,Loan,2020-11-09,546.12,Active,1823
1822,3599,56,Credit Card,2025-03-23,63.86,Active,228
1823,859,14,Savings,2021-04-13,45.8,Suspended,1668
1824,2262,179,Savings,2016-11-16,107.17,Active,3277
1825,2607,60,Savings,2014-11-24,142.22,Suspended,4000
1826,3523,38,Credit Card,2016-11-14,45.35,Suspended,3279
1827,1290,198,Loan,2016-06-20,129.29,Closed,3426
1828,1981,91,Loan,2019-04-10,126.21,Active,2402
1829,1945,98,Savings,2024-08-23,232.3,Suspended,440
1830,161,81,Credit Card,2024-12-18,81.51,Closed,323
1831,3071,25,Credit Card,2018-05-13,92.37,Closed,2734
1832,1223,16,Loan,2020-01-13,26.44,Active,2124
1833,1679,5,Credit Card,2024-03-28,167.09,Active,588
1834,2318,126,Loan,2016-09-09,292.98,Closed,3345
1835,1874,192,Credit Card,2021-06-03,157.93,Closed,1617
1836,1030,154,Loan,2013-06-20,266.26,Active,4522
1837,501,35,Loan,2022-02-24,86.36,Suspended,1351
1838,443,80,Savings,2024-01-23,210.7,Closed,653
1839,3783,149,Current,2021-10-10,127.74,Active,1488
1840,2873,164,Savings,2022-12-19,189.93,Closed,1053
1841,659,102,Credit Card,2012-07-06,40.3,Closed,4871
1842,844,31,Credit Card,2022-04-14,518.54,Closed,1302
1843,2298,191,Savings,2025-10-18,224.69,Suspended,19
1844,2817,13,Credit Card,2023-06-24,44.04,Active,866
1845,3117,148,Savings,2023-01-30,78.84,Active,1011
1846,1274,80,Savings,2018-11-27,580.98,Active,2536
1847,842,75,Current,2013-03-25,18.42,Active,4609
1848,392,164,Loan,2022-11-08,86.66,Active,1094
1849,2108,112,Loan,2013-08-07,38.31,Suspended,4474
1850,3518,54,Current,2023-06-03,328.11,Active,887
1851,643,147,Loan,2025-08-22,48.97,Active,76
