loan_id,customer_id,loan_type,loan_amount,issue_date,loan_status,is_fraud
534,4005,Gold,495411.94,2017-09-03,Closed,1
535,4040,Personal,533344.4,2023-07-18,Active,0
536,4019,Business,539916.03,2023-05-18,Default,0
537,4008,Home,735690.58,2013-05-01,Closed,0
538,4035,Business,88630.01,2022-08-13,Active,0
539,4013,Personal,769315.82,2015-08-31,Default,0
540,4037,Business,371268.55,2020-10-03,Default,0
541,4025,Business,527431.44,2024-08-27,Active,0
542,4028,Vehicle,135240.61,2025-05-17,Active,0
543,4038,Home,646812.46,2014-03-25,Default,0
544,4027,Gold,408252.73,2016-07-04,Active,0
545,4017,Home,679647.08,2015-01-06,Closed,0
546,4016,Business,381061.1,2019-08-21,Closed,0
547,4029,Home,243280.01,2015-11-17,Active,0
548,4032,Gold,770301.55,2016-12-04,Closed,0
549,4029,Home,365606.09,2022-09-06,Active,1
550,4035,Education,1034074.71,2017-12-30,Active,0
551,4033,Personal,288814.69,2017-12-25,Closed,0
552,4019,Education,236918.69,2019-04-10,Default,0
553,4009,Education,620122.51,2021-08-28,Active,0
554,4036,Home,490615.37,2025-08-01,Default,0
555,4012,Home,253028.84,2021-05-19,Active,0
556,4029,Gold,649906.3,2021-04-15,Closed,0
557,4003,Vehicle,359084.46,2017-01-25,Active,0
558,4034,Personal,445140.7,2017-02-23,Active,1
559,4012,Vehicle,45959.03,2022-06-08,Closed,0
560,4029,Personal,492053.05,2019-10-25,Default,0
561,4007,Business,157741.01,2024-12-14,Active,0
562,4012,Vehicle,721046.76,2013-05-22,Active,1
563,4005,Vehicle,544329.9,2019-02-04,Active,1
564,4003,Business,242709.49,2020-12-30,Active,0
565,4035,Personal,781811.98,2018-02-13,Closed,0
566,4024,Education,160582.78,2019-01-10,Default,0
567,4040,Business,559234.94,2020-06-10,Active,1
568,4031,Vehicle,326040.18,2015-02-04,Default,0
569,4018,Home,384211.27,2021-03-06,Closed,0
570,4015,Personal,563556.84,2024-03-07,Default,0
571,4006,Education,378910.55,2015-11-19,Default,0
572,4003,Home,760917.95,2019-10-18,Closed,0
573,4011,Education,535071.77,2014-04-15,Closed,0
574,4017,Education,665599.01,2018-03-30,Active,0
575,4039,Vehicle,173968.24,2020-06-17,Default,0
576,4004,Gold,200593.91,2016-01-11,Active,0
577,4011,Vehicle,487144.51,2017-11-02,Closed,0
578,4004,Education,542490.47,2019-07-24,Closed,0
579,4014,Gold,300994.87,2022-05-06,Closed,1
580,4031,Personal,143671.25,2020-06-28,Default,0
581,4025,Personal,371241.88,2021-07-27,Default,0
582,4007,Personal,460232.56,2023-04-09,Active,0
583,4015,Vehicle,524536.08,2015-01-16,Default,0
584,4037,Vehicle,933684.13,2021-11-18,Active,0
585,4031,Vehicle,251722.16,2019-12-28,Closed,0
586,4008,Vehicle,98975.73,2018-02-14,Active,0
587,4003,Gold,298059.92,2022-01-04,Active,0
588,4034,Personal,416949.05,2025-09-26,Default,0
589,4038,Personal,644634.47,2014-10-03,Active,0
590,4035,Education,21066.04,2013-10-21,Active,1
591,4019,Vehicle,72205.15,2021-03-14,Active,0
592,4036,Education,366973.95,2020-06-18,Active,0
593,4031,Home,476204.49,2018-01-20,Default,0
594,4003,Vehicle,315940.33,2018-08-09,Active,0
595,4004,Vehicle,415222.28,2021-08-25,Closed,0
596,4012,Personal,129034.16,2023-11-22,Active,0
597,4014,Personal,66634.73,2024-07-09,Default,0
598,2360,Gold,854706.26,2023-05-16,Default,0
599,4012,Education,735160.66,2020-05-13,Active,0
600,4024,Gold,281987.15,2024-11-24,Default,0
601,4033,Home,820602.02,2025-08-10,Default,0
602,4030,Gold,472541.81,2019-03-05,Default,0
603,4009,Business,42450.92,2020-11-02,Closed,0
604,4003,Business,815056.36,2023-01-15,Active,0
605,4030,Gold,427178.78,2013-06-08,Closed,0
606,4017,Personal,221357.22,2018-02-20,Active,1
607,4013,Business,295956.51,2023-01-06,Closed,0
608,4016,Personal,839085.8,2022-05-26,Active,0
609,4020,Personal,393632.05,2014-05-18,Closed,0
610,4003,Business,344227.29,2025-08-21,Default,0
611,4003,Gold,812988.6,2018-07-01,Default,0
612,4003,Vehicle,375528.03,2015-11-02,Default,0
613,4010,Personal,575351.42,2023-10-11,Active,0
614,4029,Business,51160.51,2023-12-18,Closed,0
615,4003,Gold,466161.31,2020-01-12,Default,0
616,4036,Gold,278401.0,2017-04-03,Active,0
617,4026,Gold,161564.67,2020-04-22,Active,0
618,4004,Vehicle,71845.53,2017-12-04,Active,0
619,4012,Gold,311115.82,2021-05-03,Default,0
620,4001,Personal,564201.82,2013-06-16,Closed,0
621,4031,Home,25126.97,2017-10-26,Default,0
622,4022,Home,556525.08,2025-01-30,Closed,0
623,4011,Business,280161.22,2025-03-12,Active,0
624,4006,Personal,199239.15,2022-12-01,Closed,0
625,4012,Gold,579817.57,2017-01-21,Closed,0
626,4036,Gold,805939.72,2013-08-30,Default,0
627,4018,Personal,263421.62,2024-03-20,Active,0
628,4038,Vehicle,714860.7,2022-12-07,Active,0
629,4035,Personal,558798.01,2022-07-17,Active,0
630,4026,Vehicle,149453.62,2023-04-20,Active,0
631,4019,Personal,26474.41,2016-12-04,Active,0
632,4003,Education,465250.57,2014-02-17,Default,0
633,4005,Gold,520821.57,2021-03-11,Default,0
634,4010,Gold,407895.68,2019-09-11,Active,0
635,4040,Education,271647.49,2013-03-09,Closed,0
636,4009,Home,243068.88,2020-02-10,Default,0
637,4035,Gold,759617.94,2017-01-23,Active,0
638,4014,Vehicle,2187.26,2021-08-02,Closed,0
639,4035,Home,626694.77,2020-03-24,Closed,0
640,4002,Home,277837.44,2019-07-24,Closed,0
641,4003,Personal,536.31,2018-09-02,Default,0
642,4004,Education,341017.13,2022-05-11,Default,0
643,4011,Education,548176.82,2018-11-29,Closed,0
644,4039,Gold,438023.68,2023-12-11,Active,0
645,4015,Home,714011.89,2021-07-23,Default,0
646,4011,Vehicle,590913.56,2025-09-11,Default,0
647,4038,Home,511163.55,2019-02-15,Default,0
648,4014,Education,242620.16,2014-03-16,Active,0
649,4031,Education,344446.66,2019-01-12,Default,0
650,4008,Gold,165909.35,2020-02-11,Closed,0
651,4034,Home,588574.91,2019-03-09,Default,0
652,4002,Business,164090.2,2015-10-03,Closed,1
653,4029,Home,654171.15,2020-09-05,Closed,0
654,4038,Home,355890.39,2022-08-25,Default,0
655,4029,Vehicle,159146.0,2024-06-11,Closed,1
656,4004,Personal,126175.7,2025-08-19,Closed,0
657,4011,Education,327598.33,2015-08-11,Default,0
658,4024,Education,351763.23,2014-10-12,Default,0
659,4024,Home,658651.47,2014-04-25,Closed,0
660,4006,Vehicle,665810.1,2022-06-17,Active,0
661,4038,Personal,263390.47,2025-05-22,Default,0
662,4017,Personal,269199.33,2024-12-10,Active,0
663,4006,Gold,944213.87,2021-12-31,Closed,0
664,4010,Business,497947.06,2022-05-11,Active,0
665,4026,Personal,948813.42,2023-02-19,Active,0
666,4021,Personal,130997.22,2017-04-23,Default,0
667,4029,Vehicle,586104.81,2019-09-26,Default,0
668,4006,Home,1149408.74,2024-11-30,Active,0
669,4023,Business,574000.89,2019-11-30,Default,0
670,4016,Business,252842.62,2019-03-18,Active,0
671,3451,Business,413800.21,2019-06-20,Closed,0
672,4005,Education,451864.95,2015-05-23,Closed,0
673,4009,Personal,336431.53,2020-01-10,Active,0
674,4021,Gold,665626.21,2022-03-25,Active,0
675,4005,Vehicle,710421.83,2025-01-13,Active,0
676,4014,Education,28730.61,2014-03-06,Active,0
677,4007,Home,507665.22,2013-03-02,Closed,0
678,4017,Home,522447.05,2014-07-19,Closed,0
679,4003,Business,30275.14,2024-12-01,Default,0
680,4020,Business,9983.48,2013-06-01,Closed,0
681,4024,Education,507857.63,2024-03-29,Default,0
682,4016,Home,582452.01,2024-03-19,Active,0
683,4022,Education,308029.24,2016-12-31,Default,0
684,4038,Personal,125532.66,2025-01-18,Default,1
685,4024,Personal,445318.94,2021-12-30,Active,0
686,4022,Personal,68722.93,2017-02-27,Default,0
687,4034,Vehicle,786262.95,2014-07-04,Active,0
688,4013,Gold,672720.68,2025-01-07,Default,0
689,4013,Gold,4977.43,2021-02-21,Active,0
690,4009,Gold,200629.89,2023-03-25,Active,1
691,4033,Vehicle,198897.0,2020-04-11,Default,0
692,4016,Education,514934.47,2014-01-29,Closed,1
693,4015,Business,375844.54,2013-04-09,Active,0
694,4012,Business,334371.73,2020-06-13,Default,0
695,4021,Education,131444.74,2014-07-19,Default,0
696,4020,Home,580877.05,2019-12-09,Active,0
697,4027,Personal,641800.24,2022-12-09,Default,0
698,4004,Vehicle,466371.78,2020-01-13,Active,0
699,4024,Gold,393997.79,2016-08-04,Active,0
700,4011,Personal,587827.7,2016-02-03,Active,0
701,4007,Personal,605635.08,2018-04-25,Default,0
702,4037,Gold,602967.12,2015-01-17,Active,0
703,4029,Gold,614137.34,2022-07-19,Active,0
704,4038,Education,462742.21,2017-06-04,Closed,0
705,4017,Education,88132.85,2020-08-23,Active,0
706,4001,Gold,319202.56,2018-10-30,Active,0
707,4031,Vehicle,1482.76,2019-12-26,Default,0
708,4025,Home,546647.28,2014-01-07,Default,0
709,4010,Gold,307980.6,2015-09-13,Active,0
710,4016,Gold,345355.25,2022-09-10,Active,0
711,4001,Education,31479.82,2020-01-04,Active,0
712,4003,Education,443643.3,2017-12-25,Active,0
713,4027,Personal,400996.69,2013-01-07,Default,0
714,4027,Personal,169820.68,2024-09-27,Closed,0
715,4011,Home,674589.64,2025-08-03,Default,0
716,4034,Business,107909.25,2021-12-10,Default,0
717,4026,Business,590415.53,2020-02-11,Default,1
718,4038,Business,540143.94,2014-10-14,Closed,0
719,4014,Business,459046.06,2015-02-01,Closed,0
720,4004,Personal,747879.82,2017-12-15,Active,0
721,4014,Personal,532539.42,2019-02-25,Active,0
722,4005,Business,412121.39,2020-11-09,Active,0
723,4025,Personal,513693.42,2025-01-04,Closed,0
724,4027,Business,446067.01,2023-01-16,Active,0
725,4008,Home,159896.2,2020-12-04,Default,0
726,4013,Personal,313316.38,2018-08-03,Active,0
727,4034,Vehicle,732849.88,2019-08-21,Active,0
728,2821,Vehicle,439770.17,2023-12-17,Active,0
729,4026,Gold,598476.35,2018-05-03,Closed,0
730,4020,Gold,530215.64,2018-10-28,Active,0
731,4030,Home,225383.61,2020-10-15,Active,0
732,4031,Home,164959.99,2019-11-10,Active,0
733,4029,Business,387944.35,2015-01-27,Closed,0
734,4040,Education,186876.24,2024-09-25,Closed,0
735,4035,Gold,239356.41,2019-06-06,Closed,0
736,4036,Personal,478921.56,2014-04-29,Closed,0
737,4001,Gold,358055.77,2019-05-22,Active,1
738,4014,Education,477497.68,2019-09-01,Closed,1
739,4037,Vehicle,283081.59,2022-05-28,Closed,0
740,4002,Gold,204572.98,2016-06-20,Active,0
741,4016,Home,355971.45,2013-04-20,Active,0
742,4027,Vehicle,216444.22,2020-10-27,Default,0
743,4004,Gold,598424.35,2024-08-14,Default,1
744,4015,Personal,321071.76,2018-08-19,Closed,0
745,4018,Gold,681312.69,2017-05-25,Active,0
746,4004,Personal,152438.47,2023-06-16,Default,0
747,4031,Gold,217108.15,2017-08-04,Default,0
748,4010,Vehicle,144651.39,2022-04-18,Closed,0
749,4005,Gold,472703.08,2022-09-18,Closed,0
750,4024,Business,321185.56,2024-04-08,Closed,0
751,4021,Education,724106.84,2025-07-28,Default,0
752,4010,Home,514435.4,2023-08-01,Default,0
753,4037,Personal,834418.02,2015-12-13,Active,0
754,4009,Home,478649.65,2025-08-01,Closed,0
755,4030,Personal,292815.12,2024-02-23,Closed,0
756,4017,Personal,501295.03,2021-10-07,Closed,0
757,4039,Vehicle,1107.68,2015-01-28,Default,0
758,4003,Home,438380.23,2013-11-17,Default,0
759,4015,Home,827648.38,2025-08-23,Active,0
760,4009,Business,417980.4,2015-01-07,Closed,0
761,4022,Business,305825.52,2025-02-20,Active,0
762,4033,Business,468896.99,2014-02-23,Default,0
763,4003,Vehicle,707802.42,2016-03-26,Default,0
764,4017,Gold,235848.83,2013-02-11,Active,0
765,4013,Business,140644.72,2021-12-29,Default,0
766,4008,Gold,603778.72,2024-09-04,Default,0
767,4032,Gold,316927.73,2022-07-21,Closed,0
768,4007,Vehicle,58985.7,2025-05-25,Active,0
769,4014,Business,706924.04,2016-10-30,Closed,0
770,4007,Gold,404188.89,2017-01-15,Default,1
771,4001,Business,245254.2,2018-03-07,Default,0
772,4022,Vehicle,473643.64,2024-09-26,Default,1
773,4032,Business,384353.17,2018-06-19,Default,0
774,4004,Business,165851.63,2016-06-23,Closed,0
775,4016,Vehicle,291264.38,2025-08-20,Active,0
776,4027,Gold,377091.65,2021-11-16,Default,0
777,4004,Home,302954.63,2018-05-30,Closed,0
778,4012,Vehicle,233934.71,2019-10-13,Default,0
779,4002,Vehicle,247252.37,2016-04-06,Default,0
780,4001,Gold,58410.68,2022-04-25,Active,0
781,4039,Personal,293800.18,2019-10-16,Active,0
782,4036,Personal,489610.89,2025-02-04,Active,0
783,4038,Vehicle,273942.98,2022-01-07,Active,0
784,4030,Home,494798.12,2013-02-22,Closed,0
785,4006,Home,360293.63,2018-02-06,Default,0
786,4001,Gold,780185.71,2013-12-05,Default,0
787,4026,Education,557755.99,2017-03-27,Default,0
788,4001,Business,335871.58,2023-09-10,Default,0
789,4039,Personal,262027.28,2022-04-26,Active,0
790,4010,Business,812844.76,2023-02-04,Active,0
791,4031,Education,406991.48,2020-07-15,Closed,0
792,4040,Education,517753.25,2013-08-06,Closed,0
793,4015,Vehicle,776088.76,2014-01-05,Closed,0
794,4009,Home,60369.12,2017-12-07,Closed,0
795,4005,Vehicle,723996.9,2019-04-25,Default,1
796,4020,Gold,925572.81,2020-05-19,Default,0
797,4036,Vehicle,38832.0,2015-01-01,Closed,0
798,4026,Home,536890.78,2024-06-30,Default,0
799,4038,Home,645835.43,2014-06-24,Active,0
800,4001,Gold,863008.13,2016-04-01,Closed,0
801,4023,Education,270934.64,2013-10-10,Closed,0
802,4018,Business,232208.39,2014-06-27,Active,0
803,4026,Home,482082.81,2022-01-04,Default,0
804,4025,Business,745134.53,2023-07-30,Closed,0
805,4017,Vehicle,352301.98,2016-10-30,Default,0
806,927,Vehicle,483381.26,2020-08-22,Closed,0
807,4033,Business,162047.72,2018-09-06,Active,0
808,4009,Home,694855.83,2014-08-15,Active,0
809,4035,Personal,433411.47,2022-09-09,Default,0
810,4028,Home,330914.69,2018-06-24,Closed,0
811,4017,Gold,427042.78,2014-06-01,Active,0
812,4023,Personal,198717.11,2014-06-07,Active,0
813,4033,Education,325210.77,2017-11-03,Closed,0
814,4014,Education,323940.22,2021-03-04,Closed,0
815,4017,Personal,1111562.98,2013-11-22,Default,0
816,4011,Gold,509919.21,2019-04-25,Default,0
817,4006,Vehicle,965934.45,2023-10-03,Default,0
818,4014,Gold,556995.08,2021-01-15,Closed,0
819,4004,Education,568074.4,2017-08-02,Default,0
820,4003,Education,756477.61,2024-01-31,Active,0
821,4036,Gold,721478.83,2025-02-15,Active,0
822,4028,Home,722954.73,2022-08-29,Active,0
823,4004,Personal,417677.11,2018-06-23,Active,0
824,4024,Business,444624.09,2020-06-05,Active,0
825,4004,Gold,38660.41,2016-08-02,Active,0
826,4028,Vehicle,225421.64,2020-01-28,Active,0
827,4028,Education,406735.35,2022-05-16,Closed,0
828,4021,Education,500342.34,2017-10-24,Closed,1
829,4005,Education,51334.76,2016-03-15,Active,0
830,4024,Gold,436838.26,2018-04-01,Closed,0
831,4004,Education,674220.86,2014-10-11,Active,0
832,4038,Business,59196.92,2013-08-03,Active,0
833,4036,Gold,295038.63,2020-02-08,Closed,0
834,4006,Gold,334938.8,2014-05-27,Default,0
835,4006,Personal,416949.73,2015-02-07,Default,0
836,4004,Personal,5108.51,2014-09-14,Active,0
837,4015,Gold,224723.94,2024-11-16,Closed,0
838,4028,Business,215101.59,2016-08-18,Closed,0
839,4037,Gold,434020.83,2016-03-30,Active,0
840,3367,Gold,625464.81,2018-06-29,Closed,0
841,4001,Gold,440163.35,2018-11-22,Default,0
842,4003,Personal,441696.64,2024-03-01,Default,1
843,4016,Business,267075.93,2025-02-07,Closed,0
844,4024,Home,1054757.05,2019-05-01,Closed,0
845,4011,Vehicle,515282.44,2023-09-17,Closed,0
846,4038,Home,18544.89,2015-04-09,Default,0
847,4023,Vehicle,93408.61,2021-04-08,Active,0
848,1630,Education,359954.63,2020-07-17,Default,1
849,4026,Gold,193022.79,2013-08-12,Closed,0
850,4035,Vehicle,264660.04,2014-01-28,Active,0
851,4012,Home,229972.86,2021-01-06,Default,0
852,4008,Personal,46130.2,2019-08-31,Closed,0
853,4008,Gold,427499.64,2023-02-09,Active,0
854,4013,Home,234539.15,2025-01-21,Default,0
855,4038,Business,924154.35,2018-05-21,Active,0
856,4034,Personal,65347.84,2022-10-12,Closed,0
857,4008,Personal,604275.29,2013-05-27,Default,0
858,4017,Education,669710.43,2019-04-09,Default,0
859,4004,Business,404690.19,2015-07-17,Closed,0
860,4038,Education,237460.49,2016-07-16,Active,0
861,4024,Home,641771.48,2020-10-18,Closed,0
862,3630,Vehicle,931574.95,2017-03-30,Active,0
863,4001,Business,174167.39,2017-09-02,Active,0
864,4021,Gold,452714.64,2020-10-03,Active,0
865,4024,Personal,487742.42,2013-07-18,Default,0
866,4020,Home,523519.35,2015-09-27,Default,0
867,4008,Home,126204.32,2017-07-02,Closed,0
868,4040,Gold,535377.41,2022-01-19,Default,0
869,4010,Personal,212873.44,2017-08-12,Default,0
870,4004,Education,492254.61,2018-09-01,Closed,0
871,4015,Gold,355961.91,2023-01-31,Closed,0
872,4038,Business,782564.99,2020-12-06,Closed,0
873,4009,Vehicle,459446.94,2025-02-12,Closed,0
874,4023,Education,642606.25,2021-11-06,Default,0
875,4036,Home,65864.03,2015-04-30,Default,0
876,4030,Business,376644.25,2021-12-09,Default,0
877,4019,Personal,657174.36,2016-01-07,Active,0
878,4026,Gold,306657.34,2024-07-02,Closed,0
879,4032,Gold,341758.2,2019-11-14,Default,0
880,4036,Education,13379.69,2021-10-26,Active,0
881,4001,Vehicle,200216.74,2025-04-15,Active,0
882,4033,Home,201411.74,2024-01-17,Active,0
883,3764,Education,395239.66,2013-09-09,Default,0
884,4036,Gold,828718.5,2021-04-19,Default,0
885,4025,Personal,1126045.35,2020-01-22,Closed,0
886,4033,Business,370734.09,2021-08-24,Default,0
887,4019,Gold,658612.73,2015-05-30,Closed,0
888,4005,Vehicle,990964.78,2023-12-08,Default,0
889,4011,Gold,129376.05,2021-10-02,Closed,0
890,4026,Business,356388.22,2025-03-02,Default,0
891,4031,Home,505537.61,2015-11-29,Active,0
892,4010,Education,61663.76,2014-11-29,Default,0
893,4030,Education,262894.45,2023-11-27,Active,0
894,4040,Education,486330.18,2021-05-02,Default,1
895,4036,Home,840836.67,2020-12-17,Active,0
896,4008,Home,555972.55,2018-09-14,Closed,0
897,4033,Education,177436.2,2018-03-25,Closed,0
898,4027,Vehicle,442974.95,2015-02-11,Closed,0
899,4017,Home,536597.39,2018-12-08,Default,0
900,4016,Gold,101009.86,2017-07-09,Default,0
901,4012,Gold,550558.59,2017-02-01,Default,0
902,4035,Gold,113495.78,2016-05-03,Active,0
903,4006,Personal,512563.84,2020-12-15,Default,0
904,4019,Education,437691.39,2015-01-06,Closed,0
905,4015,Home,255880.7,2017-08-16,Default,0
906,4035,Business,887815.04,2023-01-06,Default,0
907,4027,Personal,618563.93,2022-06-27,Active,0
908,4010,Education,446096.68,2023-01-04,Closed,0
909,4029,Home,918838.26,2023-12-24,Active,0
910,4003,Education,343833.74,2015-09-11,Closed,0
911,4011,Gold,755036.78,2014-08-31,Default,0
912,4040,Business,564989.44,2019-05-22,Default,0
913,4020,Education,645615.79,2025-01-24,Closed,0
914,4031,Personal,112247.2,2017-09-07,Active,1
915,1176,Personal,290774.58,2017-03-29,Active,0
916,4016,Business,708774.53,2013-01-08,Active,0
917,4031,Home,226000.07,2015-08-26,Active,0
918,4023,Vehicle,623605.18,2023-09-02,Default,0
919,4008,Personal,246133.68,2014-08-04,Default,0
920,4018,Personal,412320.95,2016-09-22,Active,0
921,4007,Business,452013.86,2019-08-24,Closed,0
922,4017,Gold,191092.09,2024-05-21,Default,0
923,4015,Gold,806630.51,2017-05-31,Closed,0
924,4038,Vehicle,503597.17,2017-04-29,Closed,0
925,4012,Education,632598.62,2025-10-05,Closed,0
926,4040,Gold,478608.06,2017-08-14,Active,0
927,4002,Home,637091.63,2023-08-17,Default,0
928,4005,Education,165169.23,2022-07-29,Closed,0
929,4023,Gold,555696.02,2016-09-23,Default,0
930,4019,Home,281474.81,2024-03-21,Active,0
931,4029,Education,263686.88,2015-06-01,Closed,0
932,4028,Personal,621994.88,2019-01-17,Closed,0
933,4005,Education,387116.14,2020-01-03,Default,0
934,4027,Home,550751.6,2022-11-08,Default,0
935,4038,Personal,176712.22,2015-08-15,Active,0
936,4029,Gold,451200.98,2013-04-23,Default,0
937,4025,Business,357548.94,2016-11-03,Active,0
938,4003,Education,37232.33,2015-06-04,Active,0
939,4032,Gold,546332.07,2017-06-24,Active,0
940,4003,Business,124405.91,2015-08-12,Default,0
941,4026,Personal,440367.18,2024-09-29,Closed,0
942,4039,Personal,572870.58,2014-08-09,Closed,0
943,4017,Gold,441530.35,2019-01-07,Default,0
944,4040,Education,236095.29,2025-08-22,Default,0
945,4039,Education,58554.91,2023-04-10,Active,0
946,4006,Business,141700.28,2025-09-01,Default,0
947,4020,Gold,396355.21,2018-02-21,Active,0
948,4033,Personal,403120.61,2021-08-01,Closed,0
949,4032,Vehicle,449132.12,2023-06-27,Default,0
950,4006,Gold,387784.09,2021-10-15,Closed,0
951,4016,Education,305785.2,2022-07-19,Active,0
952,4037,Vehicle,471758.28,2023-07-14,Closed,0
953,4035,Home,347697.48,2025-06-12,Closed,1
954,4009,Home,181067.53,2021-01-05,Default,0
955,4006,Education,431833.08,2014-10-16,Closed,0
956,4007,Personal,66953.28,2022-01-06,Active,0
957,4028,Home,343422.86,2014-04-17,Closed,0
958,4010,Home,332348.78,2013-07-12,Default,0
959,4036,Business,1240180.89,2016-04-02,Default,0
960,4039,Personal,397662.46,2014-03-14,Default,0
961,4036,Gold,224165.77,2013-05-23,Default,0
962,4020,Gold,982347.15,2019-05-14,Default,0
963,4003,Home,308317.98,2021-07-26,Active,0
964,4033,Education,5743.16,2014-01-15,Closed,0
965,4009,Education,696551.55,2019-01-01,Active,0
966,4019,Education,664458.04,2014-09-17,Default,0
967,4022,Gold,426589.17,2013-04-21,Active,0
968,4033,Personal,604711.34,2020-10-08,Closed,0
969,4040,Business,714894.07,2014-02-02,Closed,0
970,4002,Business,103281.14,2013-11-02,Active,0
971,4008,Gold,375692.07,2023-06-18,Default,0
972,4022,Business,544039.25,2014-03-10,Closed,0
973,4007,Home,168951.32,2013-01-20,Default,1
974,4031,Gold,241570.38,2025-05-06,Active,0
975,4021,Gold,465536.98,2021-07-04,Active,0
976,4014,Home,404937.68,2020-08-25,Closed,0
977,4002,Home,50842.18,2018-09-08,Default,0
978,4020,Education,805630.92,2017-09-19,Closed,0
979,4012,Vehicle,6880.2,2024-07-12,Closed,0
980,4014,Vehicle,466510.97,2015-08-05,Closed,0
981,4013,Business,172530.82,2025-06-03,Closed,0
982,4008,Vehicle,254893.95,2016-05-26,Default,0
983,4036,Business,543032.04,2017-07-16,Active,0
984,4025,Education,101231.62,2016-01-21,Active,0
985,4015,Personal,366399.12,2017-09-17,Default,0
986,4019,Education,96135.82,2013-11-30,Active,1
987,4004,Vehicle,630768.24,2025-10-05,Closed,0
988,4025,Education,140721.13,2019-08-20,Active,0
989,4010,Home,38854.32,2014-12-01,Closed,0
990,4020,Personal,353339.53,2025-01-19,Active,0
991,4026,Home,180624.18,2024-02-26,Active,0
992,4036,Vehicle,39838.54,2014-12-16,Default,0
993,4006,Personal,234353.17,2016-08-16,Default,0
994,4022,Vehicle,803702.07,2023-12-25,Default,0
995,4010,Home,186874.75,2017-09-20,Closed,0
996,4007,Home,333557.11,2015-03-19,Active,0
997,4002,Business,431813.65,2022-10-20,Closed,0
998,4040,Business,689435.96,2019-05-17,Active,0
999,4040,Education,309946.4,2014-09-02,Active,0
1000,4012,Personal,1060551.93,2022-12-02,Closed,0
1001,4011,Business,372764.8,2016-10-08,Default,1
1002,4001,Education,206609.17,2024-02-22,Active,0
1003,4018,Gold,470759.32,2021-06-30,Closed,0
1004,4009,Personal,306631.56,2019-09-28,Active,0
1005,4030,Vehicle,836001.74,2020-05-21,Default,0
1006,4009,Education,50724.76,2023-04-23,Closed,0
1007,4034,Business,451465.59,2021-05-02,Active,0
1008,4022,Home,713297.84,2020-06-12,Default,0
1009,4006,Business,122363.39,2025-02-01,Closed,0
1010,4005,Home,376912.86,2021-07-17,Default,0
1011,4026,Vehicle,167224.59,2019-03-05,Default,0
1012,4022,Education,543220.27,2015-10-01,Closed,0
1013,4017,Vehicle,491060.22,2024-11-28,Default,0
1014,4017,Gold,475956.86,2019-04-14,Active,0
1015,4018,Personal,1977.66,2015-02-07,Closed,1
1016,4014,Home,267807.22,2013-05-30,Active,0
1017,4039,Education,593738.55,2022-05-25,Closed,0
1018,4020,Home,427178.37,2022-02-14,Closed,0
1019,4007,Gold,250618.91,2024-09-16,Default,0
1020,4001,Personal,68343.68,2015-05-09,Default,0
1021,4008,Home,380903.01,2018-06-20,Active,0
1022,4029,Business,243272.4,2016-06-10,Closed,0
1023,4030,Personal,144308.24,2019-03-08,Active,0
1024,4014,Education,738172.95,2015-06-25,Closed,0
1025,4040,Vehicle,35656.72,2019-01-11,Default,0
1026,4034,Vehicle,642781.09,2019-01-30,Default,0
1027,4013,Personal,547619.29,2023-08-15,Closed,0
1028,4034,Vehicle,111904.53,2021-12-06,Default,0
1029,4026,Business,390211.09,2019-09-24,Closed,0
1030,4005,Personal,263682.85,2013-08-11,Active,0
1031,4026,Education,22725.06,2017-01-30,Default,0
1032,4035,Personal,103128.03,2016-07-14,Default,0
1033,4018,Vehicle,340381.07,2022-11-08,Active,0
1034,4021,Personal,399103.6,2015-04-28,Default,0
1035,4011,Personal,423460.24,2021-02-01,Active,0
1036,4033,Business,614832.62,2015-01-25,Closed,0
1037,4019,Business,471137.86,2015-01-11,Closed,0
1038,4037,Vehicle,543260.33,2014-11-22,Closed,0
1039,4040,Education,9036.41,2017-08-14,Default,1
1040,4007,Home,211606.63,2020-03-14,Closed,0
1041,4003,Education,69853.92,2018-11-09,Active,0
1042,4034,Business,758912.94,2019-07-01,Closed,0
1043,4036,Personal,336918.44,2025-01-02,Default,0
1044,4006,Vehicle,389512.56,2018-09-05,Active,0
1045,4019,Education,79497.92,2018-10-06,Closed,0
1046,4019,Personal,490406.68,2015-08-04,Default,0
1047,4013,Business,167727.06,2019-12-31,Default,0
1048,4027,Personal,380634.32,2021-02-16,Active,0
1049,4031,Business,809331.13,2017-01-24,Closed,1
1050,4001,Gold,552671.81,2025-08-10,Default,0
1051,4005,Vehicle,783937.5,2022-10-09,Closed,0
1052,4009,Home,326160.52,2023-03-04,Active,0
1053,4018,Education,435303.54,2019-05-28,Closed,0
1054,4039,Education,217499.86,2023-06-26,Active,0
1055,4034,Education,629374.07,2014-10-18,Default,0
1056,4004,Vehicle,817984.12,2014-06-05,Default,0
1057,4035,Gold,705877.31,2025-03-15,Default,0
1058,4039,Gold,213784.52,2018-10-28,Closed,0
1059,4013,Education,145525.18,2022-09-30,Closed,0
1060,4019,Education,711612.43,2015-05-09,Default,0
1061,4003,Education,494620.06,2013-06-13,Active,0
1062,999,Business,673670.5,2022-06-21,Active,0
1063,4027,Gold,716528.87,2013-01-08,Closed,0
1064,4032,Vehicle,303806.23,2023-05-10,Active,0
