fraud_id,transaction_id,fraud_type,detection_method,report_date,resolution_status,loss_amount
398,978,Cahrgeback Fraud,Customer Complaint,04-05-2022,Resolved,5359.28
399,12178,Phishing,Manual Review,04-10-2020,Investigating,9243.65
400,9175,Smishing,AI Alert,01-11-2022,Investigating,10047.16
401,9176,Card Cloning,Manual Review,27-02-2025,Investigating,12166.03
402,9177,Identity Theft,Manual Review,13-01-2020,Closed,5854.64
403,9179,Phishing,AI Alert,20-06-2022,Closed,"5,008.11"
404,992,Identity Theft,AI Alert,06-07-2019, Closed,2888.44
405,9187,Vishing,AI Alert,22-10-2022,Resolved,16868.53
406,9189,Card Cloning,Manual Review,07-06-2025,Investigating,8722.81
407,997,Vishing,Manual Review,12-03-2020,Resolved,5408.19
408,999,Vishing,AI Alert,31-01-2022,Resolved,36311.92
409,1002,Vishing,AI Alert,18-10-2024,Closed,4656.38
410,1004,Vishing,AI Alert,28-04-2022,Resolved,2899.6
411,9198,Card Cloning,AI Alert,18-02-2019,Investigating,6381.53
412,1006,Phishing,Manual Review,06-04-2021,Closed,"4,184.92"
413,1008,Smishing,AI Alert,04-12-2022,Investigating,9769.95
414,9201,Vishing,AI Alert,11-09-2022,Resolved,6886.28
415,9202,Chargeback Fraud,Manual Review,16-07-2023,Resolved,617.08
416,9200,Smishing,AI Alert,06-02-2023,Closed,9544.18
417,1013,Phishing,AI Alert,"Oct 29, 2020",Closed,13587.57
418,1014,Phishing,Customer Complaint,07-02-2021,Closed,2238.11
419,9208,Vishing,Customer Complaint,24-06-2019,Investigating,2675.98
420,9209,Card Clnoing,AI Alert,15-11-2024,Resolved,15130.64
421,1018,Phishing,AI Alert,24-09-2024,Closed,489.06
422,1019,Card Cloning,Customer Complaint,03-12-2023,Investigating,11194.77
423,1020,Identity Theft,AI Alert,19-02-2019,Closed,7582.04
424,9214,Card Cloning,Manual Review,03-12-2020,Resolved,3266.84
425,1022,Visihng,Customer Complaint,13-10-2025,INVESTIGATING,8835.68
426,1027,Card Cloning,Manual Review,06-11-2024,Resolved,2393.28
427,1034,Phishing,AI Alert,28-04-2021,Resolved,29742.33
428,1037,Chargeback Fraud,Customer Complaint,02-05-2022,Investigating,"6,045.86"
429,1038,Phishing,Customer Complaint,10-08-2021,Resolved,2874.78
430,1039,Smishing,Manual Review,"Feb 02, 2022",Closed,4141.15
431,1048,Identity Theft,AI Alert,"Dec 25, 2024",Investigating,"1,907.60"
432,9240,Card Cloning,Manual Review,01-02-2025,Investigating,9200.75
433,1049,Phishing,Customer Complaint,16-07-2025,Investigating,11515.04
434,1052,Phishing,Manual Review,28-04-2019,Investigating,1808.99
435,9245,Card Cloning,Customer Complaint,09-09-2024,Investigating,17222.87
436,1055,Smishing,Customer Complaint,31-01-2021,Investigating,16407.82
437,1059,Phishing,AI Alert,01-06-2023,Resolved,25019.64
438,9253,Smishing,Manual Review,01-05-2019,Resolved,12852.38
439,1066,Phishing,Manual Review,16-12-2021,Resolved,11756.9
440,9260,Account Takeover,Manual Review,13-11-2019,Resolved,9407.16
441,1069,Identtiy Theft,Manual Review,28-11-2021,Resolved,16189
442,1074,Chargeback Fraud,Manual Review,07-11-2020,Resolved,1890.44
443,1079,Identity Theft,Manual Review,30-12-2022,Closed ,4814.42
444,9271,Card Cloning,Customer Complaint,08-12-2020,Closed,3724.75
445,9284,Smishing,Customer Complaint,02-07-2025,Resolved,7529.6
446,1093,Smishing,Customer Complaint,09-07-2023,Closed,10193.79
447,9286,Identity Theft,Customer Complaint,08-07-2024,Resolved,1936.02
448,9295,Smishing,Customer Complaint,08-08-2025,Investigating ,112.87
449,1110,Chargeback Fraud,AI Alert,31-12-2024,Closed,4627.53
450,12066,Vishing,Customer Complaint,28-10-2023,Resolved,7480.03
451,9304,Card Cloning,AI Alert,26-10-2023,Investigating,7597.9
452,1114,Car dCloning,Customer Complaint,04-08-2020,Investigating,14171.45
453,1122,Chargeback Fraud,Customer Complaint,16-05-2019,Investigating,8465.49
454,1123,Card Cloning,Manual Review,"Jul 20, 2023",Investigating,4348.27
455,9319,Phishing,Manual Review,22-06-2025,Closed,6649.9
456,1128,Identity Theft,Manual Review,25-09-2025,Investigating,6128.92
457,9322,Phishing,Manual Review,28-04-2023,Investigating,16800.8
458,1131,Phishing,Customer Complaint,24-05-2021,Closed,3501.31
459,1135,Account Takeover,AI Alert,20-02-2023,Closed,4417.07
460,1143,Chargeback Fraud,AI Alert,03-06-2024,Investigating,6937.03
461,1144,Phishing,AI Alert,23-12-2023,Closed,2257.34
462,1147,Chargeback Fraud,Customer Complaint,07-07-2022,Investigating,32938.68
463,9340,Chargeback Fraud,AI Alert,17-11-2023,Closed,8539.98
464,9341,Identity Theft,AI Alert,"Jul 09, 2019",Resolved,14078.8
465,9343,Vishing,Customer Complaint,22-03-2019,Resolved,6352.78
466,1154,Card Cloning,Customer Complaint,02-04-2019,Investigating,4584.58
467,9349,Vishing,Manual Review,02-05-2021,Closed,8114.17
468,1160,Identity Theft,AI Alert,31-03-2021,Investigating,2932.75
469,9353,Card Cloning,Manual Review,05-08-2024,Resolved,"9,677.01"
470,1163,Account Takeover,Customer Complaint,30-09-2023,Investigating,32441.69
471,1164,Phishing,Manual Review,02-08-2019,Resolved,1922.51
472,9356,Chargeback Fraud,Manual Review,28-11-2021,Closed,644.08
473,1166,Chargeback Fraud,AI Alert,03-02-2023,Investigating,14548.43
474,9359,Account Takeover,AI Alert,15-01-2024,Investigating,3883.01
475,9360,Card Cloning,Customer Complaint,11-08-2021,Investigating,4735.27
476,9357,Chargeback Fraud,Customer Complaint,19-06-2022,Resolved,-4443.67
477,1170,Identity Theft,AI Alert,18-05-2019,Investigating,2305.57
478,9362,Vishing,Manual Review,"May 02, 2023",Resolved,1640.4
479,9361,Identity Theft,Manual Review,16-11-2021,Resolved,10285.15
480,1174,Card Cloning,Customer Complaint,15-07-2021,Resolved,3802.65
481,9373,Card Cloning,AI Alert,22-07-2025,Investigating,"5,518.87"
482,9377,Vishing,Manual Review,12-12-2019,Closed ,9731.33
483,12202,Smishing,AI Alert,25-09-2021,Investigating,9988.44
484,1186,Visihng,AI Alert,12-04-2023,Closed,2103.59
485,1189,Smishing,Manual Review,"Sep 14, 2019",Resolved,7532.06
486,1190,Phihsing,Customer Complaint,09-05-2019,Resolved,24872.9
487,9381,Account Takeover,Manual Review,11-10-2022,Closed,2460.64
488,9383,Smishing,AI Alert,16-11-2023,Closed,473.63
489,9388,Identity Theft,AI Alert,16-12-2024,Investigating,26252.01
490,9389,Vishing,Customer Complaint,06-01-2019,  Resolved  ,3742.71
491,9391,Vishing,Customer Complaint,08-04-2019,Resolved,24014.61
492,1200,Account Takeover,Manual Review,11-06-2023,Investigating,5617.15
493,1201,AccountT akeover,Manual Review,25-08-2023,Investigating,25336.74
494,1204,Smishing,Manual Review,01-08-2023,Closed,"15,642.05"
495,1205,Chargeback Fraud,Customer Complaint,04-09-2019,Closed,30589.05
496,9398,Card Cloning,Customer Complaint,29-04-2023,Resolved,227.88
497,1207,Chargeback Fraud,AI Alert,04-06-2020,Resolved,21848.08
498,9404,Phishing,AI Alert,24-03-2025,Investigating,15492.06
499,1212,Identity Theft,AI Alert,18-09-2023,investigating,11321.39
500,9407,Identity Theft,Customer Complaint,11-03-2024,INVESTIGATING,5128.45
501,1216,Vishing,Manual Review,26-02-2021,Investigating,8445.5
502,9411,Phishing,Customer Complaint,13-04-2023,Resolved ,5027.43
503,1221,Account Takeover,Customer Complaint,01-03-2023,Closed,6232.31
504,9414,Smishing,Customer Complaint,"Jun 03, 2023",Investigating,6579.06
505,9416,Phishing,Customer Complaint,19-11-2019,Investigating,4512.14
506,9418,Chargeback Fraud,AI Alert,11-08-2025,Investigating,5434.55
507,1227,Card Cloning,Customer Complaint,"Jan 20, 2020",Resolved,7823.37
508,1230,Identity Theft,AI Alert,"Nov 23, 2024",Investigating,4663.88
509,9422,Chargeback Fraud,Customer Complaint,07-10-2021,Resolved,7772.03
510,9423,Identity Theft,AI Alert,20-02-2023,Investigating,20153.13
511,1235,Card Cloning,Customer Complaint,18-06-2023,Investigating,3153.69
512,9430,Vishing,AI Alert,"Aug 18, 2019",Investigating,1690.18
513,1239,Smishing,Customer Complaint,12-10-2025,Closed,13098.95
514,1240,Account Takeover,AI Alert,13-01-2022,Investigating,1957.62
515,9433,Identity Theft,AI Alert,01-11-2020,Resolved,2030.65
516,12110,Card Cloning,Customer Complaint,12-12-2021,Closed,7198.75
517,1246,Charegback Fraud,AI Alert,27-06-2024,Investigating,10211.24
518,9439,Chargeback Fraud,Manual Review,"Jul 29, 2020",Closed,1055.1
519,9451,Chargeback Fraud,Customer Complaint,17-10-2023,Closed,10146.75
520,9453,Phishnig,Manual Review,16-10-2019,Closed,8068.39
521,1262,Vishing,Manual Review,27-06-2023,Closed,1364.54
522,1265,Account Takeovre,Customer Complaint,"Apr 20, 2025",Investigating,720.83
523,9458,Identity Theft,Customer Complaint,30-08-2019,Resolved,10156.39
524,9459,Card Cloning,Manual Review,09-11-2021,Resolved,3671.77
525,1268,Chargeback Fraud,Manual Review,21-12-2024,Investigating,13807.09
526,1269,Phishing,Customer Complaint,04-09-2019, Resolved,15686.7
527,1270,Visihng,AI Alert,17-06-2025,Investigating,31595.57
528,1273,Account Takeover,Manual Review,30-11-2024,Investigating,4534.03
529,1284,Account Takeover,AI Alert,25-09-2024,  Closed  ,13916.94
530,9477,Phishing,Customer Complaint,26-07-2021,Resolved,1689.01
531,1285,Identity Theft,Customer Complaint,11-07-2021,Investigating,25144.28
532,1287,Identity Theft,AI Alert,19-02-2021,Investigating,1292.24
533,9481,Identity Theft,Manual Review,18-12-2019,Investigating,14446.74
534,1290,Card Cloning,Manual Review,29-09-2020,Investigating,21204.52
535,9483,Phishing,Customer Complaint,09-01-2024,Closed,18478.33
536,9484,Chargeback Fraud,Customer Complaint,23-03-2021,Resolved,7799.94
537,9482,Phishing,Manual Review,02-04-2023,Resolved,11969.34
538,1294,Smishing,Customer Complaint,24-10-2020,Resolved,18871.31
539,9488,Identity Theft,AI Alert,08-12-2020,Resolved,43307.59
540,9489,Smishing,Customer Complaint,02-10-2021,Resolved,2004.33
541,9495,Vishnig,Customer Complaint,29-05-2021,Closed,5315.38
542,1313,Identity Theft,Customer Complaint,13-10-2020,Resolved,"3,166.71"
543,9508,Card Cloning,Manual Review,06-07-2020,Investigating,4233.67
544,1317,Smisihng,AI Alert,16-09-2020,Closed,9445.69
545,9512,Account Takeover,Manual Review,05-05-2024,Closed,13857.76
546,1322,Vishing,Manual Review,"May 04, 2021",Resolved,"35,910.56"
547,1324,Phishing,Customer Complaint,09-04-2022,Resolved,10396.78
548,1326,Account Takeover,Customer Complaint,31-01-2024,Investigating,6477.69
549,1327,Chargeback Fraud,AI Alert,22-10-2024,Investigating,30424.43
550,9519,Smishing,Manual Review,10-02-2025,Closed,12340.69
551,9520,Account Takeover,Manual Review,10-09-2023,Investigating,9791.66
552,1330,Identity Theft,Customer Complaint,08-12-2020,Resolved,3950.37
553,9522,Chargeback Fraud,AI Alert,11-01-2025,Resolved,15926.37
554,9523,Account Takeover,AI Alert,28-01-2025,Closed,5719.49
555,1331,Vishing,Customer Complaint,25-04-2025,Investigating,3329.99
556,9521,Account Takeover,Customer Complaint,11-06-2019,Investigating,8947.97
557,1334,Vsihing,Customer Complaint,03-12-2019,Closed ,27199.64
558,1337,Smishing,AI Alert,16-08-2020,Investigating,23081.85
559,1339,Card Cloning,AI Alert,01-07-2019,Resolved,18401.94
560,9531,Vishing,Manual Review,14-06-2025,Closed,24634.04
561,1343,Phishing,Customer Complaint,21-05-2020,Resolved,15248.26
562,1344,Card Cloning,Manual Review,14-09-2022,Investigating,21176.09
563,9537,Account Takeover,AI Alert,18-06-2020,Resolved,10162.11
564,9535,Vishing,AI Alert,"Mar 30, 2021",Resolved,19285.35
565,1347,Identity Theft,Manual Review,24-11-2021,Investigating,7502.36
566,9539,Vishing,AI Alert,17-07-2025,Closed,6517.46
567,9545,Account Takeover,AI Alert,15-07-2024,Closed,17419.98
568,1354,Phishing,Manual Review,25-10-2024,Closed,"20,372.41"
569,1355,Account Takeover,Customer Complaint,04-07-2021,Resolved,5408.17
570,1357,Identity Theft,Customer Complaint,29-01-2020,Resolved,"10,227.18"
571,9550,Account Takeover,Manual Review,30-09-2019,Closed,3278.17
572,1360,Smishing,Customer Complaint,02-12-2022,Closed,15855.92
573,1365,Chargeback Fraud,AI Alert,14-06-2022,Closed,873.6
574,9559,Identity Theft,Customer Complaint,09-07-2024,Investigating,8962.3
575,1372,Phishing,Customer Complaint,23-09-2019,Investigating,15032.5
576,9566,Card Cloning,Manual Review,07-07-2021,Closed,6906.68
577,9567,Identity Theft,Manual Review,05-01-2023,Closed,18639.98
578,1378,Vishing,Manual Review,22-11-2023,Closed,5115.15
579,9571,Vishing,AI Alert,20-11-2021, Resolved,21180.07
580,9572,Phishing,AI Alert,"Nov 13, 2024",Resolved,"12,757.44"
581,9573,Identity Theft,Customer Complaint,23-04-2021,Resolved,15255.8
582,1383,Account Takeover,AI Alert,04-09-2024, Closed,15026.25
583,1394,Identity Theft,Manual Review,02-06-2020,Closed,9994.07
584,9591,Identity Theft,Manual Review,05-01-2021,Resolved,8776.28
585,1399,Vishing,Manual Review,12-11-2019,Closed,219.15
586,9596,Account Takeover,Customer Complaint,25-11-2020,Closed,7030.16
587,1406,Account Takeover,AI Alert,24-11-2022,Closed,311.14
588,9601,Chargeback Fraud,Manual Review,13-05-2021,Closed,1178.83
589,9602,Account Takeover,Manual Review,08-04-2024,Closed,27035.53
590,1411,Smishing,AI Alert,13-08-2023,Closed,10003.96
591,1412,Account Takeover,AI Alert,25-11-2019,Closed,8691.58
592,1413,Identity Theft,Manual Review,22-12-2019,Resolved ,13049.65
593,1410,Phishing,AI Alert,18-08-2022,  Investigating  ,12288.68
594,9610,Chargeback Fraud,Manual Review,27-06-2021,Resolved,16597.08
595,9611,Account Takeover,AI Alert,11-04-2023,Resolved,28792.41
596,1420,Phishing,Customer Complaint,17-04-2021,Investigating,-4834.92
597,1422,Smishing,AI Alert,18-06-2024,Resolved,3002.16
598,9616,Account Takeover,AI Alert,"Mar 04, 2021",Investigating,6403.94
599,9619,Phishing,Manual Review,23-04-2025,Closed,11604.98
600,1429,Simshing,Manual Review,19-01-2025,  Closed  ,38888.79
601,9621,Identity Theft,Customer Complaint,05-09-2021,Resolved,"18,024.90"
602,1433,Accoutn Takeover,Customer Complaint,"Nov 07, 2020",Resolved,19464.09
603,9628,Vishing,Manual Review,07-03-2024,Resolved,26643.32
604,1440,Identity Theft,Manual Review,28-05-2019,Investigating,20132.78
605,1441,Phishing,Manual Review,03-05-2024,Resolved,15741.65
606,9637,Account Takeover,Customer Complaint,09-05-2021,  Investigating  ,10447.06
607,1449,Identity Theft,Manual Review,26-08-2023,Investigating,20060.63
608,1451,Smishing,Customer Complaint,20-04-2023,Investigating,9365.37
609,9645,Vishing,AI Alert,07-08-2023,Resolved,6936.11
610,1453,Smishing,Manual Review,18-12-2023,Resolved,4365.6
611,1455,Cadr Cloning,Customer Complaint,25-09-2020,Investigating,13892.43
612,1458,Vishing,Customer Complaint,20-05-2022,Resolved,650.89
613,9651,Identity Theft,Customer Complaint,16-03-2022,Resolved,24446.66
614,9653,Account Takeover,Manual Review,24-01-2023, Closed,7652.43
615,1462,Identity Theft,Manual Review,09-07-2024,closed,19900.69
616,9655,Chargeback Fraud,AI Alert,"Feb 17, 2024",Resolved,7381.37
617,9661,Identity Theft,Manual Review,22-03-2023,Closed,6489.1
618,1471,Account Takeover,Customer Complaint,25-04-2023,Investigating,4559.36
619,1472,Smishing,AI Alert,"Feb 16, 2025",Closed,4923
620,1474,Card Cloning,Manual Review,10-07-2021,investigating,"4,670.46"
621,9672,Card Cloning,Customer Complaint,23-11-2022,Investigating,1488
622,1480,dIentity Theft,Manual Review,22-04-2020,Resolved,4668.96
623,9673,Chargeback Fraud,Customer Complaint,15-08-2019,Resolved,4930.38
624,1482,Identity Theft,AI Alert,05-01-2020,Investigating,16435.13
625,1488,Card Cloning,Manual Review,08-01-2021,Investigating,939.48
626,1489,Vishing,Manual Review,"Dec 06, 2024",Closed ,709.03
627,9682,Chargeback Fraud,Customer Complaint,02-05-2024,Closed,25066.33
628,9688,Simshing,AI Alert,18-07-2020,Investigating,7650.5
629,1497,Smishing,AI Alert,03-12-2020,Closed,1749.06
630,9689,Chargeback Fraud,Manual Review,05-11-2021,Investigating,6467.46
631,9690,Chargeback Fraud,Manual Review,05-02-2024, Resolved,8017.36
632,9692,Identity Theft,Customer Complaint,01-11-2022,Resolved,27541.65
633,1503,Smishing,Customer Complaint,07-04-2022,Closed,11256.92
634,9697,Identity Theft,AI Alert,26-04-2022,Closed,10454.24
635,1507,Phishing,Customer Complaint,12-08-2025,Investigating,23026.11
636,9700,Smishing,Customer Complaint,07-02-2022,Investigating,165.31
637,9699,Identity Theft,Manual Review,28-04-2021,Investigating,8055.2
638,1510,Phishing,Manual Review,10-07-2019,Resolved,10343.24
639,1508,Chargeback Fraud,Customer Complaint,20-01-2024,Closed,8490.92
640,9704,Phihsing,Manual Review,15-04-2025,Resolved,16911.34
641,9702,Chargeback Fraud,AI Alert,24-08-2025,Resolved,1219.13
642,1514,Phishing,AI Alert,26-04-2023,Closed,16594.45
643,9710,Chargeback Fraud,AI Alert,30-09-2024,Investigating,13719.24
644,1520,Chargeback Fraud,AI Alert,"Mar 28, 2020",Closed,13079.91
645,9713,Identity Theft,Customer Complaint,13-07-2022,Investigating,6293.13
646,9715,Smishing,Manual Review,23-07-2023,Investigating,544.2
647,1524,Identity Theft,Manual Review,"Apr 23, 2023",Investigating,13497.3
648,9717,Card Cloning,Manual Review,04-07-2021,Resolved,13305.95
649,1527,Vishing,Customer Complaint,13-04-2021,Investigating,4389.4
650,9719,Account Takeover,Manual Review,03-03-2024,Investigating,6016.51
651,9721,Card Cloning,AI Alert,09-01-2021,Resolved,11419.49
652,1528,Phishing,AI Alert,17-01-2021,Investigating,25186.19
653,9723,Phishing,Customer Complaint,"Dec 04, 2023",Investigating,954.31
654,9725,Account Takeover,Customer Complaint,07-10-2024,Closed,4059.56
655,1540,Account Takeover,Customer Complaint,20-08-2023,Investigating,3159.89
656,9733,Account Takeover,Manual Review,08-08-2021,Resolved,20607.95
657,12164,Chargebcak Fraud,Customer Complaint,13-09-2024,Investigating,4730.11
658,1541,Card Cloning,AI Alert,03-04-2023,Resolved,9356.16
659,9735,Chargeback Fraud,AI Alert,"Jul 28, 2019",Closed,15280.74
660,9738,Phisihng,Manual Review,20-06-2021,Investigating,12593.44
661,1547,Card Cloning,Customer Complaint,30-06-2025,Resolved,5229.19
662,1548,Chargeback Fraud,Customer Complaint,15-06-2023,Resolved,8965.56
663,9742,Account Takeover,Manual Review,02-03-2024,Resolved,32414.92
664,9743,Account Takeover,Customer Complaint,17-11-2022,Investigating,7924.29
665,9744,Phishing,AI Alert,16-02-2022,Closed,9661.4
666,1556,Phishing,AI Alert,15-11-2021,Resolved,32129.64
667,9753,Vishing,Manual Review,26-09-2020,Investigating,"4,086.06"
668,1571,Smishing,AI Alert,06-12-2021,Closed,12070.49
669,1576,Phishing,Manual Review,05-12-2023,Resolved,263.46
670,9769,Phishing,Manual Review,30-03-2022,Investigating,"7,351.94"
671,1577,Card Cloning,Customer Complaint,26-08-2021,Resolved,3884.71
672,1584,Smishing,Customer Complaint,09-01-2023,INVESTIGATING,10455.98
673,9776,Chargeback Fraud,Manual Review,02-10-2022,Resolved,6811.78
674,9783,Card Cloning,AI Alert,"Apr 08, 2020",Closed,11510.71
675,1592,Card Cloning,AI Alert,06-05-2022,Closed,16896.21
676,1593,Chargeabck Fraud,Customer Complaint,19-01-2019,Closed,10579.04
677,9788,Account Takeover,Manual Review,02-12-2024,Resolved,16480.79
678,1596,Account Takeover,AI Alert,23-12-2024,Closed,3757.11
679,9791,Chargeback Fraud,AI Alert,22-01-2019,Closed,3252.29
680,9793,Vishing,Customer Complaint,07-04-2021,Resolved,15587.47
681,1602,Account Takeover,Customer Complaint,09-09-2021,Resolved,6428.3
682,9795,Chargeback Fraud,AI Alert,30-08-2021,Resolved,7223.43
683,9796,Smishing,Manual Review,"Jun 08, 2024",Closed,554.46
684,1605,Vishing,Manual Review,01-02-2021,Closed,21026.67
685,1610,Phishing,Customer Complaint,31-10-2019,Investigating,17636.35
686,1616,Identity Theft,AI Alert,14-06-2019,Closed,1682.7
687,1617,Smishing,Manual Review,13-09-2024,Closed,6406.98
688,1619,Account Takeover,Manual Review,25-08-2020,Resolved,461.57
689,9811,Smishing,Manual Review,10-04-2020,Resolved,4868.41
690,9813,Chargeback Fraud,AI Alert,25-06-2022,Closed,14511.36
691,1622,Account Takeover,AI Alert,19-03-2023,Resolved,3365.76
692,9816,Card Cloning,AI Alert,13-04-2021,Closed,5466.58
693,1625,Identity Theft,Manual Review,16-04-2022,Resolved,3590.35
694,1627,Account Takeover,AI Alert,24-02-2025,Resolved,3456.44
695,9819,Phishing,Customer Complaint,10-01-2022,Closed,11900.28
696,1632,Smishing,Manual Review,31-07-2023,Investigating,4158.46
697,12140,Chargeback Fraud,Customer Complaint,07-06-2024,Resolved,5865.95
698,1636,Card Cloning,Customer Complaint,29-06-2025,Resolved,6181.95
699,9830,Vishing,Customer Complaint,20-12-2022,Investigating,5838.09
700,9832,Phishing,AI Alert,02-01-2019,Resolved,15510.5
701,1642,Vishing,AI Alert,01-12-2024,Resolved,9920.53
702,1644,Chargeback Fraud,Customer Complaint,07-01-2022,Investigating,5979.32
703,1648,Card Cloning,Manual Review,28-05-2022,Closed,"4,164.78"
704,1650,Account Takeover,Manual Review,23-04-2020,Investigating,3347.09
705,9843,Chargeback Fraud,AI Alert,27-05-2025,Investigating,14870.16
706,9848,Account Takeover,Customer Complaint,11-03-2022,Closed,7493.19
707,1656,Phishing,Manual Review,11-11-2021,Closed,4075.67
708,1658,Card Cloning,Customer Complaint,23-09-2024,Investigating,1490.46
709,1664,Card Cloning,Manual Review,14-06-2022,Closed,2510.14
710,1665,Identity Theft,Manual Review,28-10-2019,Investigating,9039.96
711,1667,Identity Theft,AI Alert,"Aug 01, 2023",Investigating,"11,168.21"
712,1668,Card Cloning,AI Alert,25-10-2025,Resolved,5503.75
713,9862,Account Takeover,Manual Review,27-06-2019,Investigating,"4,469.31"
714,1671,Chargeback Fraud,Customer Complaint,13-08-2021,Resolved,3527.47
715,1670,Vishing,AI Alert,27-12-2022,Resolved,10736.4
716,9870,Vishing,Customer Complaint,21-06-2019,Closed,16444.55
717,9871,Card Cloning,Customer Complaint,21-11-2024,Closed,1295.66
718,9876,Chargeback Fraud,Customer Complaint,"Jan 30, 2023",Resolved,10368.68
719,1686,Chargeback Fraud,Customer Complaint,19-11-2021,Closed,5152.01
720,9879,Phishing,Manual Review,09-08-2020,Investigating,12964.71
721,9880,Phishing,AI Alert,09-03-2020,Investigating,8856.29
722,9887,Vishing,Manual Review,"Jul 13, 2025",Closed,16657.26
723,9889,Chargeback Fraud,Manual Review,14-02-2024,Closed,23777.68
724,9893,Identity Theft,AI Alert,31-05-2022,Resolved,3841.74
725,1706,Chargeback Fraud,AI Alert,26-02-2020,Resolved,12677.37
726,9898,Card Cloning,Customer Complaint,15-01-2020,Resolved,"11,334.82"
727,1710,Vishing,AI Alert,03-06-2021,Investigating,8207.54
728,9906,Smishing,AI Alert,22-01-2024,Resolved,3471.76
729,9910,Chargeback Fraud,Manual Review,"Oct 22, 2020",Closed,1055.65
730,9911,Identity Theft,AI Alert,09-05-2019,Closed,11939.95
731,12067,Chargeback Fraud,Customer Complaint,29-10-2020,RESOLVED,4577.15
732,9914,CardC loning,AI Alert,03-03-2022,Resolved,14018.68
733,1726,Chargeback Fraud,Customer Complaint,03-04-2025,Closed,"2,755.48"
734,1728,Chargeback Fraud,Manual Review,20-10-2024,Investigating,9359.78
735,1730,Phishing,Customer Complaint,27-03-2020,Closed,9488.22
736,9925,Account Takeover,Customer Complaint,21-07-2019,Investigating,16040.55
737,9926,Phishing,Customer Complaint,24-01-2021,Closed,7955.41
738,9931,Account Takeover,Manual Review,18-08-2022,Investigating,6716.72
739,1741,Identity Theft,AI Alert,29-04-2025,Closed,10842.62
740,9935,Chargeback Fraud,Customer Complaint,28-02-2019,Resolved,3517.91
741,9945,Charegback Fraud,Customer Complaint,24-04-2021,Investigating,"4,566.81"
742,1753,Card Cloning,Manual Review,04-06-2023,Closed,1623.99
743,1756,Vishing,Customer Complaint,02-01-2024,Resolved,3721.88
744,1757,Card Cloning,AI Alert,26-05-2023,Resolved,14086.3
745,9950,Identity Theft,Manual Review,09-05-2022,Closed,511.43
746,9951,Phishing,Manual Review,05-10-2019,Resolved,18679.79
747,9948,Card Cloning,AI Alert,25-11-2024,Investigating,507.66
748,1761,Card Cloning,Customer Complaint,"Feb 11, 2024",Resolved,"2,279.53"
749,1764,Smishing,Customer Complaint,26-06-2024,Investigating,9251.17
750,1766,Phishing,AI Alert,03-04-2020,Closed,19913.43
751,1768,Card Cloning,AI Alert,24-01-2019,Resolved,10218.87
752,9962,Chargeback Fraud,Customer Complaint,14-12-2023,Resolved,7989.24
753,9963,Account Takeover,Manual Review,15-01-2021,Investigating,540.34
754,1774,Phishing,AI Alert,01-11-2020,Closed,5138.62
755,1777,Card Cloning,Manual Review,"Mar 01, 2019",Resolved,20409.72
756,9970,Chargeback Fraud,Manual Review,19-05-2024,Resolved,6047.88
757,1778,Vishing,AI Alert,03-01-2025,Closed,4763.25
758,9972,Smishing,Customer Complaint,13-10-2024,Closed,7633.88
759,1789,Vishing,Customer Complaint,"Apr 09, 2019", Investigating,583.7
760,9982,Chargeback Fraud,AI Alert,06-04-2023,Investigating,5178.07
761,1792,Account Takeover,AI Alert,07-09-2022,Investigating,13728.42
762,9984,Card Cloning,AI Alert,29-06-2022,Closed,15603.38
763,9985,Card Cloning,AI Alert,02-04-2020,Resolved,8997.14
764,1796,Chargeback Fradu,AI Alert,19-11-2022,Resolved,8723.77
765,1799,Vishing,AI Alert,30-09-2020,Investigating,16945.34
766,1800,Smishing,Manual Review,"Dec 26, 2022",Closed,"12,147.55"
767,9995,Chargeback Fraud,Manual Review,31-03-2025,Resolved,14367.64
768,1806,Card Cloning,AI Alert,05-11-2024,Closed,4596.75
769,10003,Vishing,AI Alert,20-01-2020,Resolved,"10,145.97"
770,10007,Card Cloning,AI Alert,30-03-2020,Resolved,4195.3
771,1817,Smishing,Manual Review,26-02-2024,Investigating,2772.13
772,1820,Account Takeover,Customer Complaint,08-06-2022,Investigating,25539.8
773,10015,Card Cloning,Manual Review,18-02-2023,Resolved,"2,606.55"
774,1826,Chargeback Fraud,Customer Complaint,20-01-2021,Resolved,16497.13
775,1828,Card Cloning,Customer Complaint,22-08-2019,Investigating,"9,976.97"
776,1833,Identity Theft,Customer Complaint,16-03-2022,Closed,29473.41
777,1834,Identity Theft,AI Alert,29-11-2020,Resolved,5129.19
778,1838,Phishing,Manual Review,13-12-2019,Resolved,10503.16
779,1839,Account Takeover,Customer Complaint,24-01-2023,Resolved,3712.44
780,10030,Account Takeover,Customer Complaint,"May 16, 2019",Resolved,6972.5
781,1844,Smishing,AI Alert,"Mar 28, 2020",Resolved,18696.55
782,10037,Chargeback Fraud,Customer Complaint,23-01-2020,Investigating,8731.45
783,12122,Card Cloning,AI Alert,14-08-2022,Investigating,2352.57
784,1845,Vishing,AI Alert,04-01-2023, Resolved,23193.06
785,1851,Vishing,Manual Review,23-06-2025,Resolved,6773.9
786,1855,Vishing,Manual Review,"Nov 07, 2019",Resolved,11408.02
787,10050,Account Takeover,AI Alert,16-06-2020,Investigating,4899.67
