account_id,customer_id,branch_id,account_type,opening_date,balance,status
1129,1826,93,Savings,01-06-2019,112.57,Suspended
1130,516,14,Savings,06-04-2013,36.04,Closed
1131,3350,180,Credit Card,07-09-2015,120.27,Closed
1132,388,67,Current,17-07-2018,36.14,Closed
1133,2122,4,Current,26-11-2020,38.82,Suspended
1134,2818,94,Laon,20-04-2018,148.04,Suspended
1135,459,28,Credit Card,13-10-2014,172,Suspended
1136,1988,84,Current,03-02-2014,258.79,Closed
1137,3526,27,Savings,"Jan 24, 2025",145.96,Closed
1138,383,174,Credit Card,26-08-2025,31.54,Suspended
1139,2659,91,Loan,27-08-2023,46.88,Active
1140,3588,153,Loan,25-02-2024,256.32,Closed
1141,3716,149,Savings,17-06-2016,354.74,Active
1142,877,196,Saivngs,20-08-2023,142.6,Closed
1143,81,58,Loan,15-11-2018,25.68,Closed
1144,3147,100,Savings,07-08-2014,104.5,Closed
1145,1200,45,Loan,10-09-2024,158.92,Active
1146,1915,181,Credit Card,31-10-2015,251.62,Closed
1147,3383,158,Current,15-01-2023,35.13,Suspended
1148,3738,24,Savings,05-08-2017,53.07,Suspended
1149,2053,181,Loan,29-06-2021,146.36,Closed
1150,1418,183,Loan,26-02-2019,36.55,Suspended
1151,2434,60,Loan,10-12-2015,97.84,Active
1152,717,134,Current,19-02-2021,456.35,Closed
1153,725,122,Loan,"Oct 05, 2020",105.44,  Closed  
1154,6,120,Lona,01-05-2020,382.58,Suspended
1155,2092,120,Current,31-07-2018,55.98,Suspended
1156,355,35,Credit Card,12-10-2013,14.03,suspended
1157,3613,70,Current,13-08-2021,22.74,Closed
1158,1191,25,Currnet,26-08-2017,124.48,Suspended
1159,3381,44,Savings,04-12-2013,131.22,Suspended
1160,2580,156,Loan,"Mar 06, 2016",88.52,Active
1161,2466,160,Loan,25-09-2020,41.96,Active
1162,2507,142,Loan,10-05-2022,35.37,  Suspended  
1163,1210,99,Savings,08-08-2017,26.69,Closed
1164,3216,62,Loan,14-09-2014,74.88,Closed
1165,2272,129,Current,10-04-2012,591.58,Active
1166,2072,78,Savings,02-07-2019,45.7,Active
1167,3393,2,Savings,15-03-2013,63.43,Closed
1168,3204,24,Curretn,19-03-2025,33.53,Active
1169,3546,160,Credit Card,02-02-2012,10.12,Active
1170,2665,109,Current,05-11-2012,6.54,Closed
1171,3753,191,Loan,18-12-2013,41.22,Suspended
1172,2800,77,Savings,06-09-2024,62.96,Closed
1173,1808,51,Loan,26-06-2021,112.89,Suspended
1174,2715,5,Loan,10-12-2014,764.32,Active
1175,1565,70,Current,24-08-2023,99.58,Suspended
1176,1250,59,Credit Card,30-03-2022,1212.44,Active
1177,946,193,Current,19-05-2025,32.98,Closed
1178,1545,38,Loan,18-08-2014,29.19,Suspended
1179,2219,2,Credit Card,04-07-2022,50.42,Active
1180,2836,127,Loan,18-10-2025,119.61,Active
1181,2699,148,Loan,26-08-2018,189.7,Closed
1182,2299,10,Crurent,26-04-2018,88.79,Suspended
1183,3784,18,Current,12-10-2023,54.02,Active
1184,2840,45,Savings,22-06-2022,269.88,Suspended
1185,1083,152,Savings,10-10-2018,52.62,Suspended
1186,648,144,Credit Card,16-09-2014,246.91,Suspended
1187,3559,27,Loan,"Apr 25, 2020",105.52,Suspended
1188,1675,28,Savings,16-03-2015,167.05,Active
1189,2352,129,Savings,05-11-2017,326.54,Active
1190,2209,165,Savings,25-10-2021,69.18,Active
1191,3398,109,Savings,29-07-2025,71.84,Closed
1192,211,8,Credit Card,03-06-2025,97.06,Active
1193,2130,15,Loan,12-01-2019,24.55,Closed
1194,3617,168,Savings,02-07-2013,50.2,Closed
1195,3674,102,Current,26-12-2018,112.28,Active
1196,677,45,Credit Card,17-09-2018,213.82,Suspended
1197,3030,185,Current,26-07-2025,128.59,Active
1198,2004,115,Loan,15-07-2012,268.39,Suspended
1199,3072,188,Current,06-06-2019,63.37,Suspended
1200,3640,60,Credit Card,29-11-2016,31.67,Active
1201,3791,46,Loan,09-12-2019,39.84,Closed
1202,3599,169,Credit Card,29-02-2024,2.95,Active
1203,3289,49,Savings,26-06-2012,1324.13,Suspended
1204,2228,19,Laon,11-08-2015,25.21,Suspended
1205,3186,81,Loan,09-06-2024,71.92,Closed
1206,3835,132,Savigns,04-05-2019,323.46,Closed
1207,3391,144,Savings,14-08-2021,135.15,Suspended
1208,2677,196,Loan,28-05-2017,292.5,Active
1209,3851,55,Credit Card,16-02-2013,236.61,Active
1210,3824,180,Credit Card,15-04-2017,40.62,Closed
1211,1614,192,Lona,04-08-2018,7.46,Closed
1212,2042,78,Loan,15-05-2023,239.21,Active
1213,1827,42,Savings,08-03-2017,51.66,Closed
1214,3437,111,Savings,26-03-2016,33.17,Active
1215,322,138,Loan,07-04-2017,24.57,Closed
1216,3531,84,Current,29-07-2020,92.33,Suspended
1217,2235,80,Credit Card,22-01-2025,402.33,Closed
1218,3677,143,Savings,26-11-2014,8.67,Closed
1219,3580,134,Credit Card,13-08-2025,47.95,Active
1220,1524,71,Loan,04-02-2017,284.23,Active
1221,2717,187,Credit Card,16-12-2023,99.57,Suspended
1222,826,166,Savings,03-12-2024,33.1,Active
1223,3458,145,Savings,14-03-2020,173.47,Active
1224,988,11,Loan,03-05-2013,192.11,Closed
1225,100,138,aSvings,18-10-2023,25.75,Closed
1226,3744,16,Credit Card,13-09-2016,250.14,Active
1227,3268,165,Savings,12-05-2016,134.3,Active
1228,3818,46,Savings,15-09-2014,95.46,  Suspended  
1229,2997,60,Current,11-10-2014,470.39,Active
1230,42,2,Credit Card,01-01-2016,24.5,Active
1231,2381,48,Loan,27-02-2025,28.59,Closed
1232,4057,159,Current,01-02-2025,116.17,Suspended
1233,368,115,Current,14-09-2013,45.43,Suspended
1234,4003,59,Current,20-07-2015,5.75,Active
1235,1846,13,Current,01-11-2019,148.11,Closed
1236,2314,49,Current,07-11-2022,162.76,Active
1237,969,15,Savings,19-07-2025,144.2,Active
1238,2385,61,Savings,11-02-2016,238.93,Suspended
1239,1752,5,Loan,22-02-2023,32.76,Suspended
1240,910,114,Current,21-10-2020,279.55,Active
1241,1558,40,Laon,02-06-2012,76.41,Closed
1242,3043,47,Current,27-05-2025,92.05,Closed
1243,3045,77,Credit Card,01-02-2018,144,Active
1244,947,188,Loan,04-09-2016,259.76,Active
1245,1270,168,Credit Card,28-07-2013,168.44,Active
1246,1134,183,Credit Card,09-09-2013,103.34,Active
1247,1507,162,Savigns,30-06-2012,162.65,Closed
1248,1901,171,Current,03-02-2023,220.55,Suspended
1249,734,105,Current,27-10-2020,76.4,Active
1250,2332,123,Credit Card,22-12-2020,145.07,Suspended
1251,889,6,Loan,21-12-2022,358.93,Suspended
1252,3515,88,Savings,07-06-2012,85.65,Closed
1253,2318,96,Loan,21-08-2014,101.13,Active
1254,341,195,Loan,25-08-2016,45.79,Active
1255,2559,136,Crurent,09-12-2020,47.41,Suspended
1256,3982,165,Savings,08-04-2020,75.63,Suspended
1257,1221,124,Credit Card,05-01-2016,94.42,Active
1258,905,139,Curretn,"Apr 10, 2025",38.1,Closed
1259,3510,180,Savings,08-12-2013,123.41,Suspended
1260,3570,104,Loan,14-07-2016,70.55,Active
1261,1279,115,Savings,15-05-2022,254.15,Closed
1262,3691,11,Current,11-09-2015,118.84,Suspended
1263,1164,73,Savings,27-05-2014,69.73,Suspended
1264,4020,3,Lona,"Nov 08, 2024",382.09,Suspended
1265,138,128,Cerdit Card,16-10-2013,41,Active
1266,123,22,Current,25-04-2019,53.66,Suspended
1267,3559,80,Savigns,15-09-2015,31.53,Closed
1268,3498,71,Savings,02-02-2023,75.72,Suspended
1269,3956,133,Credit Card,25-05-2020,4.88,Active
1270,3351,23,Savings,08-04-2016,69.15,Closed
1271,633,98,Current,04-12-2012,96.41,Suspended 
1272,1871,103,Savings,13-02-2020,33.65,Closed
1273,1541,73,Current,21-04-2017,37.05,Active
1274,489,4,Current,12-08-2014,236.25,Suspended
1275,3761,195,Current,09-03-2023,119.54,Active
1276,3172,88,Current,21-01-2015,241.75,Closed
1277,1824,108,Savigns,30-01-2022,96.42,Closed
1278,1643,137,Loan,27-12-2013,141.96,Closed
1279,693,127,Loan,27-12-2016,13.73,Suspended
1280,2150,142,Credit Card,05-08-2016,12.91,Active
1281,1519,11,Credit Card,27-12-2021,116.9,Active
1282,2458,103,Currnet,31-12-2017,114.41,Active
1283,993,99,Svaings,16-06-2019,98.1,Active
1284,3792,197,Current,17-08-2013,73.34,Suspended
1285,2016,15,Loan,26-08-2014,205.03,Active
1286,949,114,Current,20-05-2024,76.02,Closed
1287,1354,73,Savings,"Jun 12, 2023",20.46,Active
1288,1819,135,Loan,03-03-2016,249.24,Suspended
1289,3125,16,Loan,"Mar 25, 2023",248.78,Active
1290,3423,61,Savinsg,05-02-2024,51.67,Active
1291,2535,17,Current,22-09-2020,123.02,Suspended
1292,1337,162,Savings,25-09-2018,81.48,Suspended
1293,3181,57,Savings,20-08-2025,37.88,Active
1294,3012,182,Loan,03-12-2024,51.09,Closed
1295,1698,66,Loan,26-12-2017,94.76,Active
1296,803,30,Current,08-03-2016,110.55,Suspended
1297,412,193,Loan,"Aug 14, 2025",76.16,Active
1298,3132,11,Credit Card,31-12-2015,56.98,Suspended
1299,137,103,Current,05-08-2022,95.52,Suspended
1300,3439,163,Savings,29-04-2023,103.19,Suspended
1301,1020,91,Current,23-02-2013,94.74,Closed
1302,2269,67,Savings,04-11-2020,56.4,Active
1303,675,10,Loan,03-03-2014,112.13,Suspended
1304,1672,83,Savings,"May 21, 2014",560.14,Active
1305,1969,188,Loan,31-05-2019,111.54,Suspended
1306,3720,147,Credit Card,09-03-2025,85.11,Closed
1307,6,186,Loan,10-11-2015,164.7,Closed
1308,2382,111,Savings,07-02-2015,39.21,Suspended
1309,1816,61,Savings,28-04-2024,438.89,Suspended
1310,4040,35,Savings,15-05-2022,64.86,Closed
1311,278,157,Current,15-04-2020,523.04,Suspended
1312,1012,167,Savings,"Apr 22, 2018",42.26,Active
1313,1515,92,Loan,09-04-2025,46.22,Closed
1314,544,79,Current,22-07-2020,97.29,Active
1315,3849,106,Crurent,05-06-2014,287.92,  Suspended  
1316,1677,5,Credit Card,25-12-2018,140.78,Closed
1317,1024,191,Credit Card,05-05-2015,143.79,Closed
1318,37,40,Savinsg,30-09-2022,54.48,Suspended
1319,2679,178,Savings,28-05-2019,14.49,Closed
1320,2948,20,Credit Card,26-12-2012,27.95,Suspended
1321,936,88,Credit Card,29-11-2013,290.02,Active
1322,999,105,Loan,18-07-2018,28.57,Active
1323,2357,187,Loan,01-07-2018,117.25,Suspended
1324,1106,19,Current,16-11-2018,17.03,Active
1325,889,144,Current,28-05-2018,48.86,Closed
1326,2823,8,Savings,13-05-2015,2403.66,Suspended
1327,2933,191,Savings,05-01-2019,45.44,Closed
1328,2782,163,Loan,04-03-2018,192.86,Active
1329,1115,47,Savings,30-11-2014,14.89,Closed
1330,3634,118,Loan,30-12-2013,60.7,Closed
1331,437,63,Savings,15-01-2025,22.02,Closed
1332,1368,93,Loan,24-09-2019,18.06,Active
1333,2311,156,Credit Card,24-07-2018,121.19,Active
1334,2251,42,Savings,16-01-2018,320.47,Suspended
1335,3255,3,Savings,25-12-2014,409.76,closed
1336,2507,145,Current,04-05-2022,49.22,Active
1337,3587,76,Current,11-06-2024,70.96,Suspended
1338,971,43,Loan,17-08-2021,123.65,Suspended
1339,2702,147,Savings,11-02-2016,153.83,Suspended
1340,597,110,Loan,27-10-2013,277.62,Closed
1341,3045,35,Credit Card,"Mar 13, 2024",54.94,Suspended
1342,2462,194,Loan,09-09-2016,46.85,Closed
1343,2275,30,Credit Card,08-05-2012,108.44,Active
1344,1406,185,Loan,16-11-2023,306.36,Active
1345,3675,123,Credit Card,11-03-2013,63.09,Closed
1346,3315,185,Current,06-12-2012,71.33,Active
1347,3145,60,Loan,27-05-2017,68.76,Active
1348,3583,79,Crdeit Card,01-06-2022,296.63,Active
1349,1106,22,Credit Card,02-08-2021,38.16,Suspended
1350,356,148,Loan,31-08-2015,169.23,Suspended
1351,2458,136,Loan,11-07-2013,231.2,Active
1352,2358,198,Credit Card,02-05-2016,134.81,Closed
1353,1711,191,Credit Card,"May 01, 2016",277.37,Closed
1354,463,113,Loan,12-03-2016,95.81,active
1355,3050,86,Savings,26-06-2017,87.12,Closed
1356,2471,177,Loan,20-12-2018,83.27,ACTIVE
1357,2393,174,Current,"Nov 01, 2025",47.54,Suspended
1358,1131,187,Current,05-02-2021,302.43,Closed
1359,729,46,Savings,15-04-2012,16.75,Closed
1360,3576,170,Current,11-07-2016,30.25,Active
1361,3401,140,Credit Card,05-03-2020,82.14,Active 
1362,3902,43,Current,11-11-2020,41.64,Suspended
1363,4031,168,Credit Card,23-09-2016,28.85,Suspended
1364,3085,49,Current,18-07-2017,89.77,Suspended
1365,3388,49,Loan,02-08-2013,63.58,Closed
1366,2638,172,Loan,18-04-2021,238.54,Active
1367,3767,72,Loan,01-01-2020,66.07,Active
1368,3695,124,Savings,18-12-2017,66.24,Suspended
1369,1541,177,Current,09-06-2018,91.5,Active
1370,2092,144,Current,03-05-2014,55.43,Active
1371,3661,101,Current,12-03-2021,200.02,Closed
1372,3804,27,Credit Card,07-01-2015,44.04,Suspended
1373,3069,6,Loan,27-10-2018,637.06,Active
1374,3305,95,Current,23-11-2016,102.02,Closed
1375,1767,12,Credit Card,23-07-2012,93.08,Suspended
1376,220,42,Loan,19-02-2021,62.55,Closed
1377,1013,77,Loan,29-08-2012,96.91,Closed
1378,3886,160,Current,29-05-2023,38.83,ACTIVE
1379,1355,110,Savings,03-11-2014,180.42,Active
1380,2452,26,Credit Card,02-07-2014,107.1,Active
1381,2000,193,Savings,21-07-2024,59.85,Closed
1382,1822,61,Savings,08-03-2013,121.62,Suspended
1383,2266,58,Current,03-01-2019,115.54,Suspended
1384,1791,9,Loan,"May 09, 2017",21.2,Active
1385,1193,48,Credit Card,04-10-2020,112.24,Closed
1386,3594,49,Loan,15-06-2019,111.55,Suspended
1387,2838,166,Credit Card,26-04-2021,76.66,Active
1388,975,128,Loan,12-09-2023,42.62,Closed
1389,1940,55,Loan,28-05-2017,22.92,Active
1390,2112,112,Savings,27-11-2015,-547.69,Active
1391,3127,167,Current,24-08-2017,118.9,Suspended
1392,3629,63,Savings,17-08-2012,-182.9,Closed
1393,1117,44,Savings,27-03-2022,213.41,Suspended
1394,2318,41,Loan,21-11-2018,43.57,Active
1395,1240,176,Credit Card,13-02-2015,176.91,Active
1396,191,189,Credit Card,24-05-2025,85.06,Active
1397,1643,72,Credit Card,16-05-2021,23.55,Active
1398,1420,93,Current,11-05-2023,34.99,Suspended
1399,94,173,Loan,06-11-2015,51.87,Suspended
1400,565,186,Current,11-04-2018,141.7,Suspended
1401,225,52,Savings,16-12-2015,24.27,Suspended
1402,2964,159,Current,31-07-2021,62.04,Active
1403,588,170,Lona,14-08-2024,558.72,Active
1404,150,41,Current,23-05-2025,267.31,Closed
1405,3673,68,Savnigs,17-01-2013,209.85,Closed
1406,459,48,Current,03-02-2015,291.76,Active
1407,2258,54,Credit Card,18-12-2013,26.9,Active
1408,2996,183,Loan,05-07-2020,74.11,Active
1409,1377,119,Savings,23-06-2012,79.99,Suspended
1410,2534,119,Current,29-12-2019,37.66,Closed
1411,478,180,Credit Card,"Oct 01, 2025",34.23,Closed
1412,57,130,Savings,12-02-2021,192.8,Active
1413,2527,9,Current,14-04-2013,115.34,Closed
1414,184,138,Loan,30-03-2020,310.09,Suspended
1415,2660,125,Credit Card,05-07-2012,59.22,Closed
1416,1724,122,Savings,26-09-2023,222.46,Active
1417,1404,61,Current,04-01-2019,184.89,Closed
1418,2878,160,Current,02-07-2025,50.61,Suspended
1419,612,156,Savings,20-03-2016,131.42,Suspended
1420,2590,198,Loan,08-04-2013,26.22,Closed
1421,3892,120,Lona,01-08-2015,173.35,Active
1422,3809,175,Loan,22-09-2024,171.65,Closed
1423,1428,71,Current,02-11-2013,199.95,Suspended
1424,3227,3,Loan,22-09-2013,9.51,Closed
1425,3434,110,Credit Card,22-12-2021,58.53,Active
1426,1944,178,Current,"Nov 05, 2014",120.14,Active
1427,3685,120,Loan,08-07-2015,63.41, Suspended
1428,3125,50,Credit Card,07-03-2019,85.66,Suspended
1429,3530,179,Savings,27-06-2014,135.5,Active
1430,2524,164,Savings,25-04-2015,51.07,Active
1431,244,47,Credit Card,19-05-2025,41.64,Active
1432,881,65,Credit Card,12-02-2017,109.54,Suspended
1433,2942,85,Credit Card,"Apr 09, 2017",159.2,Suspended
1434,3130,174,Credit Cadr,"May 20, 2012",174.96,Active
1435,3928,179,Savings,17-12-2022,62.95,Suspended
1436,1357,57,Savings,04-02-2017,36.12,Closed
1437,1563,158,Current,29-06-2023,25.88, Closed
1438,22,200,Savings,25-12-2012,42.94,Active
1439,266,144,oLan,19-02-2012,172.49,Closed
1440,2069,9,Savings,14-09-2025,149.66,Active
1441,119,105,Loan,16-09-2022,222.97,Closed
1442,3383,21,Savings,20-01-2024,156.53,Active
1443,884,46,Savigns,03-01-2013,-73.8,Closed
1444,1479,67,Curernt,23-01-2018,167.59,Suspended
1445,2108,42,Loan,28-08-2022,116.27,SUSPENDED
1446,2335,93,Savings,05-04-2012,131.77,Closed
1447,2463,42,Savings,27-07-2017,43.84,Suspended
1448,1889,137,Current,08-09-2015,142.83,Active
1449,1310,10,Credit Card,09-09-2016,20.11,Closed
1450,2717,136,Current,20-04-2019,125.15,Closed
1451,3427,59,Current,14-11-2023,165.23,Closed
1452,3247,190,Loan,02-01-2021,78.52,Active
1453,1496,9,Credit Card,14-12-2016,153.86,Closed
1454,72,156,Loan,01-08-2013,61.43,Active
1455,1501,62,Credit Card,29-10-2021,58.58,Active
1456,1044,80,Current,04-03-2025,53.46,Closed
1457,3127,86,Savings,28-11-2023,68.06,Active
1458,2351,188,uCrrent,11-11-2023,50.18,Suspended
1459,3753,191,Current,07-08-2012,250.02,Closed
1460,3034,159,Current,26-10-2013,16.01,Active
1461,639,51,Credit Card,04-02-2019,101.62,Closed
1462,1584,56,Loan,09-05-2022,105.03,Closed
1463,3809,196,Credit Card,25-03-2025,172.65,Suspended
1464,997,194,Loan,02-08-2020,211.04,Active
1465,888,82,Curretn,20-02-2022,212.46,Suspended
1466,2385,183,Crurent,01-02-2023,66.29,Active
1467,2298,100,Savings,29-07-2025,261.07,Closed
1468,889,85,Current,10-02-2020,36.64,  Closed  
1469,1801,27,Current,15-07-2016,49.44,Closed
1470,1907,41,Loan,19-03-2012,88.34,  Suspended  
1471,2687,38,Current,18-12-2024,68.31,SUSPENDED
1472,817,146,Credit Card,05-12-2013,83.45,Suspended
1473,1670,153,Loan,15-07-2021,56.48,Closed
1474,1221,142,Savings,02-10-2017,107.98,Active
1475,738,101,Loan,15-05-2017,324.86,Closed
1476,3258,90,Currnet,20-08-2015,75.14,Active
1477,3448,3,Loan,07-12-2019,77.18,Closed
1478,2250,168,Savings,22-03-2024,74.17,Suspended
1479,3873,54,Savings,04-07-2012,258.26,Suspended
1480,1778,106,Loan,15-11-2017,89.35,Closed
1481,3342,37,Current,20-12-2015,789.73,Active
1482,4049,179,Loan,23-05-2017,152.49,Closed
1483,3735,28,Savinsg,19-09-2019,46.28,Active
1484,2703,175,Loan,23-11-2020,5.26,Suspended
1485,3513,190,Crurent,05-08-2015,53.08,Active
1486,1573,3,Current,28-12-2013,194.33,Active
1487,1766,198,Savinsg,22-10-2019,703.64,Active
1488,636,109,Current,12-01-2020,35.69,Suspended
1489,858,83,Credit Card,08-01-2015,135.85,Suspended
1490,379,11,Current,04-02-2024,33.26,Active
1491,370,23,Loan,19-02-2017,19.68,  Active  
1492,921,131,Credit Card,17-11-2016,315.49,Active
1493,225,90,Savings,18-09-2019,166.4,Suspended
1494,3326,155,Savings,07-10-2015,41.77,Closed
1495,553,172,Current,10-08-2023,9.39,Active 
1496,137,56,Savings,24-10-2018,160.52,Closed
1497,2030,47,Savings,26-04-2019,8.67,Closed 
1498,557,94,Loan,30-12-2012,39.83,Active
1499,2682,126,Credit Card,20-02-2019,14.34,Active
1500,267,92,Loan,11-03-2023,24,Suspended
1501,463,95,Current,03-12-2023,47.31,Suspended
1502,3198,45,Loan,11-05-2021,99.18,Closed
1503,1229,42,Loan,27-06-2015,340.44,Closed
1504,1949,24,Savings,28-12-2022,172.23,Active
1505,3046,3,Credit Card,11-06-2020,76.2,Active
1506,236,175,Loan,02-07-2024,201.13,Closed
1507,2897,129,Current,"Nov 09, 2014",5.48,Closed
1508,1209,111,Svaings,25-06-2019,72.73,Closed
1509,2078,110,Credit Card,17-06-2021,183.63,Active
1510,2689,80,Credit Card,15-07-2025,74.54,Closed
1511,99,166,Credit Card,11-10-2016,43.31,Suspended
1512,952,70,Credit Card,22-12-2023,22.88,Suspended
1513,3300,22,Savings,04-07-2023,15.77,Closed
1514,1389,110,Current,27-06-2023,97.04,Closed
1515,1291,185,Credit Card,07-09-2015,220.2,Suspended
1516,3348,9,Laon,13-02-2016,54.43,Active
1517,1681,66,Current,02-02-2017,96.81,Active
1518,3973,87,Current,16-03-2015,14.42,Active
1519,4040,165,Savings,"Dec 24, 2013",25.08,Active
1520,1115,199,Savings,21-04-2020,93.32,Active
1521,1009,136,Savings,04-07-2014,21.33,Closed
1522,2826,62,Savings,25-02-2016,-161.79,Closed
1523,104,173,Savings,25-09-2019,42.75,Closed
1524,158,200,Loan,15-02-2023,303.46,Active
1525,2459,1,Credit Card,"Jan 20, 2014",33.91,Suspended
1526,1801,163,Credit Card,06-04-2023,74.03,closed
1527,905,103,Savings,08-07-2017,24.2,Suspended
1528,1647,53,Savings,29-06-2013,102.65,Closed
1529,3076,117,Credit Card,23-08-2020,38.18,Active
1530,1209,90,Savings,"Jan 14, 2020",201.4,Closed
1531,3944,152,Credit Card,17-10-2017,118.21,Closed
1532,2407,156,Loan,25-02-2012,268.73,Closed
1533,931,125,Loan,12-02-2021,134.2,Closed
1534,3334,85,Savings,14-01-2015,69.64,Closed
1535,3053,175,Savings,07-07-2022,91.71,Closed
1536,3714,68,Current,21-08-2020,238.2,Active
1537,990,127,CreditC ard,06-05-2021,16.62,Closed
1538,2781,195,Current,07-12-2014,318.85,Active
1539,2855,133,Loan,22-12-2021,22.81,Suspended
1540,1613,159,Savings,25-11-2015,172.22,Suspended
1541,2084,145,Current,"Sep 17, 2023",100.02,  Active  
1542,1945,120,Loan,"Nov 21, 2013",577.22,Suspended
1543,2804,37,Current,"Aug 11, 2016",60.07,Closed
1544,2053,34,Savings,20-03-2021,103.26,Active
1545,808,164,Credit Card,20-04-2023,344.99,Active
1546,3572,112,Savings,08-05-2021,158.54,Suspended
1547,828,89,Credit Card,14-07-2020,231.18,Closed
1548,1667,129,Current,30-08-2012,99.44,Closed
1549,2243,176,Loan,03-04-2014,139.6,Active
1550,3553,37,Credit Card,"Jul 23, 2012",20.61,Suspended
1551,1996,78,Current,28-12-2013,15.02,Suspended
1552,3977,5,Savings,27-01-2019,86.94,Closed
1553,2203,112,Current,28-09-2019,72.8,active
1554,3296,99,Savinsg,23-09-2024,28.08,Closed
1555,632,121,Current,05-04-2017,38.35,Closed
1556,1773,57,Credit Card,28-06-2018,33.87,Closed
1557,2586,147,Credit Card,23-05-2014,9.73,Active
1558,4026,81,Loan,15-12-2017,71.5,Closed
1559,1431,143,Current,30-11-2014,40.79,Closed
1560,2493,156,Current,07-03-2014,13.17,Closed
1561,2467,129,Loan,01-07-2021,163.73,Closed
1562,2205,194,Loan,05-05-2020,26.51,Closed
1563,857,145,Current,14-07-2013,20.61,Suspended
1564,3241,55,Loan,17-10-2013,67.71,Suspended
1565,877,23,Credit Card,05-05-2016,46.1,Suspended
1566,1575,81,Credit Card,06-04-2018,32.96,Closed
1567,3518,70,Credit Card,18-10-2020,45.02,Active
1568,2049,80,Current,14-01-2015,29.95,Suspended
1569,2307,143,Loan,17-04-2024,51.59,Active
1570,3839,193,Loan,08-06-2022,21.75,Closed
1571,732,167,uCrrent,26-04-2022,290.54,Closed
1572,1349,107,Credit Card,02-08-2022,41,Active
1573,644,102,Svaings,05-09-2025,610.89,Closed
1574,3558,25,Loan,22-08-2023,90.08,Closed
1575,1191,1,Loan,23-09-2016,436.84,Closed
1576,2732,16,Loan,13-09-2020,50.25,Active
1577,2469,148,Credit Card,"Sep 11, 2019",97.05,Suspended
1578,2254,50,Loan,21-06-2016,63.33,Suspended
1579,2377,114,Current,04-08-2014,1268.83,Active
1580,2508,29,Credit Cadr,17-05-2019,14.18,Suspended
1581,2825,184,Credti Card,23-08-2022,70.16,Suspended
1582,1689,156,Savings,18-07-2014,229.68,Closed
1583,3851,16,Savings,21-11-2016,10.77,Active
1584,1589,106,Credit Card,12-02-2015,4.84,Closed
1585,1245,99,Credit Card,20-11-2019,540.72,Active
1586,1871,50,Credit Card,26-02-2018,38.25,Suspended
1587,578,97,Savings,28-06-2020,72.29,Active
1588,837,151,Credit Card,09-08-2014,13.47,Active
1589,3107,4,Credit Card,17-06-2014,214.89,Active
1590,1337,52,Current,10-12-2018,108.94,Suspended
1591,2022,147,Credit Card,26-07-2020,138.35,Closed
1592,2510,168,Savings,19-09-2013,152.82,Suspended
1593,2724,104,Savings,12-11-2020,92.47,Active
1594,43,136,Savings,18-09-2016,26.24,Suspended
1595,2517,90,Savnigs,16-10-2024,102.73,Closed
1596,2252,157,Current,25-12-2019,76.08,  Closed  
1597,46,168,Savings,09-06-2024,-19.02,Closed
1598,963,85,Loan,03-04-2023,198.11,Closed
1599,1210,86,Loan,30-12-2012,263.36,Active
1600,3182,66,Credit Card,24-10-2017,282.52,Active
1601,3293,39,Current,23-06-2025,75.67,Suspended
1602,491,20,Current,11-05-2024,12.78,Closed
1603,3264,93,Savings,22-03-2020,15.87,Closed
1604,1719,182,Savings,28-02-2022,89.03,Suspended
1605,278,79,Credit Card,17-09-2012,194.62,Active
1606,155,41,Current,"Sep 13, 2018",206.25,Closed
1607,3889,6,Current,24-02-2023,120.01,Closed
1608,926,127,Current,27-04-2012,24.49,Active
1609,1752,20,Savings,06-02-2021,53.64,Closed
1610,2021,112,Savings,13-05-2020,53.66,Closed
1611,684,196,Credit Card,04-11-2018,26.86,Active
1612,3273,174,Creidt Card,14-01-2012,43.25,Active
1613,882,168,Current,17-06-2022,58.15,Closed
1614,1099,47,Credit Card,29-08-2023,86.17,Active
1615,689,45,Credit Card,05-01-2014,18.27,Suspended
1616,3967,187,Current,28-02-2017,109.75,Closed 
1617,3512,107,Credit Card,09-07-2024,43.77,Active
1618,2223,103,Savigns,07-01-2019,22.74,Closed
1619,1169,179,Credit Card,30-08-2013,52.87,Active
1620,1097,169,Current,06-11-2018,45.84,Suspended
1621,2777,30,Credit Card,22-06-2018,129.53,Active
1622,1494,20,Loan,13-07-2023,77.28,Active
1623,3279,62,Credit Card,11-03-2014,183.05,Closed
1624,1620,118,Current,04-04-2019,7.81,Active
1625,1286,11,Credit Card,15-09-2019,51.45,Closed
1626,3233,162,Current,08-12-2016,93.17,Active
1627,424,166,Savings,10-09-2017,454.97,Active
1628,1535,147,Credit Cadr,19-08-2020,90.75,CLOSED
1629,2592,114,Loan,14-05-2019,215.49,Suspended
1630,1856,134,Current,27-01-2020,75.31,Suspended
1631,3046,6,Credit Card,12-10-2021,184.14,Active
1632,889,14,Credit Card,08-11-2017,-25.9,Active
1633,890,8,Savings,19-11-2022,163.2,Active
1634,2191,109,Credit Card,06-08-2023,22.3,Active
1635,2580,20,Savings,21-04-2023,99.65,Suspended
1636,556,156,Savings,02-12-2013,301.65,Suspended
1637,1217,56,Current,16-06-2020,26.88,Suspended
1638,878,190,Credit Card,12-09-2022,123.31,Active
1639,2204,13,Loan,23-07-2021,45.46,Active
