card_id,customer_id,card_type,limit_amount,issue_date,is_active
1264,4030,Visa,66765.34,02-11-2016,1
1265,4003,MasterCard,10739.07,"Dec 22, 2022",1
1266,4018,Amex,187855.28,27-04-2020,1
1267,4008,Visa,253466.95,"Nov 15, 2017",1
1268,4024,MasterCard,109529.38,29-01-2016,1
1269,4019,Vsia,19934.55,26-10-2017,1
1270,4013,Visa,156634.42,06-04-2025,1
1271,4030,Amex,102492.03,18-01-2021,1
1272,4025,MasterCard,117218.36,16-02-2022,0
1273,4034,Amex,91554.61,03-07-2020,1
1274,4007,Visa,290813.47,13-02-2015,1
1275,4033,Visa,27890.14,13-10-2016,0
1276,4015,Amex,22379.69,07-08-2015,1
1277,4011,Visa,91860.91,02-01-2021,1
1278,4005,RuPay,255544.22,05-09-2024,1
1279,4014,Amxe,145825.86,25-05-2024,1
1280,4030,Visa,111578.95,11-06-2014,0
1281,4028,MasterCard,61669.42,15-04-2018,1
1282,4021,Visa,7753.21,09-10-2014,1
1283,4036,Visa,221211.91,25-07-2024,1
1284,4006,MasterCard,111296.56,24-08-2019,1
1285,4033,RuPay,117815.05,13-11-2014,1
1286,4038,Visa,45859.78,21-08-2016,1
1287,4013,RuPay,135020.65,08-02-2022,1
1288,4001,Visa,-86136.37,26-08-2020,0
1289,4026,RuPay,165125.65,"Jul 22, 2022",1
1290,4015,Visa,14218.15,06-02-2015,1
1291,4020,RPuay,121214.08,09-04-2017,1
1292,4014,RuPay,179734.8,30-06-2018,1
1293,4015,Visa,128581.44,31-01-2023,0
1294,4040,RuPay,171429.02,08-01-2020,1
1295,4004,MasterCard,139351.15,05-03-2020,1
1296,4012,Visa,168840.97,04-08-2016,0
1297,4014,Visa,167480.76,14-08-2020,1
1298,4039,RuaPy,106538.56,08-05-2015,1
1299,4039,Visa,116595.81,28-05-2022,0
1300,4012,RuPay,107371.07,24-07-2022,1
1301,4018,Amex,255920.67,"Aug 17, 2018",1
1302,4024,MasterCard,162796.26,01-04-2015,1
1303,4009,RuPay,148657.04,25-11-2016,1
1304,4014,Visa,"1,53,308.22",30-11-2014,1
1305,4025,Amex,78412.93,13-07-2014,1
1306,4020,RuPay,191857.29,24-03-2014,1
1307,4030,RuPay,14035,26-03-2014,0
1308,4031,RuPay,195922.35,"Feb 21, 2020",0
1309,4033,Visa,191380.82,07-03-2021,1
1310,4035,Amex,84076.22,15-02-2023,0
1311,4002,Amex,131832.27,24-05-2019,1
1312,4026,Amex,179214.17,22-12-2022,0
1313,4029,RuPay,100656.5,15-12-2018,1
1314,4026,Amex,120066.53,30-10-2025,0
1315,4032,Visa,252416.72,12-02-2023,1
1316,4031,MasterCard,59115.64,23-05-2022,1
1317,4021,Visa,292068.61,"Jun 09, 2025",0
1318,4010,MasterCard,84143.5,25-09-2014,1
1319,4032,Visa,101322.96,13-09-2022,0
1320,4019,MasterCard,128332.46,23-01-2025,0
1321,4028,Amex,171071.75,21-11-2016,1
1322,4032,RuPay,93629.6,16-09-2025,1
1323,4022,Amex,173444.24,16-03-2019,1
1324,4020,Amex,49237.23,10-04-2019,1
1325,4029,RuPay,138096.1,14-07-2022,0
1326,4038,RuPay,130526,23-08-2023,1
1327,4013,MasterCard,54204.92,"Jan 28, 2023",1
1328,4005,Amex,46574.4,29-12-2022,1
1329,4027,Amex,103885.88,10-02-2023,0
1330,4003,MasterCard,206110.82,22-08-2025,1
1331,4032,RuPay,244047.64,10-11-2019,1
1332,4033,MasterCard,"1,05,761.48",26-07-2018,1
1333,4034,Amex,25838.68,25-04-2020,1
1334,4032,Amex,96542.23,06-04-2023,0
1335,4038,Visa,41459.24,28-08-2015,NO
1336,4005,Visa,89510.55,19-05-2020,1
1337,4009,Vsia,122036.93,12-07-2014,1
1338,4029,Amex,65380.28,10-11-2022,1
1339,4040,Amex,160670.48,14-02-2024,0
1340,4026,Amex,-96805.02,16-09-2025,1
1341,4002,MasterCard,164700.12,02-03-2018,1
1342,4023,RuPay,274434.63,14-03-2014,0
1343,4033,Amex,177870.49,12-05-2024,0
1344,4015,Amex,51121.32,14-01-2022,1
1345,4001,Amex,95494.51,16-06-2015,1
1346,4015,MasterCard,140414.67,21-02-2018,1
1347,4036,Amex,37097.28,29-01-2023,1
1348,4037,Amex,290860.47,28-07-2022,0
1349,4025,Visa,154868.75,11-06-2014,1
1350,4016,RuPay,15511.13,16-08-2018,1
1351,4003,MasterCard,33520.31,21-09-2019,1
1352,4025,Amxe,175096.84,15-08-2014,1
1353,4007,MasterCard,277476.33,19-10-2018,0
1354,4032,MasterCard,145271.46,16-08-2015,1
1355,4035,RuPay,271924.23,01-12-2017,1
1356,4013,Visa,36620.32,07-08-2018,0
1357,4020,MasterCard,"2,367.72",29-09-2017,1
1358,4010,Visa,155121.48,05-05-2024,1
1359,4022,MastreCard,114261.32,11-06-2020,1
1360,4024,RuPay,163827.9,"Apr 08, 2019",1
1361,4014,Visa,118054.36,04-11-2024,1
1362,4032,Aemx,203088.9,23-12-2022,1
1363,4007,MasterCard,"54,829.36",01-03-2019,1
1364,4006,Visa,175542.24,19-07-2015,1
1365,4012,Amex,137010.3,25-07-2019,1
1366,4040,RuPay,236807.09,31-10-2020,1
1367,4015,MasterCard,170341.38,29-07-2014,0
1368,4018,Amex,36039.82,05-08-2018,0
1369,4029,Amex,115409.63,27-09-2014,0
1370,4002,Visa,86369.62,09-06-2019,0
1371,4020,RuPay,199892.63,30-08-2022,1
1372,4010,Amex,28034.94,20-01-2020,FALSE
1373,4034,RuPay,40329.23,26-12-2014,1
1374,4039,Amex,181807.53,25-05-2017,1
1375,4025,RuPay,211357.89,18-03-2021,1
1376,4004,Visa,213433.69,21-04-2025,1
1377,3267,Amex,34598.29,31-01-2019,1
1378,4017,Amex,62083.85,12-10-2022,1
1379,4023,Visa,205802.19,21-01-2020,NO
1380,4005,RuPay,58398.43,30-01-2023,1
1381,4011,MasterCard,118481.43,17-07-2014,1
1382,4022,RuPay,27283.75,"May 23, 2018",1
1383,4010,Visa,8893.45,"Dec 26, 2023",1
1384,4018,Visa,50572.5,04-01-2018,1
1385,4009,RuPay,90813.27,04-09-2014,1
1386,4019,Amex,66158.89,13-08-2017,1
1387,4024,RuPay,9919.8,27-05-2016,1
1388,4004,MasterCard,187389.68,03-04-2022,1
1389,4027,RuPay,34752.51,22-08-2015,1
1390,4019,MasterCard,148323.82,22-01-2020,1
1391,4004,RuPay,263486.76,07-06-2023,1
1392,4011,Amex,118637.07,01-02-2024,0
1393,4039,RuPay,156720.75,19-04-2025,1
1394,4035,Visa,184689.65,09-09-2015,1
1395,4013,Amex,193026.04,15-03-2019,1
1396,4018,RuPay,154605.56,20-03-2016,1
1397,4001,Visa,76478.63,19-10-2021,1
1398,4005,MasterCard,88676.51,07-07-2022,0
1399,4034,Visa,276198.99,12-02-2021,YES
1400,4020,MasterCard,31455.05,23-10-2015,1
1401,4016,Amex,39417.45,05-11-2014,1
1402,4021,Visa,109544.34,28-08-2024,1
1403,4017,MasterCard,213072.33,22-06-2016,1
1404,4002,RuPay,8675.38,16-06-2021,1
1405,4007,Visa,134641.65,02-07-2021,1
1406,4039,Visa,85940.89,26-06-2025,0
1407,4033,MasterCard,298293.22,27-06-2021,1
1408,4039,MasterCard,98538.96,22-08-2017,1
1409,4029,Visa,46429.69,06-12-2023,1
1410,4036,MasterCard,63767.73,14-11-2024,1
1411,4011,Visa,94071.3,16-02-2023,1
1412,4019,RuPay,41525.07,26-01-2022,1
1413,4025,RuPay,310152.24,16-03-2019,1
1414,4024,Amex,89706.53,10-04-2014,1
1415,4032,Visa,9571.65,06-02-2023,1
1416,4001,Visa,98315.94,29-09-2019,1
1417,4012,RuPay,27681.77,30-07-2014,1
1418,4031,Visa,37478.9,05-05-2014,1
1419,4020,MasterCard,58640.76,14-05-2014,1
1420,4004,RuPay,205619.96,06-01-2014,1
1421,4008,RuPay,200116.99,"Mar 17, 2022",1
1422,4019,Amex,187494.26,21-10-2016,1
1423,4004,MasterCard,50061.88,05-03-2017,1
1424,4005,Visa,39019.02,13-08-2022,1
1425,4015,MasterCard,51114.11,17-04-2014,0
1426,4031,Amex,265385.31,26-04-2023,1
1427,4010,MasterCard,132895.35,07-11-2021,1
1428,4010,Visa,211121.23,06-07-2019,1
1429,4032,MasterCard,258695.4,01-07-2022,1
1430,4033,Amex,21981.7,03-07-2019,0
1431,4022,MasterCard,72575.12,31-03-2015,1
1432,4021,Visa,39307.74,23-10-2015,1
1433,4001,MasterCard,-174029.37,07-01-2015,0
1434,4037,MasterCard,147716.93,03-12-2018,0
1435,4022,MasterCard,251054.43,29-04-2024,0
1436,4035,MasterCard,54.81,26-08-2018,1
1437,4021,MasterCard,"9,282.64",03-06-2019,1
1438,4029,Visa,74362.27,26-07-2017,0
1439,4013,MasterCard,21921.22,09-07-2022,0
1440,4016,RuPay,97081.32,31-10-2020,1
1441,4010,Visa,162861.84,14-07-2014,1
1442,4035,MasterCard,287836.35,15-08-2015,1
1443,4028,MasterCard,-159290.28,28-07-2020,1
1444,4008,Amex,51052.83,22-05-2024,1
1445,4006,RuPay,199881.19,16-08-2017,1
1446,4006,MasterCard,297791.32,23-10-2021,1
1447,4017,RuPay,195267.74,29-04-2014,1
1448,4030,MasterCard,182217.56,06-01-2020,0
1449,4016,Amex,135713.7,18-06-2025,1
1450,4038,RuPay,130552.79,08-03-2015,1
1451,4037,MasterCard,95016.54,14-07-2014,1
1452,4003,Amxe,238891.24,"Jun 24, 2018",1
1453,4015,MasterCard,122091.32,28-04-2024,1
1454,4037,Amex,140755.29,11-09-2022,1
1455,4026,RuPay,22898.6,03-02-2025,1
1456,4002,Visa,51427.25,04-12-2016,1
1457,4015,Amex,279766.07,28-10-2023,0
1458,4017,MasterCard,68335.33,09-01-2020,1
1459,4007,RPuay,61464.3,30-03-2014,1
1460,4001,Amex,69166.63,16-06-2023,0
1461,4028,Visa,28002.6,17-10-2022,1
1462,4005,MasterCard,137855.66,20-06-2017,1
1463,4008,Amex,72435.65,10-05-2016,0
1464,4031,Visa,217369.46,08-03-2017,0
1465,4009,MasterCard,174266.48,"Aug 01, 2014",0
1466,4012,MasterCard,38379.61,01-09-2016,1
1467,4005,Amex,117398.59,01-09-2022,1
1468,4020,RuPay,108795.05,18-08-2024,1
1469,4036,Visa,167678.89,31-03-2016,1
1470,4001,Visa,36470.88,05-10-2019,1
1471,4037,Visa,168658.15,19-03-2024,1
1472,4016,Amex,77785.96,19-07-2023,0
1473,4030,MasterCard,170234.61,"Jan 30, 2016",NO
1474,4002,Visa,95998.15,28-11-2024,1
1475,4022,RuPay,66422.61,19-04-2025,1
1476,4013,Amex,28439.73,07-01-2018,YES
1477,4007,MasterCard,10123.35,20-07-2018,1
1478,4021,Visa,184460.77,25-07-2017,1
1479,4037,Visa,125434.33,23-05-2024,1
1480,4030,MasterCard,178368.64,06-09-2017,1
1481,4018,Amex,212122.51,27-12-2017,1
1482,4026,MasterCard,85472.05,"Feb 27, 2014",1
1483,4012,RuPay,77687.48,07-09-2019,1
1484,4014,RuPay,106111.84,27-09-2019,0
1485,4029,iVsa,178118.78,"May 30, 2018",0
1486,4022,MasterCard,100222.07,09-01-2020,1
1487,4032,MasterCard,28780.77,24-02-2019,1
1488,4035,Amex,78207.76,19-06-2015,0
1489,4022,RuPay,103625.2,02-08-2020,1
1490,4028,MasterCard,110436.07,17-03-2016,1
1491,4017,Amex,164544.63,31-03-2014,1
1492,4016,Amex,2891.22,19-03-2024,1
1493,4007,Amex,269193.9,04-09-2025,1
1494,4029,Visa,195354.03,27-10-2016,0
1495,4012,MasterCard,21649.81,"Dec 27, 2018",1
1496,4006,RuPay,236974.23,02-08-2020,1
1497,4013,RuPay,177339.92,17-02-2020,1
1498,4007,Visa,206132.61,07-05-2014,1
1499,4019,RuPay,220885.68,30-04-2020,1
1500,4008,Visa,128860.43,13-08-2018,1
1501,4021,RuPay,97679.82,12-09-2020,1
1502,4028,Visa,"1,90,869.63","Feb 28, 2020",0
1503,4031,MasterCard,40272.75,18-01-2024,1
1504,4039,Amex,183976.73,12-08-2017,1
1505,4035,iVsa,215307.79,16-10-2021,0
1506,4009,Amex,101486.55,09-05-2019,1
1507,4037,MasterCard,201398.37,23-06-2016,1
1508,4025,MasterCard,"1,18,106.89",22-12-2022,1
1509,4031,Visa,168163.18,28-12-2022,NO
1510,4005,Amex,137645.96,07-04-2014,1
1511,4005,Visa,-78782.89,14-12-2018,1
1512,4001,Amex,135841.19,19-12-2024,0
1513,4033,MasterCard,56796.82,02-05-2025,1
1514,4021,MasterCard,45066.25,19-06-2025,1
1515,4016,Amex,11339.08,01-08-2023,1
1516,4008,RuPay,193909.05,08-02-2022,1
1517,4001,RuPay,150545.18,03-02-2023,1
1518,4017,Visa,202851.55,24-08-2023,1
1519,4017,Amex,295929.86,14-06-2015,1
1520,4030,MasterCard,176208.3,"Oct 16, 2024",0
1521,4004,MasterCard,134911.43,06-11-2018,0
1522,4040,MasterCard,43565.85,"Oct 13, 2014",1
1523,4019,Amex,88099.95,24-09-2022,1
1524,4039,Amex,110233.42,27-03-2015,1
1525,4008,Amex,101475.74,15-02-2018,1
1526,4033,Amex,150693.54,09-06-2018,1
1527,4032,Amex,47905.81,04-05-2025,1
1528,4039,Aemx,187183.36,15-06-2024,0
1529,4008,MasterCard,154082.83,03-02-2015,0
1530,4037,Visa,58786.59,02-03-2020,1
1531,4023,MasterCard,99609.13,26-07-2024,1
1532,4030,MasterCard,21084.66,07-09-2020,1
1533,4014,mAex,86242.68,14-03-2021,1
1534,4005,Amex,218317.75,05-04-2025,1
1535,4011,MasterCard,104007.51,19-03-2021,1
1536,4010,MasterCard,42234.86,31-05-2019,1
1537,4017,Amex,178552.39,20-05-2025,1
1538,4026,Visa,256077.52,16-06-2020,1
1539,4006,MasterCard,299009.01,21-02-2025,0
1540,4006,MasterCard,154947.17,07-01-2019,0
1541,4021,Visa,114598.6,03-09-2023,1
1542,4026,Visa,111180.48,21-09-2016,0
1543,4034,Visa,21488.63,11-11-2020,0
1544,4029,Amex,165156.46,"Jul 19, 2025",1
1545,4009,Visa,-2577.12,29-09-2014,1
1546,4037,Amex,174288.3,03-04-2024,1
1547,4007,MasterCard,"62,643.84",25-02-2018,1
1548,4020,RuPay,215440.62,10-02-2015,1
1549,4008,RuPay,36869.79,13-10-2019,1
1550,4034,Visa,164501.91,09-12-2024,1
1551,4024,Amxe,121598.24,02-03-2025,0
1552,4006,RuPay,21573.44,26-12-2019,1
1553,4007,MasterCard,97067.51,13-02-2015,0
1554,4004,Visa,139106.46,11-03-2020,1
1555,4008,MasterCard,114292.19,07-02-2020,1
1556,4019,MasterCard,130176.39,16-04-2019,1
1557,4010,Visa,105378.53,11-04-2016,1
1558,4024,Amex,174724.7,16-09-2018,1
1559,4023,RuPay,253265.89,04-02-2024,1
1560,4017,Visa,196834.78,17-03-2025,1
1561,4005,Visa,15628.92,"Sep 27, 2015",1
1562,4009,MasterCard,69559.73,09-05-2019,1
1563,4004,Visa,187546.69,03-09-2019,0
1564,4008,MasterCard,212610.14,"Oct 18, 2020",1
1565,4017,Amex,207188,21-09-2024,1
1566,4040,Visa,"1,73,852.29",18-03-2022,1
1567,4036,Amex,230901.59,10-10-2024,1
1568,4001,RuPay,262827.35,31-12-2015,1
1569,4031,RuPay,147001.05,19-08-2020,0
1570,4021,Visa,14803.64,17-05-2015,1
1571,4009,Visa,15469.54,"Feb 22, 2023",1
1572,4015,RuPay,186527.97,08-04-2025,1
1573,4037,RuPay,274390.26,05-07-2024,1
1574,4004,Amxe,31129.21,11-02-2023,1
1575,4003,Amex,"93,169.51",26-06-2021,1
1576,4028,Visa,145468.91,17-10-2023,1
1577,4024,Visa,37785.73,06-12-2023,1
1578,4026,Visa,11664.16,01-09-2015,1
1579,4034,Visa,224580.22,22-07-2021,1
1580,4022,Visa,130402.54,23-05-2020,1
1581,4016,Visa,11511.09,09-07-2018,1
1582,4004,Amex,274487.44,16-01-2015,1
1583,4011,MasterCard,240005.38,23-11-2017,1
1584,4032,Visa,236603.71,02-03-2020,1
1585,4039,Visa,210873.85,19-12-2014,1
1586,4032,Amex,168500.02,22-06-2016,1
1587,4004,Amex,1418.21,14-06-2025,1
1588,4003,RuPay,3820.31,21-08-2023,0
1589,4009,Visa,245677.31,19-04-2019,0
1590,3202,Amex,150647.41,08-09-2015,1
1591,4023,Visa,61909.72,"Jun 21, 2019",1
1592,4013,MasterCard,168834.91,02-12-2016,1
1593,4009,Amex,78334.34,10-02-2024,1
1594,4002,RuPay,83506.2,21-04-2017,0
1595,4031,RPuay,135271.68,29-01-2024,1
1596,4005,Amex,165036.35,10-01-2017,1
1597,4017,MasterCard,168008.6,21-03-2023,1
1598,4013,Amex,143681.27,10-12-2014,1
1599,4004,Amex,225978.64,28-05-2014,1
1600,4028,MasterCard,92797.72,30-03-2014,1
1601,4007,MasterCard,100094.77,18-04-2025,1
1602,4002,MasterCard,65976.2,"Feb 27, 2023",1
1603,4031,Visa,68841.8,01-04-2017,1
1604,4037,Visa,24220.66,03-05-2014,0
1605,4013,RuPay,200311.39,14-06-2016,1
1606,4040,MasterCard,78107.3,22-03-2023,1
1607,4036,Visa,88592.02,03-08-2022,1
1608,4010,Visa,254380.82,03-01-2020,FALSE
1609,4034,MasterCard,207649.12,27-10-2022,0
1610,4008,Amex,303230.52,21-05-2020,1
1611,4037,Visa,180129.98,21-07-2020,1
1612,4016,Amex,231313.26,12-08-2014,0
1613,4030,RuPay,106516.63,26-10-2015,1
1614,4009,MasterCard,233007.1,24-04-2021,0
1615,4038,Visa,47798.59,28-08-2019,1
1616,4026,aMsterCard,186215.49,03-10-2016,1
1617,4019,RuPay,85918.37,27-08-2014,1
1618,4036,MasterCadr,132329.88,07-09-2022,1
1619,4032,RuPay,10890.52,"Jan 21, 2020",1
1620,4002,MasterCard,241081.15,23-04-2025,1
1621,4031,Visa,22812.43,20-02-2021,1
1622,4037,Amex,87278.4,09-02-2025,1
1623,4034,Visa,122425.45,12-07-2022,1
1624,4001,Visa,18576.91,"May 18, 2019",1
1625,4013,RuPay,37369.41,14-12-2024,1
1626,4033,Visa,174670.04,20-05-2024,1
1627,614,MasterCard,-46975.5,14-07-2014,YES
1628,4035,Amex,219130.75,30-10-2018,1
1629,2421,MasterCard,71020.28,19-03-2021,1
1630,4015,Visa,"94,419.00",13-02-2017,1
1631,4028,Amex,86084.26,23-03-2018,1
1632,4031,MasterCard,134112.57,22-11-2014,1
1633,4015,MasterCard,76731.22,27-05-2020,1
1634,4024,Amex,"66,103.08",17-01-2021,1
1635,4039,MasterCard,79317.31,30-10-2016,1
1636,4031,Visa,205056.06,18-09-2014,1
1637,4010,MasterCard,70010.24,29-12-2021,YES
1638,4020,RuPay,87494.97,15-10-2024,1
1639,4039,MasterCard,251520.24,06-06-2020,1
1640,4002,Amex,80402.97,21-08-2018,1
1641,4008,RuPay,25000.49,18-05-2021,1
1642,4018,Amex,38710.17,26-07-2017,1
1643,4028,Visa,181992.88,04-02-2022,1
1644,4031,MasterCard,164996.69,20-07-2016,1
1645,4001,Visa,50349.64,"Apr 02, 2018",1
1646,4035,Visa,160245.41,29-06-2024,0
1647,4017,Visa,73649.43,20-03-2015,0
1648,4012,MasterCard,181084.55,18-02-2014,1
1649,4015,RuPay,"24,629.96",20-01-2024,1
1650,4004,RuPay,-167647.35,20-11-2015,0
1651,4032,Amex,17999.45,21-05-2025,1
1652,4028,MasterCard,48423.3,26-02-2016,1
1653,4015,Amex,82240.48,23-09-2014,1
1654,4019,Visa,208052.12,01-11-2017,0
1655,4011,Amex,66500.38,28-10-2020,0
1656,4012,Amex,121566.02,16-01-2021,1
1657,4002,RuPay,185042.32,09-08-2021,1
1658,4014,Visa,153519.22,20-12-2023,1
1659,4014,Visa,47190.72,28-10-2023,1
1660,4024,Amex,46701.94,26-05-2024,0
1661,4010,RuPay,177896.55,29-08-2020,1
1662,4021,Visa,48948.5,08-02-2016,1
1663,4037,RuPay,51090.44,20-08-2019,1
1664,4030,RuPay,58777.81,20-09-2025,0
1665,4033,Amex,146443.06,14-07-2014,1
1666,4027,MasterCard,98584.49,19-12-2023,1
1667,4028,Amex,-99332.63,05-05-2023,0
1668,4016,Amex,77860.16,27-03-2015,FALSE
1669,4010,RuPay,121178.22,30-12-2021,0
1670,4009,Visa,163619.59,30-07-2021,0
1671,4025,uRPay,"2,09,469.81",10-01-2020,1
1672,4027,Visa,56217.92,07-05-2020,1
1673,4014,Visa,126924.11,03-02-2015,0
1674,4035,Amxe,138120.58,28-12-2018,1
1675,4033,MasterCard,237540.45,31-12-2023,1
1676,4011,MasterCard,46604.81,"Oct 02, 2020",1
1677,4007,Amex,53326.35,13-02-2023,1
1678,4031,Amex,12142.04,07-08-2020,1
1679,4038,MasterCard,48181.86,22-02-2014,1
1680,4030,RuPay,"57,087.00",19-12-2019,1
1681,4006,RuPay,29213.8,07-04-2019,0
1682,4025,Amex,218188.87,12-04-2016,0
1683,4003,MasterCard,12928.66,24-11-2022,1
1684,4033,RuPay,"13,810.57",29-01-2025,1
1685,4026,Visa,172924.85,08-01-2018,1
1686,4027,iVsa,106608.46,11-10-2014,1
1687,4021,MasterCard,188989.43,05-05-2023,1
1688,4010,Visa,308003.34,01-08-2022,1
1689,4005,Amex,"58,410.99",12-09-2019,1
1690,4001,MasterCard,93110.31,14-01-2018,0
1691,4010,Visa,151002.44,06-09-2022,1
1692,4003,Amex,154810.06,08-04-2019,1
1693,4012,Amex,277043.46,30-08-2018,1
1694,4026,Visa,254201.35,24-10-2018,1
1695,4027,MasterCard,186473.55,06-04-2024,0
1696,4002,Visa,97579.69,05-12-2023,0
1697,4026,MasterCard,116974.01,18-05-2019,0
1698,4038,Amex,208339.97,06-06-2021,1
1699,4009,Amex,82812.05,28-06-2024,0
1700,4010,RuaPy,235819.84,23-05-2016,0
1701,4020,RuPay,218183.15,31-07-2021,1
1702,4009,Visa,"3,894.76",15-01-2014,0
1703,4019,Amex,214350.37,17-03-2024,1
1704,4024,RuPay,98096.82,25-02-2019,1
1705,4010,Amex,181288.77,13-09-2021,1
1706,4033,MasterCard,171822.14,14-07-2024,0
1707,4002,MasterCard,128580.44,26-09-2019,1
1708,4037,RuPay,189114.18,22-05-2018,1
1709,4004,Visa,103625.71,05-02-2016,1
1710,4036,RuPay,106703.24,21-08-2015,1
1711,4039,Visa,91282.97,06-06-2017,1
1712,4036,RuPay,36566.99,07-08-2021,1
1713,4034,Amex,85951.99,14-07-2017,1
1714,4040,RuPay,44294.06,"Aug 04, 2020",1
1715,4038,RuPay,120951.36,23-05-2023,1
1716,4030,RuPay,117696.33,10-06-2022,1
1717,4023,RuPay,207074.82,17-04-2022,1
1718,4034,Amex,236219.39,08-02-2023,1
1719,4013,Visa,130285.81,08-04-2023,1
1720,4012,Visa,96230.83,22-06-2022,1
1721,4038,RuPay,30106.99,12-04-2018,1
1722,4027,Amex,157600.66,18-04-2020,0
1723,4010,Amex,61653.15,21-04-2025,1
1724,4013,Amex,259748.66,18-01-2024,0
1725,3767,MasterCard,239972.3,22-04-2015,1
1726,4010,RuPay,104984.63,23-07-2018,0
1727,4016,Amex,"1,51,514.09",06-02-2015,1
1728,4038,RuPay,159172.38,"Nov 25, 2021",1
1729,4024,Visa,43433.21,07-07-2020,1
1730,4015,Visa,182439.02,13-06-2019,1
1731,4036,Visa,146891.59,03-03-2014,0
1732,4012,Amex,173666.79,17-09-2021,1
1733,4032,RuPay,121856.13,11-04-2018,1
1734,4026,Amex,161822.84,12-04-2014,1
1735,4032,Visa,"2,43,909.82",08-10-2024,1
1736,4007,MasterCard,102228.24,03-12-2016,0
1737,4019,Amex,201050.29,11-10-2024,1
1738,4040,MasterCard,7718.74,"Aug 28, 2019",0
1739,4015,Amex,109167.04,30-05-2025,1
1740,4007,RuPay,57485.79,31-07-2019,1
1741,4033,Visa,132487.82,18-01-2022,1
1742,4039,Amex,72316.01,"May 13, 2025",0
1743,4030,Visa,117738.86,11-05-2018,1
1744,4008,RuPay,136937.83,26-07-2017,1
1745,4024,RPuay,1428.34,10-01-2022,0
1746,4030,Visa,206304.03,10-06-2019,1
1747,4019,RuPya,125673.69,26-01-2025,1
1748,4021,Visa,45112.72,25-11-2018,1
1749,4039,Amex,110691.91,"Feb 18, 2019",1
1750,4007,Visa,11726.63,03-11-2023,1
1751,4018,Amex,220646.07,03-02-2014,1
1752,4027,Visa,75776.34,09-09-2018,1
1753,4002,MasterCard,143605.46,17-03-2022,0
1754,4019,Visa,102705,29-07-2024,1
1755,4009,MasterCard,51521.19,21-02-2016,1
1756,4026,RuPay,174548.28,14-12-2017,1
1757,4013,Visa,98654.58,17-12-2021,1
1758,4016,RuPay,77326.33,"Jan 28, 2024",1
1759,4001,Visa,144594.55,09-08-2015,1
1760,4022,RuPay,83299.85,27-02-2022,1
1761,4003,Amex,100333.85,14-02-2021,1
1762,4013,Amex,81387.9,18-10-2025,0
1763,4031,RuPay,126077.9,04-10-2023,1
1764,4002,RuPay,235170.95,28-04-2018,1
1765,4026,Visa,92386.49,19-03-2022,1
1766,4013,Visa,7181.63,20-08-2020,1
1767,4024,Visa,69585.79,29-01-2023,1
1768,4020,Visa,-210714.37,18-04-2015,1
1769,4014,MasterCard,188387.52,21-11-2019,1
1770,4037,Amex,254271.33,12-01-2016,1
1771,4008,Visa,134332.85,17-05-2015,1
1772,4009,RuPay,27723.42,15-10-2017,1
1773,4013,Visa,265554.06,31-03-2025,TRUE
1774,4040,Visa,65142.82,10-02-2023,1
1775,4010,RuPay,71535.92,03-12-2017,1
1776,4038,RuPay,193008.91,01-12-2020,1
1777,4003,MasterCard,222801.5,30-04-2024,1
1778,4017,Amex,52469.94,14-07-2016,1
1779,4010,MasterCard,194285.85,13-07-2015,0
1780,4004,Visa,82258.02,26-01-2022,1
1781,4015,Visa,66431.69,13-09-2025,0
1782,4022,Visa,94978.47,28-06-2014,0
1783,4023,MasterCard,230652.21,20-01-2022,1
1784,4011,RuPay,128113.93,17-07-2022,0
1785,4035,MasterCard,206046.46,13-05-2021,1
1786,4001,Amex,36064.84,10-06-2018,1
1787,4036,Visa,91483.09,28-11-2014,1
1788,4014,RuPay,177175.19,30-07-2019,1
1789,4024,RuPay,347006.97,22-06-2019,0
1790,4012,MasterCard,73916.13,25-07-2014,1
1791,4005,MasterCard,94325.79,01-01-2020,1
1792,4005,MasterCard,60637.94,25-09-2018,1
1793,4003,Amex,138389.98,29-05-2021,0
1794,4023,RuPay,57454.86,10-07-2025,0
1795,4026,MasterCard,11729.38,20-05-2025,1
1796,4006,Amex,120334.21,23-07-2022,1
1797,4039,MasterCard,206040.81,13-02-2018,1
1798,4039,Amex,83272.71,09-02-2023,1
1799,4013,MasterCard,56920.22,01-06-2023,1
1800,4018,Amex,1703.75,28-07-2017,1
1801,4003,RuPay,88422.44,20-11-2016,1
1802,4008,Visa,114717.25,13-04-2015,1
1803,4012,Amex,177450.97,05-02-2025,1
1804,4032,RuPay,"1,60,873.10",16-02-2018,1
1805,4038,Amex,83888.32,01-01-2025,0
1806,4039,Amex,120091.63,13-03-2024,0
1807,4022,RuPay,125549.87,24-12-2019,1
1808,4004,MasterCard,214203.4,22-11-2014,1
1809,4002,Visa,149009.16,08-04-2016,1
1810,4009,MasterCrad,19032.34,29-12-2020,1
1811,4004,Visa,"1,71,046.60",06-04-2018,1
1812,4027,Amex,308200.8,"Jan 07, 2016",0
1813,4038,RuPay,10041.46,11-01-2016,1
1814,4010,Amex,"1,38,595.15",20-05-2023,1
1815,4015,RuPay,200071.69,27-11-2022,1
1816,4010,Amex,16404.03,21-01-2015,1
1817,4037,RuPay,92797.4,25-11-2020,1
1818,4015,Visa,131617.9,13-12-2018,1
